beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
5.474454917619721,0.20164163044852748,0.764279039952937,0.0444400373144195,0.13603802757776326,0.11646627174688287,0.4569290296042544,0.035970395904507395,0.16242827597105414,0.10458051633348547,0.07142857142857142,0.6874354301904996,0.9500000000000002,0.00041936463488336596,0.006286142344293793,0.02208532403416976,0.9963703441855457,0.9568971250623993,2021-03-28
