series,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,8504.367599162379,8500.548099441025,8496.035669394625,8490.705807705051,8484.412123020606,8476.982675388901,8468.21578210278,8457.875240640029,8445.684931240787,8431.322779665677,8414.414090181654,8394.52430418647,8371.15130656564,8343.717496450063,8311.561968982993,8273.93332778242,8229.98387081114,8178.766168948563,8119.233383458925,8050.245030271515,7970.5802604054925,7878.9610233350495,7774.087612573515,7654.688916572401,7519.58903132423,7367.790536998752,7198.572539729503,7011.59849566027,6807.025072028998,6585.599418139777,6348.729180124675,6098.508662469696,5837.686960211662,5569.5703481239725,5297.861274768911,5026.448086350175,4759.170056488574,4499.5881922606095,4250.791525456107,4015.261222040425,3794.803113171535,3590.546698028453,3402.9986293061243,3232.133125869571,3077.5008651461662,2938.3405455825723,2813.68177677407,2702.432705576943,2603.449807348944,2515.5901293216843,2437.7479661531684,2368.878705036623,2308.0126966542593,2254.261757542406,2206.8204899828534,2164.9641471591585,2128.0443462438416,2095.48357262577,2066.769132601379,2041.4469945455378,2019.1157992860008,1999.4212072645735,1982.0506720734265
I,10.0,11.81949972135348,13.968029823482823,16.504285548359736,19.497113123133136,23.027138130210876,27.188603790289687,32.09142449498211,37.863448995227124,44.6529107712915,52.63101810105705,61.994600476027955,72.96867800165299,85.80875251689882,100.80252948058822,118.27066478504217,138.56598879931425,162.07049290202866,189.18917981126108,220.33969703641873,255.93652749515763,296.3684590665691,341.96817801478943,392.9732384129459,449.4784759785276,511.38127510829946,578.3230173558884,649.6324579539438,724.2793899944273,800.8491658847628,877.5495707229127,952.2601742333093,1022.6298416446815,1086.2204854034353,1140.6854616778094,1183.9615577609839,1214.4472760703875,1231.139685084274,1233.7084148719223,1222.4970353132196,1198.455737119465,1163.021004838654,1117.9648725932523,1065.237401511155,1006.8221819323287,944.618065109457,880.3532208960678,815.5316479139809,751.4082165591838,688.9862512746066,629.0311641882012,572.0941924671062,518.5413623560486,468.5840289966923,422.30849075690656,379.70313542921997,340.6823092586927,305.1066210250256,272.79973684441165,243.56192753137066,217.18073728463358,193.43918184913406,172.1218806704541
R,0.0,2.0,4.363899944270696,7.157505908967261,10.458363018639208,14.357785643265835,18.96321326930801,24.40093402736595,30.81921892636237,38.391908725407795,47.3224908796661,57.84869449987751,70.2476145950831,84.84135019541371,102.00310069879347,122.16360659491112,145.81773955191954,173.5309373117824,205.94503589218812,243.78287185444034,287.85081126172406,339.0381167607556,398.3118085740694,466.7054441770273,545.3000918596165,635.1957870553221,737.472042076982,853.1366455481597,983.0631371389484,1127.9190151378339,1288.0888483147864,1463.598762459369,1654.050797306031,1858.5767656349672,2075.820862715654,2303.9579550512162,2540.750266603413,2783.63972181749,3029.867658834345,3276.6093418087294,3521.1087488713733,3760.7998962952665,3993.4040972629973,4216.997071781648,4430.044552083878,4631.408988470344,4820.332601492236,4996.403245671449,5159.509575254246,5309.7912185660825,5447.5884688210035,5573.3947016586435,5687.813540152065,5791.521812623275,5885.238618422613,5969.700316573994,6045.640943659839,6113.777405511577,6174.798729716582,6229.3586770854645,6278.071062591738,6321.507210048665,6360.195046418492
G,10.0,13.81949972135348,18.33192976775352,23.661791457326995,29.955476141772344,37.384923773476714,46.151817059597704,56.492358522348056,68.6826679215895,83.0448194966993,99.95350898072316,119.84329497590548,143.2162925967361,170.65010271231256,202.80563017938172,240.43427137995332,284.3837283512338,335.60143021381106,395.13421570344923,464.1225688908591,543.7873387568818,635.4065758273248,740.279986588859,859.6786825899733,994.7785678381442,1146.5770621636216,1315.7950594328704,1502.7691035021035,1707.3425271333758,1928.7681810225968,2165.6384190376994,2415.8589366926785,2676.680638950713,2944.797251038403,3216.506324393464,3487.9195128122005,3755.197542673801,4014.779406901765,4263.576073706268,4499.10637712195,4719.564485990839,4923.82090113392,5111.368969856249,5282.234473292802,5436.8667340162065,5576.027053579801,5700.685822388303,5811.93489358543,5910.917791813428,5998.777469840688,6076.619633009204,6145.4888941257495,6206.354902508113,6260.105841619967,6307.54710917952,6349.403452003215,6386.323252918532,6418.884026536603,6447.598466560995,6472.9206046168365,6495.251799876373,6514.946391897801,6532.3169270889475
