County/State,Fips Code,State Name,6d filter,County,County Name,Date,Date of Latest Data,State Fips Code,Avg Pos Tsts/Day,Cases per 1000,Cases per 1000 State,County Pop Density,Ct Testing Inc,Ct Testing Inc 7D Avg,Ct Testing Neg Inc,Ct Testing Neg Inc 7D Avg,Ct Testing Neg Rolltot,Ct Testing Pos Inc,Ct Testing Pos Inc 7D Avg,Ct Testing Pos Rolltot,Ct Testing Rolltot,Cumulative Cases,Cumulative Cty Cases,Cumulative Cty Deaths,Cumulative Deaths,Cur Date,Dhc County Icu Beds,Dhc County Licensed Beds,Dhc County Staffed Beds,Est Active Cases,Est Deaths,Hosp Est,Hosp. High Est,Hosp. Low Est,Hospitalization,ICU,ICU Est,ICU High Est,ICU Low Est,Ihme Allbed,Ihme Allbed Hi,Ihme Allbed Lo,Ihme Allbed Peak,Ihme Icubed,Ihme Icubed Hi,Ihme Icubed Lo,Ihme Vent,Ihme Vent Hi,Ihme Vent Lo,Latest Case Count,Live Data,Number of Records,Nyt Cases,Nyt Cases Inc,Nyt Deaths,Nyt Deaths Inc,Pct of Pop Tsted,Pct Pop Test Neg Rolltot,Pct Pop Test Pos Rolltot,Pct Pop Test Rolltot,Pct Testing Positive,Sah Period,State Day Count,State Pop Density,Total County Female Pop,Total County Land Area,Total County Male Pop,Total County Pop,Total State Female Pop,Total State Land Area,Total State Male Pop,Total State Pop,Total State Population,Vent Est.,Vent High est,Vent Low Est,Vent. Use
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,9/27/2020,9/27/2020,36,440.428571429,148.60,12.46,72918.396846255,45556,45016.857142857,45090,44576.428571429,5402161,466,440.428571429,244848,5647009,460257,247383,23801,33824,1,725,9596,9382,974,95,,,,170,50,,,,170,218,126,,50,65,37,46,60,33,247384,1,1,247384,384,23801,6,28.45%,3.245073216,0.147079972,3.392153188,0.98%,0,211,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,46
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/30/2020,,36,,0.00,0.00,72918.396846255,28728,32690,28438,32344.571428571,1944449,290,345.428571429,217253,2161702,460257,247383,23801,33824,,725,9596,9382,3824,352,,,,669,182,,,,669,669,669,,182,182,182,160,160,160,0,1,1,219844,174,22566,625,,1.168028752,0.130503680,1.298532432,1.06%,0,122,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,160
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,8/6/2020,,36,,0.00,0.00,72918.396846255,39566,37395,39181,37038.142857143,3214531,385,356.857142857,229027,3443558,460257,247383,23801,33824,,725,9596,9382,1219,117,,,,213,58,,,,213,213,213,,58,58,58,52,52,52,0,1,1,231600,332,23563,529,,1.930965858,0.137576311,2.068542169,0.95%,0,159,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,52
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/17/2020,,36,,0.00,0.00,72918.396846255,19291,18316.714285714,18240,17145.571428571,591411,1051,1171.142857143,194749,786160,460257,247383,23801,33824,,725,9596,9382,21288,1963,,,,3720,985,,,,3720,3720,3720,,985,985,985,861,861,861,0,1,1,197486,1005,20214,143,,0.355260052,0.116985548,0.472245599,6.39%,0,78,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,861
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/16/2020,,36,,0.00,0.00,72918.396846255,22628,17885.714285714,21282,16683.857142857,573324,1346,1201.857142857,193750,767074,460257,247383,23801,33824,,725,9596,9382,22414,2068,,,,3917,1037,,,,3917,3917,3917,,1037,1037,1037,906,906,906,0,1,1,196481,1009,20071,99,,0.344395207,0.116385449,0.460780657,6.72%,0,77,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,906
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/18/2020,,36,,0.00,0.00,72918.396846255,14549,18672.857142857,13853,17534.428571429,605077,696,1138.428571429,195383,800460,460257,247383,23801,33824,,725,9596,9382,20229,1865,,,,3535,937,,,,3535,3535,3535,,937,937,937,819,819,819,0,1,1,198114,628,20298,84,,0.363469205,0.117366391,0.480835596,6.10%,0,79,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,819
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/22/2020,,36,,0.00,0.00,72918.396846255,25365,20849.714285714,24424,19869.857142857,689084,941,979.857142857,198613,887697,460257,247383,23801,33824,,725,9596,9382,16572,1526,,,,2896,770,,,,2896,2896,2896,,770,770,770,675,675,675,0,1,1,201298,791,20569,78,,0.413932134,0.119306649,0.533238783,4.70%,0,83,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,675
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/19/2020,,36,,0.00,0.00,72918.396846255,15654,19282,14835,18140.285714286,619223,819,1141.714285714,195979,815202,460257,247383,23801,33824,,725,9596,9382,19217,1772,,,,3358,891,,,,3358,3358,3358,,891,891,891,779,779,779,0,1,1,198710,596,20376,78,,0.371966695,0.117724408,0.489691103,5.92%,0,80,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,779
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/24/2020,,36,,0.00,0.00,72918.396846255,26460,22698.714285714,25579,21795.142857143,741308,881,903.571428571,200252,941560,460257,247383,23801,33824,,725,9596,9382,15072,1386,,,,2634,702,,,,2634,2634,2634,,702,702,702,616,616,616,0,1,1,202931,869,20697,76,,0.445303044,0.120291195,0.565594239,3.98%,0,85,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,616
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/21/2020,,36,,0.00,0.00,72918.396846255,27314,20352.571428571,26155,19287.285714286,665123,1159,1065.285714286,197810,862933,460257,247383,23801,33824,,725,9596,9382,17401,1603,,,,3041,808,,,,3041,3041,3041,,808,808,808,707,707,707,0,1,1,200507,1115,20491,69,,0.399538783,0.118824288,0.518363071,5.23%,0,82,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,707
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/29/2020,,36,,0.00,0.00,72918.396846255,37325,27171.428571429,36465,26369.285714286,873407,860,802.142857143,204123,1077530,460257,247383,23801,33824,,725,9596,9382,12123,1110,,,,2119,569,,,,2119,2119,2119,,569,569,569,500,500,500,0,1,1,206800,946,20960,65,,0.524654793,0.122616501,0.647271294,2.95%,0,90,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,500
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/4/2020,,36,,0.00,0.00,72918.396846255,35165,32932.142857143,34585,32267.142857143,1061075,580,665,207544,1268619,460257,247383,23801,33824,,725,9596,9382,9582,876,,,,1675,453,,,,1675,1675,1675,,453,453,453,399,399,399,0,1,1,210227,539,21234,64,,0.637386791,0.124671493,0.762058283,2.02%,0,96,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,399
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/31/2020,,36,,0.00,0.00,72918.396846255,32381,28809.428571429,31766,28076.571428571,938001,615,732.857142857,205420,1143421,460257,247383,23801,33824,,725,9596,9382,11177,1023,,,,1953,526,,,,1953,1953,1953,,526,526,526,463,463,463,0,1,1,208085,546,21050,59,,0.563456351,0.123395608,0.686851958,2.54%,0,92,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,463
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/26/2020,,36,,0.00,0.00,72918.396846255,19201,24261.571428571,18607,23390.714285714,780772,594,870.857142857,201432,982204,460257,247383,23801,33824,,725,9596,9382,13766,1264,,,,2406,643,,,,2406,2406,2406,,643,643,643,564,564,564,0,1,1,204111,542,20795,55,,0.469009033,0.121000020,0.590009053,3.59%,0,87,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,564
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/23/2020,,36,,0.00,0.00,72918.396846255,28402,21674.571428571,27420,20746.714285714,715793,982,927.857142857,199390,915183,460257,247383,23801,33824,,725,9596,9382,15790,1454,,,,2759,735,,,,2759,2759,2759,,735,735,735,644,644,644,0,1,1,202062,764,20621,52,,0.429976206,0.119773392,0.549749599,4.28%,0,84,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,644
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/12/2020,,36,,0.00,0.00,72918.396846255,40031,34908.142857143,39576,34472.714285714,1337923,455,435.428571429,211063,1548986,460257,247383,23801,33824,,725,9596,9382,7200,657,,,,1258,341,,,,1258,1258,1258,,341,341,341,301,301,301,0,1,1,213707,436,21519,51,,0.803689133,0.126785353,0.930474486,1.25%,0,104,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,301
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/28/2020,,36,,0.00,0.00,72918.396846255,36149,25462.857142857,35169,24649.142857143,836587,980,813.714285714,203177,1039764,460257,247383,23801,33824,,725,9596,9382,12635,1157,,,,2208,592,,,,2208,2208,2208,,592,592,592,520,520,520,0,1,1,205854,1073,20895,51,,0.502537053,0.122048240,0.624585292,3.20%,0,89,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,520
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/27/2020,,36,,0.00,0.00,72918.396846255,20721,24200.714285714,20095,23361.428571429,801031,626,839.285714286,202100,1003131,460257,247383,23801,33824,,725,9596,9382,13181,1209,,,,2303,617,,,,2303,2303,2303,,617,617,617,541,541,541,0,1,1,204781,670,20844,49,,0.481178596,0.121401287,0.602579882,3.47%,0,88,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,541
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/20/2020,,36,,0.00,0.00,72918.396846255,21147,19617.142857143,20300,18527.428571429,639091,847,1089.714285714,196689,835780,460257,247383,23801,33824,,725,9596,9382,18275,1684,,,,3194,848,,,,3194,3194,3194,,848,848,848,742,742,742,0,1,1,199392,682,20422,46,,0.383901384,0.118150904,0.502052288,5.55%,0,81,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,742
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/22/2020,,36,,0.00,0.00,72918.396846255,31403,36416,31097,36056.571428571,1694275,306,359.428571429,214847,1909122,460257,247383,23801,33824,,725,9596,9382,5044,460,,,,882,239,,,,882,882,882,,239,239,239,210,210,210,0,1,1,217487,298,21796,43,,1.017749457,0.129058398,1.146807855,0.99%,0,114,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,210
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,5/25/2020,,36,,0.00,0.00,72918.396846255,21942,23754.857142857,21250,22851.857142857,762301,692,903,200874,963175,460257,247383,23801,33824,,725,9596,9382,14396,1323,,,,2516,672,,,,2516,2516,2516,,672,672,672,589,589,589,0,1,1,203569,638,20740,43,,0.457913520,0.120664830,0.578578349,3.80%,0,86,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,589
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/2/2020,,36,,0.00,0.00,72918.396846255,29925,31159.571428571,29189,30430.714285714,993571,736,728.857142857,206512,1200083,460257,247383,23801,33824,,725,9596,9382,10334,945,,,,1806,487,,,,1806,1806,1806,,487,487,487,429,429,429,0,1,1,209195,645,21132,42,,0.596837199,0.124051571,0.720888770,2.34%,0,94,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,429
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,7/13/2020,,36,,0.00,0.00,72918.396846255,28448,34368.142857143,28141,34004.714285714,2378985,307,363.428571429,221388,2600373,460257,247383,23801,33824,,725,9596,9382,2611,241,,,,457,125,,,,457,457,457,,125,125,125,111,111,111,0,1,1,223977,252,22795,40,,1.429054133,0.132987571,1.562041704,1.06%,0,135,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,111
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/10/2020,,36,,0.00,0.00,72918.396846255,34453,34659.285714286,34080,34179.285714286,1265299,373,480,210233,1475532,460257,247383,23801,33824,,725,9596,9382,7727,705,,,,1350,366,,,,1350,1350,1350,,366,366,366,323,323,323,0,1,1,212884,415,21436,40,,0.760063962,0.126286773,0.886350735,1.38%,0,102,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,323
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/9/2020,,36,,0.00,0.00,72918.396846255,27631,34610.714285714,27253,34101.285714286,1230944,378,509.428571429,209813,1440757,460257,247383,23801,33824,,725,9596,9382,8002,731,,,,1399,379,,,,1399,1399,1399,,379,379,379,334,334,334,0,1,1,212469,347,21396,40,,0.739426945,0.126034479,0.865461424,1.47%,0,101,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,334
"NEW YORK, NEW YORK",36061,NEW YORK,False,NEW YORK,NEW YORK,6/1/2020,,36,,0.00,0.00,72918.396846255,27669,29627.571428571,27147,28919,964884,522,708.571428571,205884,1170768,460257,247383,23801,33824,,725,9596,9382,10745,983,,,,1878,506,,,,1878,1878,1878,,506,506,506,445,445,445,0,1,1,208550,465,21090,40,,0.579604944,0.123674332,0.703279276,2.39%,0,93,421.194624757,875657,22.83,789070,1664727,10211937,47126.43,9637462,19849399,19849399,,,,445
