series,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,11720.731606069541,11714.072992334752,11708.279065462191,11699.181926001387,11686.236201372141,11668.329338718062,11644.524584058381,11614.16439266855,11576.984281826373,11533.119127142449,11483.031717995036,11427.407551512459,11367.052331176901,11302.810150254962,11235.506311224775,11165.911748008326,11094.723848847267,11022.558649415256,10949.950357309668,10877.355261345934,10805.158004791152,10733.678902243864,10663.181477192476,10593.879735461252,10525.944912009421,10459.511570016351,10394.683018060236,10331.53606208388,10270.125136542398,10210.485872256311,10152.638162736404,10096.588789795027,10042.333665466185,9989.859742093242,9939.14663680137,9890.16801097374,9842.89274008213,9797.285904424054,9753.30962704094,9710.92378133432,9670.086587630398,9630.755115124268,9592.885703214795,9556.434314171012,9521.356827304637,9487.609283318903,9455.148086223777,9423.93016911901,9393.913129220757,9365.05533672021,9337.316021392984,9310.65534030778,9285.034429497275,9260.415442040216,9236.7615746505,9214.03708456751,9192.207298284264,9171.238613429494
E,0.0,6.658613734788711,9.123233739954651,13.658756330782051,19.77510279463708,27.794414051397272,37.70196168538013,49.21117223252072,61.785696958437654,74.75800316314364,87.46641072898439,99.35737184706952,110.0339062590918,119.25913405148576,126.93340605592877,133.061266244414,137.7185322832668,141.02446557364462,143.1205248924092,144.15535840993846,144.27493575975205,143.61657042716314,142.3057102649693,140.45459686370825,138.1621218836853,135.5144029349134,132.58575342357227,129.43983268814168,126.13084188555366,122.70468522886294,119.20005213433762,115.64939900854563,112.079823833114,108.51383528949992,104.9700229366222,101.46363729593989,98.00708953958117,94.61038042786709,91.28146759704617,88.02657950514245,84.85048345649327,81.75671423437629,78.74776902666022,75.82527355711281,72.99012364493122,70.24260580819995,67.58249999922639,65.00916710437885,62.521623450443315,60.11860422576841,57.79861744010972,55.559989805259455,53.40090571313447,51.31944031362643,49.31358754652986,47.38128385625441,45.52042821137394,43.72889896045628
I,5.0,4.598006786316133,7.557640148796198,11.511633008517363,17.41549150433975,25.902861022115566,37.717513178636835,53.53605715435813,73.83741693792977,98.7938373121498,128.2299484630672,161.65364001292238,198.33559268595923,237.40663335716047,277.94902928428087,319.0690076077854,359.94692557895723,399.8669474467681,438.2304203835736,474.55755182497325,508.4814479627286,539.737697569572,568.1518044646889,593.6260256497638,616.1265973261519,635.6719160889454,652.3219582769668,666.1690349158907,677.3298650194578,685.9388841295882,692.1426714596239,696.0953661612344,697.9549430107867,697.8802248178544,696.0285195944145,692.5537827812491,687.6052172713884,681.3262358338352,673.8537214257736,665.3175306185408,655.8401939203997,645.5367742052239,634.5148508396371,622.8746025491341,610.708966687533,598.1038564811436,585.1384211085297,571.8853362378785,558.4111149554792,544.776430949152,531.0364474187409,517.2411465225711,503.4356552771735,489.66056474415785,475.95224009381883,462.34311975601383,448.86200237707203,435.53432071553203
R,0.0,0.401993213683867,0.7716667185981574,1.379290728854318,2.304810398422953,3.704992277965677,5.787547147143039,8.819984014111805,13.124210346800526,19.06063845179932,27.003528882453764,37.313042697090765,50.30977594758869,66.25568840593334,85.34285950455583,107.68958420901569,133.34229936005087,162.2815436338734,194.43030348389027,229.66343448869523,267.8172175559091,308.69843582894174,352.0926141474064,397.77124809481603,445.49797485028205,495.03371702933117,546.1408763087665,598.5866763816288,652.1457626221326,706.6021644547789,761.7507197391747,817.3980511047329,873.3631737594534,929.4778038689427,985.5864267371325,1041.5461750186091,1097.2265591764397,1152.5090853837835,1207.2867900057786,1261.4637146115347,1314.954341062247,1367.6830025056695,1419.5832829884444,1470.5974157922774,1520.675688432435,1569.77586046129,1617.862598738004,1664.9069336082682,1710.885738442857,1755.7812341744059,1799.5805198177013,1842.275129433926,1883.8606155819532,1924.3361589715362,1963.7042037786885,2001.9701178897583,2039.1418771968272,2075.229772964054
G,5.0,5.0,8.329306867394354,12.89092373737168,19.720301902762706,29.607853300081246,43.50506032577988,62.35604116846994,86.9616272847303,117.85447576394913,155.23347734552095,198.96668271001315,248.6453686335479,303.6623217630938,363.2918887888367,426.7585918168011,493.2892249390081,562.1484910806415,632.6607238674638,704.2209863136684,776.2986655186376,848.4361333985136,920.2444186120952,991.3972737445798,1061.624572176434,1130.7056331182766,1198.4628345857334,1264.7557112975196,1329.4756276415906,1392.5410485843674,1453.893391198799,1513.4934172659678,1571.3181167702405,1627.3580286867975,1681.6149463315476,1734.0999577998587,1784.8317764478286,1833.8353212176191,1881.1405114315526,1926.7812452300757,1970.7945349826468,2013.2197767108935,2054.0981338280817,2093.472018341412,2131.3846551199686,2167.8797169424342,2203.0010198465343,2236.7922698461475,2269.296853398337,2300.5576651235588,2330.616967236443,2359.516275956498,2387.2962708591276,2413.9967237156948,2439.656443872508,2464.313237645773,2488.0038795739,2510.764093679587
