series,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,23625.588192651823,23613.71663434186,23602.865469740373,23590.392503622435,23574.740872175116,23554.72010627826,23529.29068464285,23497.5279565055,23458.650481298202,23412.058286179366,23357.35474758675,23294.344915630452,23223.01495885598,23143.501622142296,23056.05948722957,22961.030793792386,22858.819857008853,22749.87241753524,22634.659448887072,22513.664680599963,22387.375094577896,22256.273752719833,22120.834436544243,21981.517691825895,21838.76796366519,21693.011579807528,21544.655395472157,21394.085955029517,21241.669057771418,21087.749639296304,20932.651898622476,20776.6796154881,20620.11661346083,20463.22733324208,20306.25748748554,20149.434773980833,19992.96962849738,19837.056002177495,19681.872151290856,19527.581429551858,19374.33307516245,19222.26298635795,19071.49448056652,18922.1390333954,18774.29699456935,18628.058278701912,18483.503029404397,18340.702255752898,18199.71844055767,18060.606120226825,17923.41243629958,17788.177658953486,17654.935682973814,17523.71449681862,17394.536625526176,17267.41954829755,17142.37609165033,17019.414799083966,16898.540278225453,16779.75352643949
E,0.0,11.871558309960212,21.11126948020274,30.71857746349888,42.200448230367584,56.49289646872157,74.25393376244656,95.93738222810022,121.79225166287321,151.85228337763826,185.94328933534408,223.71305222968354,264.67604653660675,308.26207596477667,353.86050619557693,400.85593289535075,448.65441163137683,496.70119491564105,544.4916042036901,591.5767103412151,637.5652697554865,682.1230665485087,724.9705318969944,765.8792815843159,804.6680330977352,841.1982286915703,875.3695910693093,907.1157654919441,936.4001493366839,963.2119721391106,987.5626620051437,1009.4825150619383,1029.017671190175,1046.2273900778596,1061.181615510214,1073.9588119193627,1084.6440549420324,1093.3273566170358,1100.1022055602127,1105.064302734134,1108.3104740998103,1109.9377423628202,1110.0425411075908,1108.7200557788788,1106.0636771666477,1102.1645542424842,1097.1112343565599,1090.9893799164913,1083.88155172203,1075.8670501157349,1067.021806026417,1057.4183148284262,1047.1256067167778,1036.209248007895,1024.7313684214143,1012.7507099836223,1000.3226937215144,987.4995007921881,974.3301651192943,960.8606749905025
I,7.0,6.72,8.062653431245241,10.605805428637543,14.3513338919409,19.505598194767938,26.393758608662573,35.41728793601339,47.02320219109813,61.67443750752535,79.81999264213668,101.86726199841003,128.15953398602161,158.96045991209493,194.44574619753553,234.70118308704454,279.7255938110682,329.43722624797454,383.6822965581758,442.2446668454341,504.85590677941326,571.2052155732754,640.9488577774498,713.7188984973777,789.1311192047701,866.7920627004055,946.3052021500209,1027.2762600840233,1109.3177230940212,1192.0526098429477,1275.1175562570245,1358.1652840843249,1440.866518619987,1522.9114192062518,1604.0105827621855,1683.8956765472574,1762.3197519461519,1839.0572865131878,1913.9039969961227,1986.6764616813543,2057.2115862378314,2125.365943329808,2191.0150126432736,2254.0523446373754,2314.3886682901616,2371.9509603501583,2426.6814911195925,2478.5368595663776,2527.487028573413,2573.514369367616,2616.612722609473,2656.786482249178,2694.049707050531,2728.4252636325896,2759.944003966209,2788.643979473979,2814.5696932043443,2837.7713909718595,2858.3043918643916,2876.228458104572
R,0.0,0.28,0.5488,0.8713061372498097,1.2955383543953114,1.8695917100729473,2.649815637863665,3.7055659822101674,5.122257499650702,7.003185587294627,9.47016308759564,12.662962793281107,16.737653273217507,21.864034632658374,28.222453029142173,36.000282877043595,45.388330200525374,56.5773539529681,69.75484300288709,85.10213486521411,102.79192153903148,122.98615781020801,145.83436643313902,171.472320744237,200.0210766841321,231.58632145232292,266.2580039603391,304.11021204633994,345.2012624497009,389.57397137346175,437.25607576717965,488.2607780174606,542.5873893808337,600.2220501256331,661.1385068938832,725.2989302043707,792.654757266261,863.147547344107,936.7098388046345,1013.2659986844794,1092.7330571517336,1175.021520601247,1260.0361583344393,1347.6767588401701,1437.8388526256651,1530.4143993572716,1625.292437771278,1722.3596974160616,1821.5011717987168,1922.6006529416534,2025.541227716358,2130.205736620737,2236.477195910704,2344.239184192725,2453.3761947380285,2563.773954896677,2675.319714075636,2787.9025018038096,2901.413357442684,3015.74553311726
G,7.0,7.0,8.611453431245241,11.477111565887352,15.64687224633621,21.375189904840884,29.043574246526234,39.122853918223555,52.14545969074883,68.67762309481998,89.29015572973233,114.53022479169114,144.89718725923913,180.82449454475332,222.6681992266777,270.70146596408813,325.1139240115936,386.0145802009427,453.4371395610629,527.3468017106483,607.6478283184448,694.1913733834834,786.7832242105889,885.1912192416148,989.1521958889024,1098.3783841527286,1212.5632061103602,1331.3864721303635,1454.5189855437222,1581.6265812164097,1712.3736320242044,1846.4260621017859,1983.4539080008208,2123.133469331885,2265.149089656069,2409.1946067516283,2554.974509212413,2702.204833857295,2850.6138358007574,2999.942460365834,3149.944643389565,3300.387463931055,3451.051170977713,3601.729103477546,3752.227520915827,3902.36535970743,4051.9739288908704,4200.8965569824395,4348.98820037213,4496.11502230927,4642.153950325832,4786.992218869916,4930.526902961236,5072.664447825316,5213.3201987042385,5352.417934370657,5489.889407279982,5625.6738927756705,5759.717749307077,5891.973991221833
