series,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,48375.3,48370.4227340426,48363.5637930182,48353.925305979144,48340.39524242266,48321.43052464757,48294.90313642531,48257.903686052916,48206.502350838884,48135.47981790672,48038.06496341856,47905.75475113617,47728.34184059205,47494.31714536359,47191.80391677576,46810.05888331437,46341.32524901259,45782.53782756274,45136.273473050205,44410.569220776175,43617.69725190591,42772.37749593068,41889.99529849157,40985.21023147568,40071.08513060158,39158.68029722752,38256.98157069909,37373.02969824094,36512.149187398456,35678.21009779368,34873.884551750365,34100.878974402745,33360.1347717824,32651.99663247143,31976.350851230585,31332.73739220549,30720.439704024026,30138.556085521664,29586.055969815578,29061.824001312605,28564.694302269723,28093.476896794193,27646.97789180114,27224.014706093687,26823.427384870793,26444.086830230564,26084.90061108366,25744.8168813885,25422.826827731504,25117.965980913184
I,10.0,14.077265957403865,19.810025705214457,27.863710687854056,39.164677389309716,54.996220973255134,77.12391151765715,107.95344896863801,150.71850826518082,209.68356053613002,290.3237301814029,399.4080440492848,544.8683110694569,735.3035414123658,978.992486687208,1282.4181212136223,1648.5583058183138,2075.4610628027,2555.6885322910125,3076.9377019817607,3623.6546546934815,4179.082038293234,4727.137672668887,5253.751725871269,5747.576688675661,6200.175386955673,6605.860082527644,6961.343148383586,7265.316207355381,7518.030000371731,7720.913146385304,7876.245672022099,7986.890220880675,8056.077142521195,8087.2367523603425,8083.871271196609,8049.459257682346,7987.386135570121,7900.8953604306,7793.055700099125,7666.740943134078,7524.619073158884,7369.148552299226,7202.57985382274,7026.9607867398145,6844.144478440856,6655.799139312492,6463.4189378626525,6268.3354764906335,6071.729485189701
IH,0.4,0.7702554169671862,1.2760687397472033,1.97357943649331,2.9413696204558994,4.289232183763672,6.170127465601439,8.79626425449866,12.460299182002913,17.562473503528178,24.643844796505164,34.42424178426772,47.840726751004595,66.07795302079435,90.57644177662553,123.00074501100971,165.15095517685978,218.81242166157583,285.55965356187437,366.55256278803313,462.3726880179553,572.9361671785562,697.495080217424,834.7138363029138,982.7933678063882,1139.614488021375,1302.8781090887287,1470.2285971462718,1639.353981619029,1808.0618783471416,1974.3329616896065,2136.3552107615246,2292.5425502572075,2441.5413534864742,2582.227865395255,2713.699107609932,2835.259337376856,2946.403690733734,3046.800263088493,3136.2715689811307,3214.776071742565,3282.3902749733043,3339.2917126995503,3385.7430557435728,3422.0774612731393,3448.6852247638335,3466.0017438464033,3474.4967677646114,3474.6648812640738,3467.017155143796
IN,0.4,0.752338694486787,1.2257857218645751,1.8721303806143488,2.7636083630509405,4.000902502347726,5.7240307500454986,8.126950264889423,11.476735574970988,16.13798540424559,22.602434193891987,31.522229597504655,43.742574821215264,60.32523670777224,82.54942952205181,111.87309503856025,149.8397754837513,197.92820942307807,257.36285978769473,328.9247763590964,412.80982379607644,508.5683721568147,615.1340722892357,730.924346818581,853.9823943515166,982.1306723983112,1113.113612798855,1244.7168961736545,1374.858541444021,1501.6523072852015,1623.4467338197178,1738.8442827626066,1846.7051381418598,1946.1398025225883,2036.4939789748034,2117.328544799875,2188.396789033856,2249.6205394754575,2301.066355346415,2342.9226033427867,2375.477956367419,2399.101642546956,2414.2256146166073,2421.32869521841,2420.9226726445345,2413.5402663021887,2399.724845438148,2380.0217634954593,2354.971160014833,2325.102079243777
D,0.01,0.015033401696460225,0.024725914002636008,0.04078333040124459,0.0656178756106057,0.10263061270440393,0.1566041840800736,0.23424600921190886,0.3449338377646738,0.5017280653674123,0.7227255251841536,1.0328314506992324,1.4660090431899577,2.068013031160949,2.8995052332446623,4.039274272489156,5.587054668999876,7.665232413897957,10.418659449892822,14.012000561590153,18.624516290037974,24.4427849707041,31.65232966030401,40.42926196040162,50.93288705966639,63.29987157163272,77.64021531492632,94.03498752634657,112.53561531399752,133.16443309444765,155.91618740889155,180.76021460575606,207.6430494609778,236.4912683651575,267.214414341699,299.7078896375174,333.85573386733347,369.53323176397686,406.60931510246644,444.9487391349791,484.41402572465313,524.8671740577751,566.171146004013,608.1911374332068,650.7956495346021,693.8573757820784,737.2539209342874,780.8683685778138,824.5897133908437,868.3131736608071
R,0.0,0.07237248684956651,0.20960090097789477,0.4344901855005625,0.7794843289203445,1.2904890803667652,2.0321896573159677,3.0954044498555593,4.607172301208017,6.744434584019876,9.75230188447015,13.967901982092073,19.850537723096654,28.018110464335486,39.28822000513029,54.71988114996983,75.64865983950776,103.70524613603197,140.8068218593379,189.1137375333611,250.95106529655197,328.7031414700253,424.6955466725953,541.0805975711736,679.7395315052003,842.2092838255053,1029.636409570768,1242.7566725292165,1481.8964668691287,1746.991283107816,2037.6164189461292,2353.025645445282,2692.1942694768923,3053.863800633171,3436.58613769733,3838.76579455059,4258.699178015598,4694.610316935063,5144.682736216466,5607.087387129392,6080.006700761581,6561.654938468909,7050.295082579484,7544.252551688403,8041.926044937136,8541.795824480496,9042.429739385027,9542.48728091098,10040.721941108126,10535.982125848746
G,10.0,14.877265957403864,21.736206981806763,31.37469402086352,44.90475757734751,63.8694753524377,90.39686357470013,127.39631394709357,178.79764916112742,249.8201820932911,347.2350365814543,479.5452488638485,656.9581594079634,890.9828546364288,1193.4960832242602,1575.2411166856511,2043.9747509874323,2602.762172437284,3249.0265269498123,3974.7307792238416,4767.602748094103,5612.9225040693345,6495.304701508446,7400.089768524339,8314.214869398433,9226.619702772497,10128.318429300922,11012.270301759074,11873.150812601556,12707.089902206337,13511.415448249649,14284.421025597268,15025.165228217613,15733.303367528588,16408.949148769432,17052.562607794527,17664.860295975992,18246.743914478353,18799.24403018444,19323.475998687412,19820.605697730294,20291.823103205825,20738.322108198878,21161.28529390633,21561.872615129225,21941.213169769453,22300.399388916358,22640.48311861152,22962.473172268514,23267.334019086833
H,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096,24187.351431758096
beta,9.754531914807728,9.754531914807728,9.745688748074668,9.733279621627922,9.715895078241847,9.691595968768185,9.657740438688728,9.610779040463504,9.546036555810332,9.457527539839255,9.337898851520025,9.17865387230356,8.970866497177779,8.706577260421895,8.380882116957988,7.994312575741276,7.5545908984927985,7.0766469136552725,6.580356405379978,6.086669357256133,5.613732162963602,5.174461391074571,4.7760197772448265,4.420694759216015,4.1073582898331225,3.8328812677501434,3.593214152188202,3.384092415664667,3.2014387326134193,3.0415578432905677,2.901204994554681,2.7775846399832482,2.668315019614055,2.57137928475216,2.4850742945539137,2.407962541361061,2.338829477114642,2.2766468242140907,2.2205416239056985,2.169770417894368,2.1236978502040618,2.0817789903400024,2.043544746911628,2.0085898271045344,1.9765627839256397,1.9471577719886168,1.9201077008953868,1.895178532703313,1.8721645174129364,1.8508841991718197
