series,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,162158.5055063172,162147.3507182013,162136.7152871471,162124.8173739633,162110.249965555,162091.666707313,162067.59206863254,162036.29497450107,161995.70040425018,161943.3328806022,161876.29732830136,161791.30856554196,161684.7799908633,161552.97369726654,161392.19938569624,161199.03329622868,160970.5190568484,160704.3159447444,160398.77561384914,160052.94807962357,159666.5327511239,159239.7962313,158773.47673153266,158268.68921264264,157726.83927032244,157149.54911185263,156538.59607023475,155895.86261816008,155223.29627134855,154522.87769543254,153796.59548417813,153046.42630890562,152274.31937544487,151482.18433500885,150671.88197009868,149845.21711697106,149003.9333970159,148149.7094161126,147284.15615872963,146408.8153564548,145525.15865218063,144634.5874139544,143738.43307855152,142837.95792567678,141934.3562005065,141028.75551593714,140122.21847707848,139215.74447973553,138310.27164226002,137406.6788365267,136505.7877891399,135608.36522849082,134715.1250571127,133826.73053203814,132943.796438645,132066.89124585994,131196.53923263663,130333.22257738492,129477.38340354644,128629.4257758197,127789.71764266766,126958.59272171474,126136.35232548049,125323.26712562065,124519.57885446839,123725.50194320208,122941.22509642248,122166.9128033106,121402.70678586724,120648.72738501285,119905.07488555847,119171.83078125102,118449.05898125417
E,0.0,11.15478811587843,20.67474035850531,30.50517950642851,42.022069964085446,56.403121209685864,74.837447769178,98.65079712373785,129.38028766226853,168.8097825440284,218.96435659044565,282.0566836907955,360.37959000037233,456.14792459708787,571.3074437076878,707.3427888044765,865.1227493043214,1044.8135864778874,1245.8725587253593,1467.1128370783745,1706.8168818702213,1962.8717135071086,2232.90404192372,2514.4011566213576,2804.810983279435,3101.620043421301,3402.411080697056,3704.9034247020154,4006.979429043359,4306.700062055026,4602.312267103936,4892.2502156660485,5175.132127560181,5449.75395524019,5715.08092462633,5970.2376852913,6214.497636717317,6447.271853948887,6668.097925936964,6876.628935618087,7072.622746330453,7255.931709923635,7426.4928743341625,7584.318739775479,7729.488590968195,7862.140416440726,7982.463413655311,8090.691069632743,8187.09480014498,8271.978125863801,8345.671360664222,8408.52678524688,8460.91427810031,8503.217375364815,8535.829731221493,8559.151950884392,8573.588769019267,8579.54654736905,8577.431066470625,8567.6455875503,8550.58916194731,8526.655166705503,8496.2300462692,8459.69224150211,8417.41128850416,8369.747070920053,8317.049210607653,8259.656582658776,8197.896941836254,8132.0866485070055,8062.530483110691,7989.5215391070715,7913.3411851932115
I,7.0,6.72,7.566678811587843,9.33148569497486,12.008744217818718,15.730601445514512,20.741689508662517,27.395766705233818,36.16501574939825,47.656443885649175,62.63116438462605,82.02235346828557,106.94712769863371,138.7072015907256,178.77370598680534,228.7535021181019,290.33764091382545,365.2364102077046,455.10831244718514,561.4912358218337,685.7428700967978,828.994843479948,992.1222210914609,1175.7277364401746,1380.1387426447034,1605.4142912668588,1851.3597239583146,2117.5464430696875,2403.3349278171017,2707.8994736087534,3030.253500869906,3369.2745875455034,3723.728625610288,4092.2926933418944,4473.576381132238,4866.141418349581,5268.5195301447275,5679.22851261067,6096.786557501132,6519.724887794783,6946.598785844801,7375.997109044054,7806.550395674655,8236.937667281085,8665.892034567389,9092.205212281513,9514.731045434324,9932.388144982482,10344.161726146458,10749.104737115098,11146.338360216874,11535.051961874622,11914.502561924326,12284.013887257384,12642.975069303571,12990.839039653578,13327.120673155874,13651.394723131565,13963.293588943208,14262.504952032543,14548.76931270627,14821.87745639275,15081.667874807592,15328.024164442208,15560.87242201473,15780.178653984558,15985.946214917181,16178.213287381259,16357.050414151887,16522.558091769435,16674.864432949358,16814.122903942454,16940.510141695464
R,0.0,0.28,0.5488,0.8514671524635137,1.224726580262508,1.7050763489752567,2.3343004067958373,3.163967987142338,4.259798655351691,5.706399285327621,7.6126570407535885,10.11790361613863,13.398797754870053,17.6766828628154,23.224970926444424,30.37591916591664,39.526059250640714,51.13956488719373,65.7490212955019,83.95335379338931,106.41300322626266,133.84271803013456,167.0025117693325,206.68740061299093,253.7165100705979,308.92205977638605,373.13863142706043,447.193020385393,531.8948781081805,628.0282752208645,736.3442541652147,857.554394200011,992.325377701831,1141.2745227262426,1304.9662304599183,1483.9092857052078,1678.554942439191,1889.2957236449802,2116.464864149407,2360.336326449452,2621.125321961243,2898.989273395035,3194.0291577567973,3506.2911735837833,3835.768680275027,4182.404361657722,4546.092570148982,4926.681811966355,5323.977337765654,5737.7438068115125,6167.707996296116,6613.561530704791,7074.963609179776,7551.543711656748,8042.904267147043,8548.623269919186,9068.256831505329,9601.341658431564,10147.397447356827,10705.929190914556,11276.429388995857,11858.380161504108,12451.255259759819,13054.521974752122,13667.64294132981,14290.0778382104,14921.284984369782,15560.722832966469,16207.85136446172,16862.133381027794,17523.03570469857,18190.030282016545,18862.595198174244
G,7.0,7.0,8.115478811587844,10.182952847438376,13.233470798081227,17.43567779448977,23.075989915458358,30.559734692376157,40.42481440474994,53.36284317097679,70.24382142537962,92.14025708442419,120.34592545350375,156.383884453541,201.99867691324977,259.1294212840186,329.86370016446625,416.3759750948984,520.8573337426872,645.4445896152231,792.1558733230605,962.8375615100827,1159.1247328607935,1382.4151370531656,1633.8552527153015,1914.336351043245,2224.4983553853754,2564.739463455081,2935.2298059252826,3335.9277488296184,3766.597755035121,4226.828981745514,4716.054003312119,5233.567216068137,5778.542611592156,6350.050704054789,6947.0744725839195,7568.524236255651,8213.25142165054,8880.061214244237,9567.724107806045,10274.98638243909,11000.579553431455,11743.228840864871,12501.66071484242,13274.609573939239,14060.823615583311,14859.069956948842,15668.139063912116,16486.848543926615,17314.046356512994,18148.613492579418,18989.466171104104,19835.557598914136,20685.879336450616,21539.462309572766,22395.377504661206,23252.736381563132,24110.69103630004,24968.434142947102,25825.19870170213,26680.257617896863,27532.923134567412,28382.54613919433,29228.515363344544,30070.25649219496,30907.231199286965,31738.93612034773,32564.90177861361,33384.69147279723,34197.900137647935,35004.153185959,35803.10533986971
