beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
10.775880190533881,0.2,0.1,0.04,0.04,0.04,0.45057560656049,0.026029614054227525,0.058108550697491004,3.5514868966228965,0.05,0.8,0.43186761537270263,1.3318250608709061,0.4308315223374987,0.9411907318948848,0.8489381019817246,0.8300477905866332
