beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
0.5746661599567654,0.2001346179024098,0.7203964950632249,0.1900686003285802,0.1999998901437875,0.04000000002859511,0.49999983794834235,0.005143985389232939,0.11942275986645423,0.9499912508321212,0.03473694828869907,0.8557141681183669,8.954004879649018e-06,0.9900000000000002,0.00021147734818330107,0.0030609572253081896,0.003190962367435108,0.9997172360420027,0.99897534375708,2021-03-17,2021-04-20
