series,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,19848.285548158776,19840.09743540409,19832.54839983532,19824.18723051356,19814.103453498366,19801.598077475097,19786.062092053195,19766.941221107812,19743.739242939515,19716.035630243416,19683.503288220967,19645.918779151558,19603.16276937179,19555.212150065545,19502.126957800243,19444.035223392002,19381.11802832703,19313.596057418465,19241.71816649608,19165.752010819746,19085.976544178688,19002.67611268768,18916.135860935265,18826.638196997945,18734.460102786856,18639.871115789454,18543.131842981627,18444.492896379033,18344.19416270359,18242.46433780643,18139.52067073587,18035.568873497687,17930.803161311516,17825.406395065616,17719.550303134347,17613.39576407224,17507.093135182226,17400.78261476225,17294.59462810783,17188.650229199233,17083.061511516058,16977.932022665624,16873.35717853656,16769.424673536407,16666.214884173954,16563.801263829802,16462.25072704259,16361.62402204061,16261.976090582726,16163.35641444967,16065.809348156607,15969.374437647295,15874.086724886229,15779.977038392642,15687.07226986397,15595.395637119755,15504.96693366345,15415.802765211569,15327.916773579582,15241.319848343708,15156.020326718894,15072.024182107309,14989.33520177973,14907.955154155243,14827.883946143671,14749.11977101078
E,0.0,8.18811275468555,14.653774660118803,21.07609506626929,28.3712824509894,37.12283862303384,47.74708102458692,60.550509644344956,75.741016864956,93.42329432001569,113.59474932965149,136.14947517494502,160.8914736554902,187.5544543523718,215.82421449366717,245.36012939882875,275.81359195444026,306.84251611741627,338.121906418932,369.3509682877536,400.2574069170248,430.5995626487148,460.1669514721549,488.7796751429258,516.2870640168005,542.5658280560102,567.5179203064808,591.0682614203204,613.1624311328392,633.7644004250263,652.8543540998362,670.4266357622926,686.4878342042613,701.0550207823427,714.1541406465305,725.8185559497135,736.0877359317315,745.0060866407689,752.6219117389896,758.9864951199265,764.153295777863,768.1772453906851,771.1141393147052,773.0201120733157,773.951188899257,773.9629054243663,773.1099881727115,771.4460890824588,769.0235678440262,765.8933163867612,762.1046203666608,757.7050529991058,752.7403970406788,747.2545911517312,741.2896972663061,734.8858859589071,728.0814371295139,720.9127536306078,713.414385734447,705.6190645871818,697.5577430204415,689.2596422925997,680.7523035127942,672.0616426626884,663.2120082755384,654.2262409609511
I,6.0,5.76,6.612973663340858,8.287303632415986,10.744401117592897,14.068444924114104,18.417450147497355,23.998194467222355,31.049737636220623,39.829083371812985,50.59680704975414,63.602717991880944,79.07262057142846,97.19735435793382,118.12489230762463,141.9557161183996,168.7412199830243,198.48461792929103,231.143733832989,266.63507828718394,304.83870316748335,345.6034308001,388.7521564970732,434.08701050373753,481.39423542080124,530.4486889621602,581.0179219610304,632.8658105713431,685.755742111414,739.4533680319308,793.7289467064031,848.359304413874,903.1294459815214,957.8338478100803,1012.277465964757,1066.2764910850922,1119.6588803496854,1172.264694846637,1223.9462686089716,1274.568233392273,1324.0074210818186,1372.1526634761583,1418.9045071421535,1464.1748590980092,1507.8865772706006,1549.973017998821,1590.3775513177386,1629.0530533572592,1665.9613839192857,1701.0728561528354,1734.3657042198863,1765.8255539279567,1795.4449004903315,1823.222596853252,1849.1633553932195,1873.2772652291037,1895.579326905636,1916.089005780198,1934.8298050771377,1951.8288592571905,1967.1165480784573,1980.7261314947457,1992.6934053423397,2003.0563776032398,2011.8549648978312,2019.130708749396
R,0.0,0.24,0.4704,0.7349189465336343,1.0664110918302738,1.4961871365339898,2.058924933498554,2.7956229393984486,3.755550718087343,4.997540223536168,6.590703558408688,8.614575840398853,11.158684560074091,14.32158938293123,18.209483557248582,22.93447924955357,28.612707894289553,35.36235669361052,43.301741410782164,52.547490764101724,63.21289389558908,75.40644202228842,89.23057925429242,104.78066551417535,122.14414593432485,141.3999153511569,162.6178629096433,185.8585797880845,211.17321221093823,238.60344189539478,268.18157661667203,299.93073448492817,333.86510666148314,369.990284500744,408.3036384131472,448.7947370517375,491.4457966951412,536.2321519091287,583.1227397029942,632.0805904473531,683.063319783044,736.0236166263168,790.9097231653631,847.6659034510492,906.2328978149695,966.5483609057935,1028.5472816257463,1092.1623836784559,1157.3245058127463,1223.9629611695177,1292.0058754156312,1361.3805035844266,1432.013525741545,1503.8313217611583,1576.7602256352884,1650.7267598510173,1725.6578504601814,1801.4810235364068,1878.1245837676147,1955.5177759707003,2033.590930340988,2112.2755922641263,2191.5046375239162,2271.21237373761,2351.3346288417397,2431.808827437653
G,6.0,6.0,7.083373663340859,9.02222257894962,11.810812209423172,15.564632060648094,20.47637508099591,26.793817406620803,34.80528835430796,44.82662359534915,57.187510608162825,72.2172938322798,90.23130513150255,111.51894374086504,136.3343758648732,164.89019536795317,197.35392787731385,233.84697462290154,274.44547524377117,319.18256905128567,368.05159706307245,421.00987282238845,477.9827357513656,538.8676760179129,603.5383813551261,671.8486043133172,743.6357848706738,818.7243903594277,896.9289543223523,978.0568099273257,1061.9105233230753,1148.2900388988023,1236.9945526430047,1327.8241323108246,1420.5811043779045,1515.07122813683,1611.104677044827,1708.4968467557658,1807.069008311966,1906.6488238396262,2007.0707408648627,2108.176280102475,2209.814230307517,2311.8407625490586,2414.1194750855702,2516.5213789046147,2618.924832943485,2721.215437035715,2823.285889732032,2925.035817322353,3026.3715796355173,3127.2060575123833,3227.4584262318763,3327.05391861441,3425.9235810285077,3524.0040250801208,3621.2371773658174,3717.570029316605,3812.9543888447524,3907.3466352278906,4000.707478419445,4093.001723758872,4184.1980428662555,4274.268751340849,4363.18959373957,4450.939536187048
