series,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,4735.921730628426,4727.654187984565,4717.950202859972,4706.570055524908,4693.23777309607,4677.637079526308,4659.407462881574,4638.140642521469,4613.377833328441,4584.608344123778,4551.270210232631,4512.753736840794,4468.409001497764,4417.558498094458,4359.516150324794,4293.613809834628,4219.235996194657,4135.862941175568,4043.120897989869,3940.837158355196,3829.095392272688,3708.285058273417,3579.1371812394623,3442.7383519539394,3300.515945794108,3154.1906129050813,3005.6968707467095,2857.078285976821,2710.3688757288323,2567.4754720636465,2430.0758266047424,2299.5440787391685,2176.9097990395285,2062.8507391582257,1957.7142770096839,1861.5593929602014,1774.2101028667685,1695.312187953593
I,22.0,25.867542643860794,30.39801923968234,35.698562726810245,41.89113261028605,49.11359965798992,57.520496371125624,67.28321745700558,78.58938315863296,91.64099573156909,106.65093047640184,123.8372177729591,143.41450956139715,165.58211105242407,190.5080366116032,218.30876977944777,249.02482946352998,282.5929185899122,318.8163780576291,357.3368420807761,397.61123974712905,438.8993257969747,480.2673376715345,520.6126994227506,558.7125656980315,593.2953854474521,623.1300505163334,647.1226251829551,664.4075103943528,674.4194119806682,676.9351750434384,672.0798879003248,660.2981900198998,642.2976118972229,618.9745516663202,591.3345253825386,560.4169103994639,527.2314432327466
R,0.0,4.4,9.573508528772159,15.653112376708627,22.792824922070675,31.171051444127883,40.99377137572587,52.497870649951,65.95451414135212,81.67239077307872,100.00058991939254,121.3307760146729,146.09821956926473,174.78112148154418,207.897543692029,245.99915101434962,289.6609049702392,339.46587086294517,395.9844545809276,459.74773019245345,531.2150986086086,610.7373465580345,698.5172117174294,794.5706792517364,898.6932191362864,1010.4357322758927,1129.094809365383,1253.7208194686498,1383.1453445052407,1516.0268465841114,1650.910728980245,1786.2977639889327,1920.7137415689976,2052.773379572978,2181.2329019524223,2305.027812285686,2423.2947173621938,2535.3780994420868
G,22.0,30.267542643860793,39.9715277684545,51.35167510351887,64.68395753235673,80.28465110211782,98.51426774685152,119.7810881069566,144.5438972999851,173.31338650464784,206.65152039579442,245.16799378763204,289.5127291306619,340.36323253396824,398.4055803036322,464.3079207937974,538.6857344337692,622.0587894528575,714.8008326385568,817.0845722732297,928.8263383557379,1049.6366723550093,1178.784549388964,1315.183378674487,1457.4057848343182,1603.731117723345,1752.2248598817168,1900.8434446516053,2047.552854899594,2190.44625856478,2327.845904023684,2458.377651889258,2581.011931588898,2695.0709914702006,2800.2074536187424,2896.362337668225,2983.711627761658,3062.6095426748334
