beta,betaEI,gamma,eta,theta,Geo,c1,RMSE,R2
72.71739926884496,0.280218222084233,0.05807476064903737,0.03287524759627387,1.0,0.98,0.9700000000000001,341.601198996181,0.9994100831792588
