series,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,32020.333284024313,32018.100592082807,32015.976276682144,32013.59905352535,32010.820527306914,32007.539585473918,32003.656434990466,31999.0582616933,31993.612957809404,31987.164562599126,31979.52864191471,31970.487042813857,31959.781768112287,31947.107781992327,31932.104557497645,31914.346157077292,31893.329611241366,31868.461331985287,31839.04126916628,31804.24449186618,31763.09985632016,31714.46541216671,31657.00020672006,31589.13218281599,31509.021943647367,31414.52229716041,31303.133718815705,31171.956218533192,31017.638608254587,30836.326893201553,30623.61451359169,30374.49850992205,30083.34743519338,29743.889031489383,29349.22831568103,28891.90967368606,28364.039578059565,27757.489107664638,27064.196707546624,26276.590306589398,25388.142299268482,24394.058992062754,23292.08603774578,22083.382201067176,20773.376794625983,19372.486299263193,17896.532961008135,16366.697153548193,14808.862359967203,13252.288359114345,11727.672547739743,10264.808279849336,8890.17918479814,7624.888671305623,6483.279030482821,5472.447268572258,4592.660696027536,3838.484535684173,3200.31762300128,2666.0154608544535,2222.3455823782438,1856.1264642013825,1555.0054397005404,1307.906458881202,1105.2178611083405,938.7998484866699,801.8825250439928,688.9087541283603,595.3587620728538,517.5789300641619,452.62662820153463,398.13596850736826,352.2051817851054
E,0.0,2.2326919415060544,3.2406613714142765,3.997553842500045,4.777303139685811,5.669593402837395,6.717947184872355,7.957146889601352,9.423877328694317,11.160333874623639,13.216087621728837,15.649642911717496,18.530096157428773,21.939034198673383,25.9727415940198,30.74477121736113,36.388931444606136,43.06274497838112,50.95143530819775,60.27249495419781,71.28088302311775,84.2748856650075,99.60264827915861,117.66934804364982,138.94491319044792,163.9721030821806,193.3746298857938,227.86481522541035,268.2500178913117,315.43672399869024,370.4307416092105,434.33137447424446,508.31676196579406,593.6167846868951,691.4691081518004,803.0531960708711,929.3966936619319,1071.2488172258916,1228.9168087309588,1402.0648053227033,1589.480409982269,1788.8235121968632,1996.384710415407,2206.896191886307,2413.4535023843446,2607.6172465549607,2779.7619615325375,2919.7167882262097,3017.693187694096,3065.4205946999055,3057.326108724555,2991.527322252685,2870.392756177537,2700.486891581286,2491.8530866134442,2256.758305217286,2008.1657251533652,1758.2590229200455,1517.2964241429158,1292.9503742182844,1090.1450655853519,911.2916509695373,756.7668499856109,625.4824058121437,515.4298006789335,424.13291296113727,348.9837799232457,287.4656608772553,237.28282249413417,196.42124325575898,163.16292349050678,136.07212143941973,113.96684744197269
I,7.0,6.66067918290554,7.454152710408914,8.713147797767075,10.289560086130937,12.179431379406914,14.423837422624716,17.083624115077654,20.234079089355077,23.96518286088025,28.383651879596066,33.61581512647345,39.81113003147344,47.14635737136877,55.83048296980828,66.1105044668048,78.27822287631348,92.67819852046041,109.71705071696451,129.8742998998527,153.7149682967246,181.90416857369868,215.2239155328716,254.5923889757533,301.0858490756806,355.96334905319895,420.69428995765895,496.9887005840692,586.8298779155028,692.5086591940543,816.6580777530114,962.2864362390533,1132.8058635013824,1332.0521571681816,1564.290117171237,1834.1966425712324,2146.811654396784,2507.444589125203,2921.5221196237135,3394.361485019156,3930.8542430218413,4535.048637495634,5209.62662084576,5955.285438661687,6770.05463159378,7648.607030019304,8581.653998002415,9555.544429250953,10552.203517147507,11549.538351053765,12522.391678354665,13444.039278963202,14288.111169634143,15030.69989674909,15652.339146758803,16139.527903105838,16485.55308491438,16690.508612772883,16760.57569277459,16706.765013553788,16543.3897498909,16286.531350191417,15952.697300621687,15557.783256627701,15116.37021284557,14641.328100024304,14143.664925897969,13632.551110235883,13115.454171844905,12598.331779355492,12085.845796212227,11581.57310497914,11088.199330095886
R,0.0,0.3393208170944604,0.6621932603441133,1.0235288586930902,1.4458934915792505,1.9446737681461785,2.5350644263470734,3.2342513263303125,4.062369796853567,5.0432046896755525,6.204902608271559,7.580783172258595,9.21028972311735,11.140110461936404,13.425501962833588,16.131851262846972,19.336518462018855,23.131008540174992,27.623528832861453,32.94199730407213,39.23757638429913,46.68881761888394,55.50651349221478,65.93936418891236,78.28057811080998,92.8755347285156,110.1306453651459,130.52354968163257,154.61477996290407,183.06100763000848,216.62995107039643,256.21696338895975,302.86322336375287,357.7753106798507,422.34574302024294,498.1737716961477,587.0853579060315,691.1507700085782,812.6976481230136,954.3166870930504,1118.8563317517169,1309.4021422690594,1529.2359150173647,1781.7694524091412,2070.448355420202,2398.62270818685,2769.384363481219,3185.374912998951,3648.574219215501,4160.085979156292,4719.942949205344,5326.958402959083,5978.650173414485,6671.257824388305,7399.862020169237,8158.599807128924,8940.953777929026,9740.081112647204,10549.143544105522,11361.602435397783,12171.452886169813,12973.38381866197,13762.86369371647,14536.161162703262,15290.315409391465,16023.072422552197,16732.802053159103,17418.40775878281,18079.237527612415,18715.001331348896,19325.69793612004,19911.55208909838,20472.961924701343
G,7.0,7.0,8.116345970753027,9.736676656460165,11.735453577710189,14.124105147553095,16.95890184897179,20.31787544140797,24.296448886208648,29.008387550555806,34.588554487867626,41.19659829873204,49.02141975459079,58.286467833305174,69.25598493264187,82.24235572965176,97.61474133833232,115.80920706063539,137.34057954982595,162.81629720392482,192.9525446810237,228.5929861925826,270.7304290250863,320.53175316466564,379.36642718649057,448.8388837817145,530.8249353228048,627.5122502657017,741.4446578784069,875.5696668240628,1033.2880288234078,1218.503399628013,1435.6690868651353,1689.8274678480325,1986.63586019148,2332.3704142673805,2733.897012302816,3198.595359133782,3734.219767746728,4348.678172112207,5049.710574773559,5844.450779764693,6738.862535863124,7737.054891070828,8840.50298701398,10047.229738206153,11351.038361483634,12740.919342249903,14200.777736363008,15709.624330210056,17242.33462756001,18770.997681922287,20266.76134304863,21701.957721137398,23052.20116692804,24298.127710234763,25426.506862843406,26430.58972542009,27309.71923688011,28068.36744895157,28714.84263606071,29259.91516885339,29715.560994338157,30093.94441933096,30406.685622237033,30664.4005225765,30876.46697905707,31050.958869018694,31194.691699457322,31313.33311070439,31411.54373233227,31493.125194077522,31561.161254797233
