series,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,17889.320374790244,17886.129709157187,17882.305315477806,17877.721757655843,17872.22896146499,17865.647458102827,17857.762745822572,17848.318622144365,17837.009321730508,17823.470279093606,17807.26732317983,17787.88410601194,17764.70757513361,17737.011326983713,17703.93673598473,17664.47185638431,17617.42825988817,17561.41622659871,17494.819080325444,17415.767987549123,17322.11925969613,17211.43714340845,17080.986267725908,16927.73931546582,16748.40700109435,16539.498854577607,16297.424246929748,16018.642952202536,15699.872506828864,15338.354748193642,14932.17533878615
I,8.0,9.590665633056881,11.49692618582519,13.78109877062347,16.517675207351605,19.79564352804365,23.721227102690495,28.421105360359647,34.04618470214548,40.7759903986174,48.82374823267052,58.442215754023096,69.9303034815523,83.64049093513668,99.98698374708955,119.45446659809218,142.6071697746143,170.09776910914835,202.67536156058662,241.19138202478845,286.6018334728236,339.9635830659376,402.4217421352913,475.1843459683198,559.4797911461238,656.491979433643,767.2681911947731,892.5958476830303,1032.847123520096,1187.7954574512983,1356.4157753685306
R,0.0,1.6,3.5181331266113762,5.817518363776415,8.57373811790111,11.87727315937143,15.83640186498016,20.58064728551826,26.26486835759019,33.07410529801928,41.22930337774277,50.99405302427687,62.682496175081496,76.66855687139196,93.3966550584193,113.39405180783722,137.28494512745564,165.8063790823785,199.82593290420817,240.3610052163255,288.5992816212832,345.9196483158479,413.91236492903545,494.3967133560937,589.4335825497576,701.3295407789824,832.627936665711,986.0815749046656,1164.6007444412717,1371.1701691452909,1608.7292606355504
G,8.0,11.19066563305688,15.015059312436566,19.598617134399884,25.09141332525271,31.67291668741508,39.55762896767065,49.0017526458779,60.31105305973566,73.85009569663669,90.05305161041329,109.43626877829998,132.6127996566338,160.30904780652864,193.38363880550884,232.84851840592938,279.89211490207,335.9041481915269,402.5012944647948,481.55238724111393,575.2011150941069,685.8832313817855,816.3341070643269,969.5810593244137,1148.9133736958818,1357.8215202126257,1599.8961278604843,1878.6774225876961,2197.4478679613676,2558.965626596589,2965.1450360040812
