beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
24.898978444509076,0.2659721064295209,0.25543120230661165,0.04467641049854605,0.1785598933398252,0.04001683649652234,0.16378718080254212,0.015321046616595524,0.16719955456160326,0.021242094291634695,0.05926937602628387,0.8010621398434095,0.007299552684280238,0.8600000000000001,0.0005942868266245713,0.002318480338550423,0.005842521623291256,0.9997642673911538,0.9994922382031225,2021-03-19,2021-04-20
