series,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19
S,113535.3095717969,113532.68334607179,113529.72845062181,113526.40378800395,113522.66313126078,113518.45448618401,113513.71937495477,113508.39203164454,113502.39849895684,113495.65561436991,113488.0698724979,113479.53614901325,113469.93626986018,113459.13740773233,113446.99028588427,113433.32716729738,113417.95960503018,113400.67592726508,113381.23842813696,113359.38023292815,113334.80180368673,113307.16704883914,113276.0989980166,113241.17500122573,113201.92140983147,113157.807695806,113108.23996560898,113052.55382626441,112990.006564138,112919.768602166,112840.91420954031,112752.41144997631,112653.1113717158,112541.73646558712,112416.86844821542,112276.9354675284,112120.19887893384,111944.73980503305,111748.44577166635,111528.99781063305,111283.8585365426,111010.26184336923,110705.20502589249,110365.4443112738,109987.49498322901,109567.63748906006,109101.93112730587,108586.23710448026,108016.25289997672,107387.55995761574,106695.68669108991,105936.18860163966,105104.74690709067,104197.28641834427,103210.11242543085,102140.0650404115,100984.68778992223,99742.40530411195,98412.70282159602,96996.29810562346,95495.29450333882,93913.30259663989,92255.51753474967,90528.7400212156,88741.33126695227,86903.09605533506,85025.09319790319,83119.37863304795,81198.692551115,79276.10740061483,77364.65763558123,75476.97397126931,73624.94440570562,71819.42140916403,70069.9899314572,68384.80495737291,66770.50110784099,65232.1710478362,63773.40484622109,62396.37929744828,61101.98464328186,59889.97597582598,58759.13755942716,57707.450009858345,56732.25235289106,55830.39314630239,54998.36686667382,54232.433497209204,53528.72064159172,52883.30852426552,52292.29894921932,51751.86972731463,51258.316303629814,50808.082376879494,50397.78125187557,50024.20954359462,49684.35468894137,49375.397542608625,49094.7111523186,48839.85663636226,48608.57692867356,48398.78901658776,48208.57517476433,48036.17359500074,47879.96872452619,47738.481553140955,47610.36003040443,47494.36974613446
I,7.0,7.8762257251140415,8.862064743814198,9.971211175715998,11.21906512495681,12.622943920481003,14.20231916960456,15.979082687431735,17.977844703274297,20.22626811438454,22.75544295780493,25.600305703009482,28.800108430326794,32.39894345059765,36.44632943599987,40.99786566389577,46.11596151513037,51.87064890144791,58.34048580420108,65.61355956196621,73.78859891288818,82.97620403226048,93.3002038467282,104.89914967592627,117.92795365120148,132.559679263874,148.9874896449157,167.4267565782651,188.1173295601097,211.32595914208426,237.34886198226715,266.5144060507049,299.18588279854026,335.7643182275898,376.691256042394,422.4514227188124,473.5751556336677,530.6404406260383,594.2743638362368,665.1537339104701,744.0045745233097,831.600124065855,928.7569105261316,1036.3283975132981,1155.1956261797527,1286.2542138037766,1430.3970221070122,1588.491789405869,1761.353046557941,1949.7077272794395,2154.1540619854145,2375.1136359393095,2612.776921503474,2867.043179873992,3137.456377818919,3423.139668383541,3722.7320017769234,4034.331487142973,4355.451097873169,4682.993039377439,5013.248381817711,5341.928193062228,5664.231206686885,5974.950918549235,6268.621943175269,6539.701668998664,6782.779109180866,6992.798896740885,7165.285254488609,7296.549091366638,7383.861583558575,7425.579851980854,7421.214454549329,7371.433837453596,7278.00685579703,7143.690115932059,6972.071436480964,6767.38363736551,6534.303929639238,6277.75349600224,6002.709776168099,5714.040999581953,5416.369166085291,5113.964424132785,4810.670975066876,4509.862437888829,4214.423108045192,3926.750700498511,3648.7758809913685,3381.9940280697206,3127.505096098488,2886.058043978558,2658.0969566687368,2443.8066442518734,2243.1561081928303,2055.938789425569,1881.8089467224227,1720.3138563745606,1570.9217825709406,1433.0458528845509,1306.0640973521117,1189.3359850998836,1082.2158306483436,984.0634527498468,894.252460036942,812.1765164129421,737.2539100462322,668.9307168046493
R,0.0,1.75,3.7190564312785104,5.93457261723206,8.42737541116106,11.232141692400262,14.387877672520514,17.938457464921655,21.93322813677959,26.427689312598165,31.4842563411943,37.17311708064553,43.5731935063979,50.773220613979596,58.87295647662901,67.98453883562897,78.23400525160291,89.7629956303855,102.73065785574748,117.31577930679775,133.71916919728932,152.16631892551135,172.91036993357648,196.23542089525853,222.4602083142401,251.94219672704048,285.08211654300896,322.3289889542379,364.18567809880415,411.2150104888316,464.04650027435264,523.3837157699194,590.0123172825956,664.8087879822307,748.7498675391281,842.9226815497266,948.5355372294297,1066.9293261378466,1199.5894362943561,1348.1580272534154,1514.4464607310329,1700.4476043618602,1908.347635378324,2140.536863009857,2399.6189623881814,2688.4178689331197,3009.981422384064,3367.580677910817,3764.7036252622843,4205.041886901769,4692.468818721629,5231.007334217982,5824.7857432028095,6477.979973578678,7194.740768547176,7979.104863001906,8834.88978009779,9765.572780542021,10774.155652327765,11863.018426796058,13033.766686640418,14287.078782094846,15622.560830360404,17038.618632032125,18532.356361669434,20099.51184746325,21734.437264712917,23430.132042008132,25178.331766193354,26969.653079815507,28793.790352657168,30639.755748546813,32496.150711542028,34351.45432517936,36194.31278454276,38013.814498492015,39799.73702747503,41542.75488659527,43234.60079593665,44868.17677834646,46437.61515234702,47938.292596389045,49366.80284628453,50720.895137805855,51999.38624383905,53202.05398760577,54329.519597077975,55383.12537408927,56364.8130492139,57277.007019461744,58122.50552647917,58904.3818005038,59625.896311498436,60290.42055066562,60901.37221172859,61462.1612387768,61976.14593613319,62446.59817281379,62876.67663690743,63269.40708255017,63627.66854577131,63954.18457010934,64251.518566384315,64522.0725240464,64768.08838723386,64991.6515022431,65194.69563134633,65379.00910885789
G,7.0,9.626225725114042,12.581121175092708,15.905783792948059,19.64644053611787,23.855085612881265,28.590196842125074,33.91754015235339,39.91107284005388,46.6539574269827,54.23969929899923,62.77342278365501,72.37330193672469,83.17216406457725,95.31928591262889,108.98240449952476,124.3499667667333,141.63364453183343,161.07114365994858,182.92933886876398,207.5077681101775,235.14252295777186,266.2105737803047,301.1345705711848,340.38816196544155,384.5018759909144,434.06960618792465,489.75574553250294,552.3030076589139,622.5409696309158,701.3953622566198,789.8981218206243,889.1982000811358,1000.5731062098205,1125.441123581522,1265.374104268539,1422.1106928630975,1597.5697667638851,1793.8638001305933,2013.3117611638859,2258.451035254343,2532.047728427716,2837.1045459044562,3176.8652605231555,3554.8145885679346,3974.6720827368968,4440.378444491076,4956.072467316686,5526.056671820225,6154.749614181209,6846.622880707044,7606.1209701572925,8437.562664706284,9345.02315345267,10332.197146366096,11402.244531385448,12557.621781874715,13799.904267684995,15129.606750200934,16546.0114661735,18047.01506845813,19629.006975157077,21286.792037047293,23013.569550581364,24800.978304844706,26639.213516461918,28517.216373893785,30422.93093874902,32343.617020681966,34266.20217118215,36177.65193621575,38065.33560052767,39917.36516609136,41722.88816263296,43472.319640339796,45157.504614424084,46771.808463956004,48310.13852396079,49768.9047255759,51145.93027434871,52440.32492851513,53652.33359597101,54783.17201236983,55834.85956193865,56810.05721890593,57711.9164254946,58543.94270512317,59309.87607458779,60013.588930205275,60659.00104753147,61250.01062257767,61790.43984448236,62283.99326816718,62734.2271949175,63144.528319921425,63518.100028202374,63857.95488285562,64166.91202918837,64447.59841947839,64702.45293543473,64933.73264312343,65143.52055520923,65333.73439703266,65506.13597679625,65662.34084727081,65803.82801865604,65931.94954139258,66047.93982566256
