series,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,27117.142912009567,27114.881641041502,27112.050191120263,27108.504973110135,27104.06634058314,27098.509593811967,27091.55377256873,27082.847713158175,27071.952731544137,27058.32116267485,27041.26983733046,27019.94741651359,26993.29433983723,26959.993998243786,26918.413647456928,26866.533594764365,26801.863410705053,26721.344481768723,26621.239342299188,26497.010205057126,26343.192356673448,26153.2731021035,25919.59428061016,25633.306471669082,25284.41585289651,24861.979203609935,24354.515722874738,23750.70995608172,23040.467949392398,22216.345020815814,21275.275022865375,20220.39462898679,19062.594129483674,17821.299042798917,16523.98857615797,15204.173254634541,13897.986396932092,12640.050103857104,11459.604593600228,10377.83310265039,9406.877797030791,8550.45871880286,7805.571634947386,7164.6064014072945,6617.352368376086,6152.593341359026,5759.2096838558045,5426.839580307644,5146.206580146516
I,5.0,6.2612709680666185,7.8404666956908,9.81759136667884,12.292705620340094,15.390911267444746,19.268550257190235,24.12089961631,30.19170130708436,37.784929914956216,47.27926927635574,59.14583623795426,73.9697456667231,92.47613812682195,115.56126128831443,144.32906172321464,180.13343343788262,224.62567568663528,279.8056800188423,348.0736812571371,432.27679338938685,535.7406892814593,662.2713729185091,816.1049072758857,1001.774544593281,1223.8562849611994,1486.5485087041561,1793.0445737563446,2144.6776656943966,2539.865061132101,2972.962046856118,3433.2500313634782,3904.400524593898,4364.815506359875,4789.162871728847,5151.145618906508,5427.103352827655,5599.618975337113,5660.140690526567,5609.884043371092,5458.8625403164715,5223.509110481109,4923.694372240361,4579.9207313323805,4211.190618097113,3833.71152149475,3460.352874699022,3100.652403307379,2761.1549228070307
R,0.0,1.0,2.252254193613324,3.8203475327514838,5.783865806087252,8.242406930155271,11.32058918364422,15.174299235082266,19.998479158344267,26.03681941976114,33.59380540275238,43.04965925802353,54.878826505614384,69.67277563895901,88.1680032643234,111.28025552198629,140.1460678666292,176.17275455420574,221.0978896915328,277.0590256953013,346.6737619467287,433.12912062460606,540.2772584808979,672.7315330645997,835.9525145197769,1036.307423438433,1281.0786804306729,1578.3883821715042,1936.997296922773,2365.9328300616526,2873.9058422880726,3468.4982516592963,4155.148257931992,4936.028362850771,5808.991464122746,6766.824038468516,7797.053162249817,8882.473832815349,10002.397627882772,11134.425765988086,12256.402574662305,13348.175082725598,14392.87690482182,15377.615779269892,16293.599925536368,17135.83804915579,17902.58035345474,18594.650928394545,19214.78140905602
G,5.0,7.2612709680666185,10.092720889304124,13.637938899430324,18.076571426427346,23.63331819760002,30.589139440834458,39.29519885139227,50.19018046542864,63.82174933471737,80.87307467910813,102.1954954959778,128.8485721723375,162.14891376578097,203.72926455263786,255.60931724520097,320.2795013045119,400.79843024084107,500.9035697103751,625.1327069524383,778.9505553361155,968.8698099060653,1202.548631399407,1488.8364403404853,1837.7270591130577,2260.1637083996325,2767.627189134829,3371.432955927849,4081.67496261717,4905.7978911937535,5846.8678891441905,6901.748283022775,8059.54878252589,9300.843869210647,10598.154335851594,11917.969657375024,13224.156515077473,14482.092808152462,15662.538318409337,16744.309809359176,17715.265114978774,18571.684193206707,19316.571277062183,19957.536510602276,20504.790543633484,20969.549570650543,21362.933228153765,21695.303331701925,21975.936331863053
