series,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,6958.602416060915,6954.920271801845,6950.2822386159705,6944.442100471929,6937.091356883755,6927.844133178701,6916.2188272618305,6901.61602266477,6883.292282825708,6860.329654730135,6831.601131205662,6795.733064323018,6751.066740323767,6695.623205775783,6627.078166914682,6542.7574911781585,6439.668418846,6314.5864450168065,6164.221467951827,5985.486402672183,5775.882711309138,5533.995105816492,5260.048672739042,4956.429088621073,4628.01613218246,4282.1623688108375,3928.1969875913405,3576.4625365446636,3237.0641589381917,2918.642867833563,2627.492409717038,2367.2074371650974,2138.852592863558,1941.4857323048614,1772.8168906416854,1629.8262245148542,1509.2454912610876
I,8.0,10.082144259069455,12.70374859312975,16.003137018545086,20.15325320300987,25.369826267461733,31.92116693083934,40.13973814173177,50.43553035244701,63.31105237753001,79.37736542649748,99.36995922384125,124.16229137832434,154.77336765064285,192.36373298161544,238.21166212181552,293.65840202961044,360.00869545288214,438.3719334272848,529.4326120214715,633.149780980222,748.4074302768247,872.6723772989099,1001.7574859570963,1129.8189452042902,1249.7089195350547,1353.7325168475409,1434.7204645247098,1487.1747492262398,1508.1610904856207,1497.6793305050214,1458.4284369559577,1395.0975938663055,1313.4449356517412,1219.4247901845688,1118.5304982744863,1015.4051318733555
R,0.0,1.6,3.6164288518138914,6.157178570439841,9.357805974148858,13.388456614750833,18.46242186824318,24.846655254411047,32.8746028827574,42.961708953246806,55.62391942875281,71.4993925140523,91.37338435882056,116.20584263448544,147.16051616461402,185.6332627609371,233.2755951853002,292.0072755912223,364.00901468179876,451.6834013672557,557.5699237715501,684.1998799675945,833.8813660229595,1008.4158414827415,1208.7673386741608,1434.7311277150188,1684.67291162203,1955.4194149915381,2242.36350789648,2539.798457741728,2841.430675838852,3140.966541939856,3432.6522293310477,3711.671748104309,3974.360735234657,4218.24569327157,4441.9517929264675
G,8.0,11.682144259069455,16.320177444943642,22.16031558898493,29.51105917715873,38.75828288221257,50.383588799082524,64.98639339614283,83.31013323520443,106.27276133077683,135.0012848552503,170.86935173789357,215.5356757371449,270.9792102851283,339.52424914622947,423.84492488275265,526.9339972149107,652.0159710441045,802.3809481090835,981.1160133887273,1190.719704751772,1432.6073102444193,1706.5537433218694,2010.173327439838,2338.586283878451,2684.440047250074,3038.405428469571,3390.1398795162477,3729.5382571227196,4047.9595482273485,4339.1100063438735,4599.394978895814,4827.749823197353,5025.11668375605,5193.785525419226,5336.776191546058,5457.356924799824
