series,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31
S,67846.2,67843.240977854,67838.80147047901,67832.14334367268,67822.16368323818,67807.21854023186,67784.86646935069,67751.5014445531,67701.8407370748,67628.2391384433,67519.83139033838,67361.58563417094,67133.51488924302,66810.55221446826,66363.86155016394,65764.3436808696,64988.37172664167,64024.27317402678,62876.74228706609,61566.81380661024,60127.42997970078,58596.941133285465,57013.22422080522,55409.847906087416,53814.345113663,52247.981311272706,50726.340396984306,49260.23718128156,47856.67345197873,46519.70336575133,45251.16069074054,44051.24418665051,42918.976189485744,41852.55532776465,40849.624157955426,39907.46998599839,39023.17398569228,38193.72069982488,37416.07739892934,36687.25063450671,36004.32562381198,35364.492775437015,34765.064638505195,34203.48576997289,33677.33741141467,33184.33840628784,32722.343437705636,32289.339399400156,31883.44050901272,31502.88261796639,31146.017054401855,30811.304246195297,30497.307303221973,30202.68568667364,29926.18905448478,29666.651342796173,29422.985121610476,29194.176246632338,28979.278817401995,28777.41044320466,28587.74781208403,28409.522554006024,28242.017386346557,28084.562528061622,27936.53236786729,27797.342371304818,27666.44621153295,27543.33310895539,27427.525365264595,27318.576078094775,27216.067023174906,27119.60669161876,27028.82847075446,26943.38895766078,26862.966395326308,26787.25922207089,26715.984725559552,26648.877793393356,26585.68975287713,26526.187293139916,26470.151463320533,26417.376741028766,26367.67016575376,26320.85053231715,26276.747639860856,26235.20159222091,26196.062145870663,26159.18810192183,26124.446738951632,26091.713283681016,26060.870416764297,26031.807811166218,26004.421700800165,25978.61447728239,25954.29431282317,25931.374807428056,25909.77465872187,25889.417352836204,25870.230874918514,25852.147437928863,25835.103228489228,25819.03816864134,25803.89569245266,25789.622536487,25776.168543227057,25763.48647660144,25751.531848828756,25740.262757846736,25729.639734645585,25719.62559987183,25710.18532911263,25701.285926310815,25692.896304798138,25684.987175468927,25677.53094164812,25670.50160023745,25663.874648750956,25657.626997876614,25651.736889224496,25646.183817943955,25640.948459912757,25636.01260322022,25631.359083684052,25626.971724157185,25622.835277396265,25618.9353722778,25615.258463161368,25611.791782211785,25608.52329450382,25605.44165574389,25602.536172453405,25599.796764467952,25597.213929615376,29601.9421132671,33606.318080038036,37610.25225790883,41613.70872433867,45616.640436915775,49618.986829190166,53620.670808767994,57621.594938913906,61621.63652077169,65620.64120278387,69618.41461687836,73614.71136306376,77609.22041450902,81601.54566410858,81584.0164349553,81564.5899947644,81543.06402033918,81519.21529958001,81492.79773132602,81463.54016958116,81431.14410857153,81395.28120739096,81355.59065603593,81311.67638855503,81263.10415400183,81209.39846206173,81150.03942780821,81084.45954922312,81012.04046207423,80932.10972964489,80843.93773977773,80746.73479878376,80639.64853093086,80521.76171327439,80392.09069813881,80249.58459897107,80093.12543861418,79921.52948097831,79733.54998587741,79527.88164026618,79303.16692461935,79058.00466772288,78790.96102340675,78500.58306541407
I,5.0,7.504917963838284,11.26282241200138,16.898050266295325,25.343015641542777,37.98648476959204,56.88859133088014,85.08694668037255,127.01998649173186,189.0855237064978,280.32036639125727,413.1071924141837,603.6591965910794,871.797038211705,1239.3103663069028,1726.273031534689,2345.46342512903,3096.5450276535807,3962.8451051541283,4912.864678510332,5906.058026041384,6900.153742517043,7857.192920594074,8746.972402257734,9548.067844863479,10247.268139275975,10838.24359001469,11320.008457421021,11695.479550206157,11970.256401213157,12151.65037756301,12247.943830336313,12267.843324260584,12220.088394058417,12113.180914649074,11955.20586408832,11753.720068103912,11515.690666201217,11247.469308702826,10954.791502768388,10642.793186246035,10316.038655475779,9978.555533054805,9633.873641694197,9285.065538035757,8934.787124674373,8585.31725325383,8238.595597586684,7896.258344778192,7559.671448270416,7229.961327753653,6908.043000804265,6594.6457003379055,6290.336078410366,5995.539126521049,5710.556959879607,5435.585621477767,5170.730063816787,4916.017463688384,4671.409019920347,4436.810376536888,4212.080805128654,3997.041270948128,3791.481497753243,3595.1661370060397,3407.8401378944445,3229.2334059169752,3059.0648295357414,2897.045746709088,2742.8829159816855,2596.2810502376838,2456.944965199289,2324.581389257362,2198.9004762249597,2079.6170580784606,1966.4516706614133,1859.131381640628,1757.3904466896672,1660.970816900333,1569.6225177578951,1483.1039176323611,1401.1819016095228,1323.6319645872923,1250.2382358722562,1180.7934460076467,1115.098845228024,1052.9640817505597,994.2070470621952,938.6536944318453,886.13783605439,836.5009235068108,789.5918155560513,745.2665367936219,703.388030075192,663.8259053068874,626.4561867369533,591.1610605758301,557.8286244741093,526.3526401314773,496.6322900863153,468.5719395412858,442.0809039115782,417.07322263649337,393.46743966901437,371.18639094955165,350.15699907703845,330.310075311108,311.5801289715324,293.90518424397135,277.2266043530568,261.4889230237697,246.63968311892566,232.62928231347658,219.41082564445563,206.93998475804537,195.17486366181242,184.07587078008515,173.60559710327468,163.7287002172353,154.411793996161,145.6233437416957,137.3335665516198,129.5143367034127,122.13909584097038,115.18276775659199,108.62167756487577,102.43347507024482,96.59706213533507,91.09252386331704,85.90106341330065,81.00494027421031,76.38741182885283,72.03267804627508,67.92582914687773,66.23918643405275,65.1054269199565,64.5240563212039,64.50573278239388,65.07393646503446,66.26712690388058,68.14157475637612,70.77510641467342,74.2720747718245,78.76997581093353,84.44828096998646,91.54026725974514,100.34892668059308,111.26846100097686,123.36596807748505,136.76618143351922,151.6065076573571,168.038191822265,186.22756175923843,206.3573495418395,228.62808634045217,253.2595640120171,280.49235330470844,310.58936425929727,343.8374291573948,380.5488820761209,421.0631016379842,465.74797478697155,515.0012292979051,569.2515712030429,628.9595504345046,694.618063869661,766.7523899005031,845.9196330748109,932.7074419455879,1027.7318489517668,1131.6340691823564,1245.0760868310942,1368.734855958443,1503.2949480901766,1649.439495685813,1807.8393101928818,1979.1400987274253
IH,0.0,0.25408308695245047,0.49535194209413225,0.79454508323856,1.215121309645801,1.83292930217213,2.7525659050009406,4.125640527405355,6.17452373327675,9.224513503212622,13.746648249941863,20.4114478972542,30.148942203693437,44.20022658706611,64.12925442757934,91.74486515299613,128.87855888191132,177.00127036727827,236.7557354085735,307.5830225279931,387.63173289952306,474.010963737623,563.2758148714586,651.9520187803271,736.9462551907387,815.7822000559547,886.6776721992061,948.5115614197281,1000.7308645911775,1043.2357361686775,1076.2659364389372,1100.3005567777432,1115.9753905806124,1124.0180822348912,1125.199154360921,1120.296286965561,1110.069185450423,1095.242653196885,1076.4958712681969,1054.456278245069,1029.69679158984,1002.735403424266,974.0364183987377,944.0127859231318,913.0291218042298,881.405123492881,849.4191658720135,817.3119267619973,785.2899378451859,753.528991253105,722.1773575113598,691.3587891212286,661.1752974704984,631.7097003012594,603.0279435997609,575.181206256188,548.2077987325129,522.1348686990327,496.97992747493305,472.75221137596577,449.4538919136362,427.0811483399457,405.6251153898994,385.07271831453124,365.4074064741229,346.6097959135858,328.6582304973064,311.52927035831294,295.19811562923684,279.63897267835523,264.8253693776654,250.73042528360244,237.32708201499295,224.58829856619786,212.48721579431958,200.99729386546164,190.09242603360826,179.74703175384286,169.93613179639664,160.63540772648213,151.82124784418485,143.4707814361439,135.5619029737852,128.07328769908273,120.98439986598231,114.27549475167552,107.92761541496594,101.92258505730166,96.24299573407961,90.87219406813082,85.79426453257405,80.99401079530881,76.45693555124969,72.16921921003305,68.11769775549844,64.28984004799379,60.67372480078866,57.25801742698661,54.031946922756724,50.9852829259637,48.108313065925486,45.39182069967755,42.82706311242393,40.40575024449612,38.120023993847354,35.962438131634414,33.9259388585652,32.003846021223836,30.189835000354382,28.47791927693749,26.8624336766967,25.33801828930313,23.899603054904162,22.542393007589606,21.261854162945887,20.053700034862445,18.913878765180627,17.838560848557833,16.824127434008815,15.867159183938291,14.9644256710566,14.112875293338764,13.309625687118471,12.551954618476074,11.837291333261287,11.163208346367753,10.52741365123056,9.927743330934796,9.36215455279034,8.828718928734371,8.32561622445902,7.851128400719019,7.403633970846176,6.981602659078014,5.211677810559129,4.292190590356438,3.8078504519707734,3.5531337593593415,3.4266106511140184,3.3786947689632147,3.3858424621965595,3.4378582324997895,3.5317095476409173,3.668594596035867,3.8526623587465503,4.090607654357987,4.39177670388972,4.768630834369873,5.237531864712481,5.782449055339031,6.398675398607525,7.087435315794805,7.853246360929493,8.702645812957373,9.643594694043063,10.685218916797066,11.837718989236059,13.11236459651977,14.521532276173541,16.078765001698844,17.798842520010087,19.697856058635754,21.79328315285158,24.104059137224784,26.650641941101348,29.455066541352362,32.54098491909604,35.933686726761934,39.66009515221228,43.7487317119258,48.22964296158582,53.13428143480445,58.49533257732234,64.34647911847449,70.72209431352366,77.65685591325158,85.18527369410174
IN,0.20002109520640496,0.39042577040290394,0.6718836413997396,1.0901418868297168,1.713724407863888,2.645161178570901,4.037609345011013,6.11927675168678,9.228916957931721,13.866553411247766,20.764109427611473,30.979830073786076,46.01644249544731,67.95302337836638,99.56160357381312,144.35262081788576,206.47078014830248,290.3727110600934,400.28731934523523,539.5732178678659,710.1674553034945,912.2919528508321,1144.4669278426531,1403.765224722123,1686.1921631262608,1987.088050960075,2301.488720177279,2624.4154506586137,2951.089450611532,3277.078363010024,3598.3869303240754,3911.5044606679035,4213.420374778399,4501.617132421674,4774.047847480226,5029.104152906468,5265.578440395211,5482.623464772537,5679.7114288702505,5856.594003250737,6013.2642419027015,6149.920991941094,6266.936131612894,6364.824782260383,6444.218507523,6505.841422565646,6550.489076556542,6579.00993470374,6592.28926566488,6591.235231397959,6576.766976032814,6549.804515520246,6511.260238740997,6462.031842022347,6402.996531592109,6335.006341661811,6258.884429052443,6175.422218197359,6085.37728273727,5989.471861609267,5888.391918437467,5782.786663115766,5673.268463724999,5560.41308536272,5444.760200114301,5326.814119300111,5207.044705341952,5085.888426152713,4963.749519917209,4841.001242549746,4717.987174033776,4595.022563317431,4472.395694499495,4350.3692597340605,4229.18172664654,4109.048690123303,3990.1642001437704,3872.702058896022,3756.8170817810424,3642.646318090235,3530.310228156994,3419.913814655109,3311.547706461679,3205.2891941353632,3101.203216595882,2999.3432990398755,2899.752442502396,2802.46396578207,2707.502300699826,2614.883741863675,2524.617152271927,2436.704626210421,2351.142110990961,2267.9199891427825,2187.023622710519,2108.433861334333,2032.1275157936661,1958.0777986881462,1886.2547339099315,1816.6255365331515,1749.1549647099525,1683.805645120444,1620.5383734769284,1559.3123915322883,1500.0856419892907,1442.8150026526628,1387.4565011098082,1333.9655111695652,1282.2969322319443,1232.4053527057615,1184.2451985358166,1137.770867847071,1092.936852660352,1049.697848582649,1008.0088533252001,967.8252548544136,929.1029099342752,891.7982137743468,855.8681614547542,821.2704017587293,787.9632840042946,755.9058984295402,725.0581106506254,695.3805906780834,666.8348369452,639.3831957720973,612.9888766606589,587.6159637884961,563.2294240447491,539.7951119265525,517.2797715924348,495.65103634769093,474.87742581681255,454.92834103932086,435.77405770776073,417.4731825883198,400.00680401015705,383.3568997459597,367.5067403943125,352.44134015924254,338.1479722609782,324.61677284921495,311.841465682305,299.820250817644,288.55691526794595,278.06224359232124,268.35583392495425,259.4684631383134,251.44519817816598,244.2916192837283,238.01802828008542,232.63972855443353,228.17733819361746,224.65713784310512,222.11145470690482,220.57908388596246,220.10574792961634,220.74459502777574,222.55673567413749,225.61181685283782,229.98863180876685,235.77576221844194,243.07224804443263,251.9882784911712,262.64589524352346,275.1796965250874,289.73752743139886,306.48113845688766,325.58679014511836,347.24577737781135,371.6648420437202,399.0664378046752,429.6888055720269,463.78581336041964,501.6265097138429,543.4943363021589,589.685943049909
D,0.01,0.01,0.023064738478401577,0.048535318420777955,0.08939015786057988,0.15187067287819744,0.24611835488451456,0.3876529769828833,0.5997899404972344,0.9172787539854024,1.391595474375809,2.098436557323125,3.147976028610527,4.6982092614325595,6.970947710781527,10.268419998136071,14.985863745914626,21.61269077112529,30.713947117739583,42.887727763570254,58.70338790027411,78.63508535013082,103.00833014735761,131.9714984588373,165.49432253970545,203.38747872017248,245.3343128321993,290.9265324516358,339.6981986114072,391.1549373891251,444.7972408885201,500.13792948546757,556.7144580311517,614.0969733380296,671.893037080523,729.7498305576705,787.3545227199177,844.4333459300439,900.7498013306578,956.1023129829978,1010.3215673120297,1063.2677096764287,1114.827520153795,1164.9116529760631,1213.4519958862588,1260.3991848653081,1305.720294467982,1349.3967130512333,1391.4222044229682,1431.8011520763694,1470.5469785880643,1507.6807304803133,1543.2298175248343,1577.2268948330457,1609.7088759349595,1640.7160652476962,1670.2913987638344,1698.4797823676624,1725.3275178538265,1750.8818074342664,1775.190328244504,1798.300869077355,1820.261022265989,1841.1179242991109,1860.9180393728388,1879.7069806633262,1897.5293646400708,1914.428694232304,1930.4472671110266,1945.6261057589318,1960.0049063718798,1973.622003971189,1986.5143514083945,1998.717510215845,2010.2656515001395,2021.1915652933546,2031.5266769716463,2041.3010695242633,2050.543510610365,2059.28148347814,2067.541220942329,2075.3477417239346,2082.7248885511294,2089.6953675044115,2096.2807881631693,2102.501704176014,2108.377653934527,2113.927201080331,2119.1679746193645,2124.116708455706,2128.789280190797,2133.200749063082,2137.3653929284,2141.2967442033632,2145.007624712879,2148.5101793992244,2151.8159088640214,2154.9357007263625,2157.8798597904224,2160.6581370244235,2163.2797573599782,2165.753446326773,2168.0874555424703,2170.289587081696,2172.367216751186,2174.3273163006816,2176.176474601106,2177.9209178229576,2179.5665286488706,2181.118864554879,2182.583175195248,2183.9644189257488,2185.2672785000764,2186.496175973714,2187.655286849034,2188.7485534947464,2189.779697872053,2190.7522335990197,2191.6694773837708,2192.534559856158,2193.3504358265727,2194.119893999554,2194.845566168832,2195.5299359194255,2196.175346861374,2196.784010418703,2197.358013196198,2197.899323945595,2198.4098001518432,2198.8911942591553,2199.345159555652,2199.773255734539,2200.1769541488884,2200.557642776294,2200.59354158955,2200.620339598204,2200.642409680961,2200.661989327492,2200.6802592422277,2200.69787858579,2200.7152515499192,2200.7326612668853,2200.7503384445645,2200.768498197807,2200.787361802447,2200.8071718680308,2200.8282054282977,2200.850787574469,2200.8753074728606,2200.9022384208847,2200.9319712872393,2200.964872737585,2201.0013157334547,2201.0416964652627,2201.086444737562,2201.136031289812,2201.190973786145,2201.251842340849,2201.3192650159835,2201.393933512722,2201.4766091690685,2201.568129319241,2201.669414037196,2201.781473264905,2201.905414308236,2202.042449666007,2202.1939051390345,2202.3612281446294,2202.545996137368,2202.7499250085916,2202.974877304879,2203.22287006967,2203.4960820726847,2203.796860149453,2204.127724329266,2204.491371385799,2204.890676402804
R,0.0,0.009616420009905976,0.15542788222060433,0.43540486774428566,0.8850863401141251,1.575034940131538,2.618666808733381,4.189059605650568,6.546066896956823,10.07701327694809,15.35591121362835,23.227479981708615,34.922574533357505,52.209309188376494,77.5762989121953,114.42740272190883,167.23966654838793,241.60514721636454,344.0656270034531,481.68756781522,661.41943924977,889.3771433541292,1170.2418068344593,1506.9009707887853,1900.3643217120334,2349.902840810335,2853.3253288875353,3407.3108378626575,4007.7385050962184,4649.981217562906,5329.148845140141,6040.279057177278,6778.480283958725,7539.034111277559,8317.464909569047,9109.583900578813,9911.513818733476,10719.699191169653,11530.906211993948,12342.215289341315,13151.008610232631,13954.954485140632,14751.989779369786,15540.30138826855,16318.3074464313,17084.638759209174,17838.120793239217,18577.756449591412,19302.70975937128,20012.290580130986,20705.94032680748,21383.218738973872,22043.791663799017,22687.419818854567,23313.948488962567,23923.298105253754,24515.455651458196,25090.46684138205,25648.42901193882,26189.484677550725,26713.815693878703,27221.637981427484,27713.196762419655,28188.762267304,28648.625870260632,29093.096616018942,29522.49810316597,29937.165691860766,30337.444006464073,30723.684706031738,31096.244497899323,31455.483371704966,31801.763033160532,32135.445518693392,32456.89197374947,32766.461579080813,33064.51061074603,33351.39162083808,33627.45272712997,33893.037000902565,34148.48194319883,34394.11904064176,34630.27339276759,34857.26340356697,35075.40053060169,35284.98908567873,35486.326081622115,35679.7011201915,35865.39631665849,36043.686256972316,36214.83798382883,36379.11100830416,36536.75734403084,36688.02156118148,36833.14085778628,36972.34514614868,37105.85715233906,37233.892526943426,37356.659965422135,37474.36133659652,37587.19181792887,37695.34003639543,37798.98821387426,37898.312316080744,37993.48220418431,38084.66178833178,38172.0091823859,38255.67685926323,38335.81180632452,38412.555680332785,38486.04496155109,38556.41110660339,38623.78069976831,38688.27560241792,38750.013100351905,38809.10604881197,38865.66301499271,38919.78841789345,38971.58266538099,39021.142288356314,39068.560071938875,39113.92518360098,39157.32329820121,39198.83671988111,39238.544500802556,39276.522556715405,39312.84377935555,39347.5781456831,39380.79282397873,39412.55227682362,39442.91836099509,39471.9504243155,39499.705399497056,39526.237895029495,39551.60028316112,39575.15683195832,39597.37378758393,39618.50884267882,39638.71606208986,39658.097991669754,39676.731663735154,39694.68172696648,39712.00725809415,39728.76551584646,39745.014271507265,39760.813552909574,39776.22725376965,39791.32488311253,39806.18366025833,39820.89115208331,39835.52717841267,39850.169700859864,39864.89802898757,39879.794722381266,39894.94687274605,39910.44710647545,39926.39447805122,39942.89534038968,39960.06423643053,39978.024835364355,39996.910926257,40016.86747615842,40038.051756438676,40060.63453874187,40084.80135990482,40110.75385308297,40138.71113995152,40168.911276074046,40201.6127382646,40237.09593895168,40275.66474814511,40317.647998598295,40363.400944169305,40413.30663527808,40467.777168850625,40527.254763415105,40592.21260332763
G,5.0,7.959022145997139,12.398529520987852,19.05665632732226,29.036316761820764,43.9814597681384,66.33353064930358,99.69855544689173,149.35926292518798,222.96086155668527,331.36860966160833,489.6143658290493,717.6851107569818,1040.64778553174,1487.3384498360656,2086.8563191304092,2862.82827335834,3826.926825973236,4974.457712933923,6284.386193389775,7723.77002029924,9254.258866714552,10837.975779194796,12441.3520939126,14036.854886337009,15603.218688727304,17124.859603015702,18590.96281871845,19994.526548021284,21331.49663424868,22600.039309259475,23799.955813349497,24932.22381051426,25998.644672235358,27001.575842044578,27943.73001400162,28828.02601430773,29657.479300175124,30435.122601070667,31163.949365493296,31846.874376188025,32486.707224562986,33086.13536149481,33647.714230027115,34173.86258858533,34666.861593712165,35128.85656229437,35561.86060059985,35967.759490987286,36348.317382033616,36705.18294559815,37039.8957538047,37353.89269677803,37648.51431332636,37925.01094551522,38184.54865720383,38428.214878389525,38657.02375336766,38871.92118259801,39073.789556795346,39263.45218791597,39441.67744599398,39609.182613653444,39766.637471938375,39914.6676321327,40053.85762869517,40184.75378846704,40307.8668910446,40423.6746347354,40532.62392190522,40635.132976825094,40731.59330838124,40822.371529245545,40907.81104233923,40988.2336046737,41063.940777929114,41135.21527444045,41202.322206606645,41265.51024712287,41325.01270686008,41381.04853667946,41433.82325897123,41483.529834246234,41530.34946768284,41574.452360139134,41615.99840777908,41655.13785412932,41692.011898078155,41726.753261048354,41759.48671631897,41790.32958323569,41819.392188833765,41846.77829919982,41872.58552271759,41896.90568717681,41919.82519257192,41941.42534127811,41961.78264716378,41980.96912508147,41999.05256207112,42016.096771510754,42032.161831358644,42047.304307547325,42061.577463512986,42075.03145677293,42087.71352339855,42099.66815117123,42110.93724215325,42121.560265354405,42131.574400128164,42141.01467088736,42149.91407368918,42158.30369520186,42166.212824531074,42173.66905835188,42180.69839976255,42187.32535124905,42193.57300212339,42199.463110775505,42205.016182056046,42210.25154008724,42215.18739677978,42219.84091631595,42224.22827584282,42228.364722603736,42232.2646277222,42235.94153683863,42239.408217788216,42242.67670549618,42245.758344256115,42248.6638275466,42251.40323553205,42253.98607038463,42256.421289555816,42259.208725607794,42262.437950559906,42266.14488695298,42270.37657719878,42275.1935877473,42280.67301099238,42286.91228366938,42294.034104634506,42302.19282544523,42311.58281417363,42322.44947081114,42335.10382218877,42349.941975412126,42367.47120456541,42386.8976447563,42408.423619181536,42432.272339940704,42458.68990819469,42487.94746993955,42520.343530949176,42556.20643212976,42595.89698348478,42639.81125096567,42688.383485518876,42742.089177458976,42801.44821171249,42867.02809029759,42939.44717744647,43019.37790987582,43107.54989974297,43204.75284073695,43311.83910858984,43429.72592624631,43559.39694138189,43701.903040549645,43858.36220090653,44029.9581585424,44217.9376536433,44423.60599925454,44648.32071490136,44893.48297179783,45160.52661611395,45450.90457410663
H,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,56100.28763952071,52093.124236697804,48085.960833874895,44078.797431051986,40071.63402822908,36064.47062540617,32057.30722258326,28050.14381976035,24042.98041693744,20035.81701411453,16028.653611291624,12021.490208468716,8014.326805645809,4007.1634028229014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
