series,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,10410.849462984448,10406.078980699167,10399.45414484026,10390.294116115012,10377.703989761429,10360.538556388174,10337.386704616418,10306.601229658243,10266.405984122548,10215.108342923018,10151.417918796775,10074.8180723335,9985.875180027122,9886.3491397454,9779.026614884886,9667.31636819132,9554.746101527722,9444.517806927852,9339.219550149928,9240.71108004054,9150.145535027938,9068.071504944524,8994.566809193519,8929.37164462334,8872.004178852321,8821.852530304652
I,6.0,8.370482285280865,11.647125230075495,16.148303863292426,22.27910867155934,30.53289857619047,41.47159091747095,55.668429508657916,73.59630324089039,95.45542314406427,120.96367801268141,149.17805327088354,178.44972426890862,206.59587484306707,231.2800497663545,250.47827655338017,262.8572325956247,267.9426341572449,266.06383727227046,258.14677247274955,245.45360849625314,229.34619518116565,211.11241285970573,191.862612286003,172.4850331426207,153.64266843324128
IH,1.2000000000000002,2.171557463544823,3.4322571747423702,5.1082876084536135,7.36548989926402,10.419152304556835,14.54225070299012,20.068178356185854,27.38150961981578,36.88818567672506,48.95691138785406,63.829779478346396,81.5141928613497,101.68638023651206,123.64764301831346,146.36500197341118,168.59733036819298,189.07310872991667,206.6680184499259,220.53764728865795,230.18351884114264,235.454484795186,236.50054072611974,233.7007038009811,227.5839083018015,218.75604387295397
IN,1.2000000000000002,2.1988903856122226,3.504471844725507,5.246577739635963,7.596957490566377,10.779594898671458,15.07960780280266,20.84671422767971,28.486671246427235,38.43181233663833,51.0820578327472,66.71388264121853,85.3688239518228,106.75169275086355,130.18020791583638,154.61914169004513,178.80196703217604,201.4077513499534,221.24208217415358,237.37659143494676,249.22368362269066,256.5466728972239,259.4209098844336,258.1666931638874,253.27271219612368,245.32340425405692
D,0.01,0.022000000000000002,0.04371557463544823,0.07803814638287193,0.12912102246740806,0.20277592146004825,0.3069674445056166,0.45238995153551775,0.6530717350973763,0.9268868312955341,1.2957686880627848,1.7853378019413255,2.4236355967247896,3.2387775253382864,4.255641327703407,5.492117757886541,6.955767777620653,8.641741081302584,10.53247216860175,12.599152353101008,14.804528825987587,17.106364014399013,19.460908862350873,21.82591426961207,24.162921307621883,26.4387603906399
R,0.0,0.41755215084295516,1.1777483200090209,2.3841395116700963,4.184796139161713,6.78648489539491,10.472341500261045,15.622521282146742,22.735923019670597,32.44881207270822,45.54312826632879,62.93433745855916,85.62790627852154,114.63759788326837,150.86930607135588,194.98855681840809,247.30106368311334,307.67642073818024,375.5335027695696,449.8882193944533,529.4485881704379,612.7342411519511,698.1978814583221,784.3318948406281,869.7507091839628,953.2460557289074
G,6.0,10.770482285280867,17.395318144187844,26.555346869434974,39.145473223018854,56.310906596273725,79.46275836803039,110.24823332620574,150.44347886190138,201.74112006143142,265.43154418767426,342.03139065094894,430.97428295732743,530.5003232390493,637.8228480995635,749.533094793131,862.1033614567276,972.3316560565978,1077.6299128345213,1176.1383829439085,1266.703927956512,1348.7779580399258,1422.282653790932,1487.4778183611115,1544.8452841321305,1594.9969326797993
H,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109,5204.750877330109
beta,24.241252373798712,24.241252373798712,24.141692041888394,24.004779937226957,23.818012408902835,23.565999515870278,23.230874014967245,22.793687100331297,22.237216587459294,21.550291234875324,20.732932763441166,19.800510658454332,18.784484562954535,17.72821026018225,16.678749066909013,15.677954269508833,14.756313721088235,13.931060832761863,13.207777731586747,12.583670026367502,12.050944776474799,11.599479960686875,11.218603301577478,10.898119035897736,10.62880882590011,10.40260820511233
