series,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,33294.74784775394,33292.12678533292,33289.63022066202,33286.72764608277,33283.15218411749,33278.693388656364,33273.133085263304,33266.22442618914,33257.68536613938,33247.198643968775,33234.41655809205,33218.97044761183,33200.484792135125,33178.595156089126,33152.96828110159,33123.32186959518,33089.44135713801,33051.19141155321,33008.520909868246,32961.46138109394,32910.11996347668,32854.66854728128,32795.330911409714,32732.36943325103,32666.0725363479,32596.743595704298,32524.69164097747,32450.223920486675,32373.64021271147,32295.22867733033,32215.26300101844,32134.0005929717,32051.681605336737,31968.52858338841,31884.74658251763,31800.523619953707,31716.031356697586,31631.425928651774,31546.84886536624,31462.428050504433,31378.27869055532,31294.504267998378,31211.197462566517,31128.441029888843,31046.308631008356,30964.865609371147,30884.16971412694,30804.271770168212,30725.216296426242,30647.04207466187,30569.782671432888,30493.466916162834,30418.119338333872,30343.760566822126,30270.40769431903,30198.074609661202,30126.772300741046,30056.509130503877,29987.291088363978,29919.122019197803,29852.00383190245,29785.936689344002,29720.91918136557,29656.948482379754,29594.020494935223,29532.12998052235,29471.270678768073
E,0.0,2.621062421021461,4.1034871128875245,5.418342795673894,6.897342652626879,8.687422223181894,10.886393157822546,13.582895192026154,16.866469170619958,20.827226696520402,25.550853882583446,31.110842531796564,37.559108536185335,44.916395700251606,53.16424444689544,62.24037677316263,72.03887810009286,82.41558200225111,93.19789364111537,104.19734649138837,115.22278615285342,126.09226755850074,136.6423550858815,146.73425104339205,156.25681510960592,165.12695785164607,173.28808409940834,180.70727779176605,187.37182857090485,193.28556276450408,198.46529922300758,202.93762673610615,206.73610342340515,209.8989099877483,212.46694416014472,214.48231770639615,215.98720476024613,217.0229865620629,217.62963949880373,217.84531820306958,217.70609171323514,217.2457972653737,216.49598255802272,215.48591297597352,214.24262514410964,212.7910122887222,211.1539302595314,209.35231579114836,207.40531074995175,205.33038781272273,203.14347434114268,200.85907222543972,198.4903722341002,196.04936197703427,193.54692700963403,190.9929449092151,188.39637237072537,185.76532551688473,183.10715371587395,180.42850726034598,177.73539929486643,175.0332623925479,172.32700018137717,169.62103441090483,166.91934783379662,164.22552325662053,161.5427790919042
I,5.0,4.8,5.622139979038748,6.984973276334358,8.802036453607279,11.118670886033842,14.035256509010235,17.68600328861043,22.234049228228958,27.87065190380452,34.814284518313,43.30783496859243,53.61291104215982,66.00074348240385,80.73973998400022,98.08042956478033,118.23922351243152,141.38289625456906,167.61577045048853,196.97121555649915,229.40834489003643,264.81394588418414,303.0089363930075,343.7581611384607,386.7821675298409,431.76967873021,478.3897200600649,526.3026580561013,575.1697087299242,624.6607215682684,674.4602325589258,724.2719037902104,773.8215385862667,822.8588924267967,871.1585034281121,918.5197523086593,964.7663384185853,1009.7453311258373,1053.3259282295983,1095.3980272579556,1135.8706926065872,1174.6705819071274,1211.7403787700534,1247.0372658789731,1280.5314619561643,1312.204837970514,1342.049621725092,1370.0671952832004,1396.26698625504,1420.6654515064397,1443.285150146744,1464.153901526633,1483.3040232858668,1500.7716441232446,1516.5960858288124,1530.819309153906,1543.485418246397,1554.64021860755,1564.3308238041586,1572.6053064736955,1579.5123894755795,1585.1011733573234,1589.4208966126337,1592.520725504416,1594.4495705058782,1595.2559266756919,1594.9877355276587
R,0.0,0.2,0.392,0.61688559916155,0.8962845302149243,1.2483659883592155,1.6931128238005693,2.2545230841609785,2.9619632157053957,3.851325184834554,4.966151260986734,6.358722641719255,8.091036040462953,10.235552482149346,12.8755822214455,16.10517182080551,20.028389003396722,24.757957943893985,30.413273794076748,37.11790461209629,44.996753234356255,54.17308702995771,64.76564486532507,76.88600232104537,90.6363287665838,106.10761546777744,123.37840261698584,142.51399141938845,163.5660977416325,186.57288609082946,211.5593149535602,238.53772425591723,267.50860040752565,298.46146195097634,331.3758176480482,366.2221577851727,402.9629478775191,441.5536014142625,481.943414659296,524.07645178848,567.8923728787981,613.3272005830617,660.3140238593468,708.7836390101489,758.6651296453078,809.8863881235544,862.374581642375,916.0565665113787,970.8592543227068,1026.7099337729082,1083.5365518331657,1141.2679578390355,1199.8341139001009,1259.1662748315355,1319.1971405964653,1379.8609840296178,1441.093756395774,1502.83317312563,1565.0187818699321,1627.5920148220985,1690.4962270810463,1753.6767226600696,1817.0807695943624,1880.6576054588677,1944.3584344790443,2008.1364172992794,2071.946654366307
G,5.0,5.0,6.014139979038748,7.601858875495909,9.698320983822203,12.367036874393056,15.728369332810804,19.940526372771405,25.19601244393435,31.721977088639072,39.78043577929973,49.66655761031168,61.70394708262277,76.23629596455318,93.61532220544571,114.18560138558583,138.26761251582823,166.14085419846305,198.02904424456528,234.08912016859546,274.4050981243927,318.9870329141419,367.7745812583326,420.6441634595061,477.4184962964247,537.8772941979875,601.7681226770508,668.8166494754897,738.7358064715567,811.2336076590979,886.0195475124859,962.8096280461276,1041.3301389937922,1121.320354377773,1202.53432107616,1284.7419100938318,1367.7292862961042,1451.2989325400997,1535.2693428888942,1619.4744790464356,1703.7630654853854,1787.997782490189,1872.0544026294,1955.820904889122,2039.1965916014722,2122.0912260940686,2204.4242033674673,2286.1237617945794,2367.126240577747,2447.3753852793484,2526.8217019799104,2605.421859365669,2683.1381371859684,2759.937918954781,2835.793226425278,2910.680293183524,2984.5791746421714,3057.4733917331805,3129.349605674091,3200.197321295794,3270.008616556626,3338.777896017393,3406.501666206996,3473.1783309632838,3538.8080049849227,3603.3923439749715,3666.934389893966
