beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
6.0621012808634225,0.20028662319801654,0.2187634979660958,0.17774157881663286,0.05453005480374205,0.04,0.10400177370105658,0.0031628549666804797,0.15043449691675814,0.0929521778510668,0.8900000000000001,0.023564760893715314,0.015892453635403092,0.05059961638205331,1.115937891681541,0.004290942045460585,0.008927343676346405,0.9989083524600707,0.9963499466841542,2021-05-09
