beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
49.99999889200461,0.24167429314057876,0.10629496567314076,0.18862530477812356,0.16941561337877595,0.04,0.2086286423538044,0.015760815612861266,0.2,0.0017290238758533476,0.9000000000000001,0.018411716122392823,0.00016996253550878872,0.06719405760421586,9.99999995336883,2021-03-22,0.39828088878147844,0.07142857142857142,4.500490804748632,2021-07-01,0.007026735142421068,0.10410487786612582,0.9995164254703455,0.9003792543152471
