state,state full,beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
kl,Kerala,6.072363891001048,0.2007947880393898,0.426522990745508,0.04,0.2,0.09695162561430397,0.014401884762808681,0.001,0.1244571824371434,0.0667747635068835,0.9700000000000002,0.021489476376608856,0.006091270168037937,0.03333333333333333,3.1239350887135138,2021-03-21,0.3987917772437217,0.03333333333333333,3.547850529636072,2021-06-30,0.058052418383926385,0.061598495753925175,0.9656492329594656,0.9823366197669704
dl,Delhi,10.660065148207693,0.3,0.1,0.0947814537872123,0.2,0.2,0.1409465883338584,0.00806197497671953,0.01,0.04419126432883184,0.81,0.00023600753490280853,3.967704035418296e-06,0.04474064323640636,1.2233990481270267,2021-03-22,0.4085242455177796,0.03437035468532233,1.46149767075087,2021-07-24,0.005986541418151916,0.0053045478011587545,0.9993853064139532,0.999604231422782
tg,Telangana,50.0,0.3,0.11706598645142068,0.2,0.2,0.04,0.4999087022652645,0.00633807002624585,0.08539815219147524,0.008587726062936823,0.9600000000000002,0.0016037307620526858,0.0,0.03333333333333333,2.714471415074722,2021-03-20,0.40000093507058543,0.03333333333333333,2.2470517350638364,2021-09-15,0.014806619756707357,0.017807122900598524,0.9968748851474359,0.9963262932177284
rj,Rajesthan,42.811669072085174,0.3,0.1,0.2,0.19999286765098734,0.2,0.1739150424033946,0.003463974293401273,0.012969980408756058,0.009416544834452005,0.8200000000000001,0.0005537524472169307,0.0014321755979740964,0.03333333333333333,1.6430070411843916,2021-03-15,0.4000161951081965,0.03333333333333333,2.0239675717550933,2021-08-18,0.009318062472670152,0.011391440403169277,0.999174583214268,0.9990794220119812
hr,Haryana,18.307824098310142,0.3,0.2402453404298766,0.10415116089300347,0.2,0.2,0.13240365324769554,0.004928895225136389,0.01,0.020769057706912186,0.8200000000000001,0.0014913993375877369,0.0,0.03333333333333333,1.5439404608076621,2021-03-22,0.4111377188075072,0.03333333333333333,1.6947294632700751,2021-08-08,0.010429491685055851,0.050729936888359764,0.9988520175910856,0.979780476258115
jk,Jammu and Kashmir,7.232512682616032,0.3,0.5811903698174338,0.11059501471355786,0.2,0.2,0.4987129791553792,0.019182843460475756,0.01,0.04291903588340794,0.8200000000000001,0.001383428627066434,0.0,0.03333333333333333,1.1810917969322046,2021-03-22,0.40424944934628537,0.03398987824981976,1.4109122620577832,2021-07-28,0.019684750497300875,0.01961678740852202,0.9949758036684709,0.9948363889936618
ka,Karnataka,12.187246976294755,0.2038664344220065,0.10421542735647987,0.04996461154577871,0.1950285338655652,0.09292493872298524,0.10144344276674028,0.006939714688244383,0.030886086445469637,0.028174487530120813,0.8500000000000001,0.0008030540079547269,0.0002581211441649827,0.033942001451884495,1.5100825728472071,2021-03-22,0.4010672734307503,0.03333333333333333,1.1157783665540442,2021-07-11,0.006553462582580379,0.01425176074512244,0.9994908457800242,0.9977290495722538
la,Lakshdweep,1.0,0.2,0.4096041091992665,0.2,0.2,0.04,0.11791155759161118,0.001946298946216705,0.1780302583306373,0.14241904706544806,0.9500000000000002,0.0028334719063726104,0.006971703760981324,0.07142857142857142,4.318054877234963,2021-03-16,0.3978307748184424,0.03333333333333333,4.5198477972150926,2021-09-26,0.06616348792841313,0.090736843087551,0.9251214387081697,0.7286107171248625
mh,Maharastra,4.249628798234154,0.2433539595874639,0.10014074641816184,0.05408058451842116,0.19012906778229374,0.19999078619195415,0.02613207426089171,0.002612705364150901,0.117048484316571,0.09630265237582987,0.8,0.0010928270925372537,0.0,0.04943854478977357,0.2926482853314225,2021-03-15,0.39033595350843453,0.04299693175476056,0.5180752502692995,2021-06-18,0.023454900893824696,0.02646414251746876,0.991209731732645,0.9836532156827796
pb,Punjab,17.838568988180466,0.29518565811109354,0.1,0.2,0.2,0.2,0.13855709153252682,0.007368291176042483,0.055159497241565936,0.029467832150346214,0.81,6.251720528123366e-07,0.0018187636646409852,0.03333333333333333,0.7533836162929995,2021-03-22,0.3995151039823878,0.03333333333333333,0.9367136353144296,2021-08-07,0.019538565612927657,0.010744250047611878,0.9990674880900429,0.9991675562607212
