series,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,7107.738101961825,7105.228784800099,7102.306821029645,7098.904920395105,7094.945022068165,7090.336642901893,7084.974998275308,7078.738873715547,7071.48822715796,7063.061505325653,7053.272664078092,7041.907892728439,7028.722057576159,7013.4349018746325,6995.727070112099,6975.236066089629,6951.552309294189,6924.215524928926,6892.711791687416,6856.471678850344,6814.870029312439,6767.228082877555,6712.818774203478,6650.876163868499,6580.610040618415,6501.226727300327,6411.956979567349
I,7.0,8.153999123680116,9.497211166342947,11.060291571613943,12.87873094526036,14.993570631923335,17.452207153912987,20.309290119470997,23.62771564293825,27.479713302572165,31.94801867594428,37.1271148839756,43.12451453584407,50.06203703273812,58.07701425072561,67.32332898606734,77.97215404491344,90.21221457554626,104.2493418647201,120.30502420411617,138.61359240324055,159.41760996633445,182.96098115903476,209.4792603477962,239.1866664341651,272.259407826763,308.8151432089602
R,0.0,1.3553180380464913,2.9340697658377692,4.772889995106505,6.91434894840107,9.407888428009485,12.310896532605174,15.689938126808357,19.62215916092813,24.196883333600624,29.517419207789505,35.70309434941143,42.891529849822355,51.241163054454866,60.93401759900078,72.17870688612814,85.21363862272175,100.31036245735187,117.77696840968879,137.96139890736455,161.2544802461443,188.09240911793518,218.95834659931134,254.38267774552907,294.9413949092441,341.2519668347345,393.9659791855156
G,7.0,9.509317161726608,12.431280932180716,15.833181566720448,19.793079893661428,24.40145905993282,29.76310368651816,35.99922824627936,43.24987480386638,51.676596636172796,61.46543788373379,72.83020923338704,86.01604438566643,101.30320008719299,119.0110318497264,139.50203587219548,163.18579266763518,190.52257703289814,222.0263102744089,258.2664231114808,299.86807264938494,347.5100190842697,401.9193277583462,463.86193809332536,534.1280613434093,613.5113746614976,702.7811223944759
