county,population,beta,gamma,sigma,a1,a2,a3,eta,c1,R2_1,R2_2,hiding,daily release,k,R2_3,R2_4,h/POP,I ratio,S left,peak ratio sim,peak ratio act,r/(eta*n_0)
TX-Harris--Houston,2320268,10.0,0.05,0.01,0.1,0.1,0.1,0.02,0.9500000000000002,0.9347857074689069,-1.0964987246489142,47850.057271633996,821.8269251865435,1.0,0.9905966828386941,-1.2170268110614209,0.0003541948280054474,0.8878411543861435,0.8265365109263532,7.394516912199737,5.8388179986568165,5.126835907816653e-06
