beta,gamma,sigma,a1,a2,a3,eta,c1,metric1,metric2
23.85911202901394,0.04,0.06194238400181991,0.5,0.464359555952165,0.23814529534070705,0.011167873753003073,0.9500000000000001,0.5673090677241642,0.3784502251176285
7.0694520161390555,0.04,0.05155251031998931,0.3036709322742452,0.5,0.3562736578380469,0.040097917736020554,0.9900000000000001,0.5091313673772112,0.3919486124836008
5.116027945358713,0.04,0.19287580519943662,0.5,0.09936120747616893,0.4701909443231719,0.04976609678230026,0.9900000000000001,0.33100771891169994,1.6454527081215486
6.8402019330420165,0.04,0.05809071469419,0.5,0.5,0.4120410685996141,0.0434504587947703,0.9900000000000001,0.3650004189199434,0.389748706638796
7.614145207745935,0.04,0.05994401694032926,0.5,0.4999598233121138,0.09111392679643814,0.039794463394491546,0.9900000000000001,0.30964588159364254,0.5086281804073137
32.80249252366915,0.04,0.19999993324371104,0.5,0.09003071855188687,0.26443416194254804,0.011187243479064087,0.9700000000000001,0.3593929442708736,0.38357644848986394
6.003024082141679,0.04,0.07278520259626847,0.5,0.345095083264114,0.49370063501429784,0.04546855974141956,0.9900000000000001,0.3818677987703576,0.551052280174188
12.556773999221978,0.04,0.05188742659621367,0.5,0.4999942372798018,0.1599065154110736,0.023630762630399094,0.9800000000000001,0.3757249051612291,0.9029039859962713
19.998543782105628,0.04,0.05873839497523615,0.49944822000504724,0.5,0.18523772294112234,0.01452590135612293,0.9700000000000001,0.48749034225661914,0.4057083904341799
11.916723326580467,0.04,0.05736524123159196,0.49994968046186544,0.5,0.07792106094571846,0.02408381934838558,0.9800000000000001,0.34274137171688657,0.5504173814879957
8.804086263359116,0.04,0.05846842291693101,0.5,0.5,0.22774869444301382,0.028790745226217773,0.9800000000000001,0.41472043576399975,0.6865702790186428
9.675192568629205,0.04,0.05895486181844972,0.48348345737399834,0.5,0.3105669747279364,0.03510669104134906,0.9900000000000001,0.30119808113032237,0.5118542991081683
41.53541366183236,0.04,0.07548449766313067,0.38655568806596996,0.2728083471405933,0.4678123897794226,0.009504625933101299,0.9700000000000001,0.32697516042097247,0.3456215686858722
10.466158525051313,0.04,0.05848882970876769,0.4257740794117523,0.5,0.2786011164223054,0.032914816624918165,0.9900000000000001,0.40219436172576534,0.5614684855631681
6.362251534113859,0.04,0.06714879846891869,0.5,0.5,0.4132457538743792,0.04535982140253355,0.9900000000000001,0.35415982915823446,0.5212686033859525
18.89475285055528,0.04,0.16869603565647895,0.49906239377183464,0.10498034122383933,0.12873830759045607,0.015259979536852524,0.9700000000000001,0.6127639816061574,0.5492825886640612
18.492262296678817,0.04,0.08054705768035045,0.47662138660354464,0.26954948644079746,0.018049495268046074,0.02475275374768305,0.9900000000000001,0.33657894217934053,0.43447709523656824
5.202729813656286,0.04,0.19204850933860917,0.5,0.1011828366518889,0.1159171349122526,0.05,0.9900000000000001,0.5114256565256231,0.36556062937408673
29.079562528925326,0.04,0.060258643910903575,0.5,0.5,0.19388767878569774,0.018499894744771834,0.9900000000000001,0.3048632337938894,0.677421812089923
9.629671856499277,0.04,0.06346847658038088,0.5,0.5,0.44847425831796683,0.02617859627620404,0.9800000000000001,0.31980852084789657,0.49611053738015487
5.22853160774381,0.04,0.056033078813500066,0.4999843556791053,0.5,0.12610894395124414,0.05,0.9900000000000001,0.33483161634890657,0.48895053613157974
9.47043188478297,0.04,0.058576557591049135,0.5,0.5,0.01180142180077876,0.024235771523895833,0.9700000000000001,0.5204444001046684,0.5888275578169428
6.308675912969633,0.04,0.06627130233701894,0.5,0.4630072899682933,0.2602221177448829,0.04510609159276671,0.9900000000000001,0.34603429587890644,0.9659773416356576
16.36255732611448,0.04,0.05687861595061213,0.5,0.5,0.49310447600428137,0.01999954919135999,0.9800000000000001,0.33052376813269896,0.43457686566983195
7.313902973182133,0.04,0.05875685509982517,0.5,0.49385059959987565,0.0569193491113594,0.04111858514128333,0.9900000000000001,0.3542652058050378,0.5403843515341412
8.659297677758625,0.04,0.05810545436037299,0.5,0.5,0.05992897916173749,0.03884760508040927,0.9900000000000001,0.5049106068919679,0.5612530200705199
6.9262247924685365,0.04,0.058644059798363284,0.5,0.5,0.29773457853274915,0.04210162721176393,0.9900000000000001,0.3422072540670176,0.4820922698895456
16.53889050649157,0.04,0.05601151509316556,0.5,0.5,0.483244781137502,0.024468968661866493,0.9900000000000001,0.3361148394384347,0.8610800464844225
18.516694025478532,0.04,0.19991278160090845,0.5,0.07885250513197847,0.313851169843389,0.018134505989759877,0.9800000000000001,0.3493579524798521,0.5471549097330326
9.786513334023946,0.04,0.053346814624704815,0.5,0.5,0.15337930581403825,0.034506383679385154,0.9900000000000001,0.32684151237678455,1.223585307365157
12.414654924215679,0.04,0.05034513157254596,0.5,0.5,0.4259953970887196,0.02284454888040817,0.9800000000000001,0.2658370877709171,0.5539788746538716
7.594747838593873,0.04,0.05945638987836514,0.5,0.5,0.3554290692546896,0.039887543014382215,0.9900000000000001,0.36472879983855044,0.46287589953836616
12.103744601711162,0.04,0.1967806314533787,0.5,0.10373010405786531,0.1617532958659695,0.022590543194543143,0.9800000000000001,0.39508138590840663,0.5505030972361116
5.73377455208193,0.04,0.059209283711434975,0.5,0.465063206166597,0.37183413573058627,0.03823294327817094,0.9800000000000001,0.40430750978402624,0.625604748820088
20.80757213586276,0.04,0.05341579622600841,0.39728175576521946,0.499961984510556,0.12054207831223417,0.01753366492179585,0.9800000000000001,0.3387631224468491,0.5110100155952538
6.592158658799281,0.04,0.05236212468330739,0.5,0.4983175422995205,0.1425015073980119,0.0443740066632649,0.9900000000000001,0.37877192520717323,0.5610837949286873
6.664161224584945,0.04,0.05687902025105469,0.5,0.5,0.2783381417939174,0.04407191242326238,0.9900000000000001,0.31892117995947966,0.46121925212167686
10.415811644168496,0.04,0.06437100721899679,0.5,0.48493552166360104,0.051786719941381586,0.033331983386968946,0.9900000000000001,0.28786614969917484,0.45655784957515766
6.85815631684525,0.04,0.058404136345382815,0.5,0.5,0.08708134834381025,0.04438131173259329,0.9900000000000001,0.30009708452392625,0.42520565317816006
7.567128763738661,0.04,0.056179986645153876,0.5,0.49582097792298047,0.07872029628171742,0.03947344572925559,0.9900000000000001,0.4165594578833937,0.673130738296289
6.67624579319225,0.04,0.06704214051002336,0.5,0.5,0.16104434428576175,0.042184732615899216,0.9900000000000001,0.3881190739246285,0.47915471035679036
20.155948608080866,0.04,0.05522719098945753,0.5,0.49065760398797814,0.4540572551369193,0.016987220952989452,0.9800000000000001,0.2919769396456458,0.5652211690691743
10.824063063498633,0.04,0.19994037743446957,0.5,0.10231232424828432,0.12078210677896863,0.024831195965938354,0.9800000000000001,0.3987637740166829,0.6363072763387451
6.934420705369383,0.04,0.05907070437954299,0.5,0.5,0.24882670607201482,0.04316517683253221,0.9900000000000001,0.41933874784004993,0.45495475004396163
7.756605676556722,0.04,0.05589604671057318,0.5,0.5,0.0325378692866585,0.03989701640299192,0.9900000000000001,0.3892344639611555,0.5499747254441465
11.147117912203342,0.04,0.056686508932141715,0.5,0.5,0.06349555560359385,0.024862655629030152,0.9800000000000001,0.39316678075537037,0.5181906472148915
5.652033225572971,0.04,0.06109798883150183,0.5,0.5,0.45576782927187015,0.0468352373587525,0.9900000000000001,0.5010266249394505,0.5248402302110468
23.076056989888297,0.04,0.06250646761238318,0.46268875814524085,0.5,0.4856653263862541,0.01251438231799925,0.9600000000000001,0.4550251942738833,0.4251150952034397
5.935925618713604,0.04,0.10342134806954835,0.3740804962776324,0.15553168745377768,0.43307967349892124,0.04700971742911861,0.9900000000000001,0.40743372958679835,0.3946869925260414
17.650215159790804,0.04,0.06165640729030247,0.4999705987090757,0.4689210835640856,0.44694355407455927,0.01600459890028513,0.9700000000000001,0.3390410122743863,0.3876990734503894
13.00842736648086,0.04,0.05943191591742068,0.48025492326519065,0.49999996545039505,0.30817704259412493,0.019469966199104693,0.9700000000000001,0.3697492514973035,0.48582561331888635
16.202004966093444,0.04,0.05763678557570671,0.5,0.49997510119813604,0.3727235597742891,0.019917387663814644,0.9800000000000001,0.33713354860595157,0.4802772804414609
9.403572148254904,0.04,0.19751798554726818,0.5,0.09783170451621276,0.1732043094824454,0.036008867700182245,0.9900000000000001,0.3013829186156723,0.47997796637611717
8.326180037365209,0.04,0.08462242369283987,0.36987018017036577,0.19246537256810753,0.32805460421368104,0.04078315132192696,0.9900000000000001,0.5248629419764133,0.5612114195053041
6.980252127001982,0.04,0.05731281827107591,0.4364181439185314,0.4783189074071568,0.11054307404759377,0.04189059203017888,0.9900000000000001,0.44642168843690355,0.4651634430756259
5.289715342874579,0.04,0.0666133694895239,0.5,0.3717660594066261,0.25903446029899035,0.05,0.9900000000000001,0.39569521257578116,0.6075235900312712
36.703433559615505,0.04,0.1410698858643164,0.5,0.13824649617133283,0.2189764871419116,0.010506464111228252,0.9700000000000001,0.3207824833909713,0.49166176130948325
26.5330685888849,0.04,0.06225344921815147,0.5,0.5,0.22561469781085902,0.01264376141767887,0.9700000000000001,0.39708406172770666,0.43131917192422786
