beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
9.66308484585147,0.04,0.04,0.5,0.09215437866652287,0.05379609216294844,0.019359626840956632,0.4999999780042389,0.7959222948448469,0.6489630136238714,0.03992739896160292,0.9700000000000001,0.13876292706014973,41.25992653990674,0.9966697265900831,0.9789068445510736
