beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
9.278573608586953,0.26501439522557524,0.10014073247471256,0.15706132908642256,0.1934469313091163,0.2,0.41905132455746524,0.014115257882435065,0.059187978599723086,0.06406053609075496,0.8200000000000001,6.916721824233345e-05,9.542424552659722e-08,0.07142857142857142,0.3504319783534052,2021-03-16,0.03333333333333333,0.4830340525202009,2021-06-22,0.010383321071680976,0.02105824901530787,0.9996150403087564,0.9972271676496953
