series,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,17393.02562368003,17391.180532834005,17389.023816924662,17386.50297392188,17383.556703855134,17380.113451925605,17376.08971675733,17371.38808828501,17365.89497529464,17359.477977935323,17351.98285575684,17343.230037237514,17333.010612711263,17321.081749609297,17307.161467753005,17290.92271411993,17271.986682492978,17249.915335629856,17224.203108614416,17194.2678051907,17159.440748338577,17118.95631731402,17071.941102028704,17017.40303900883,16954.221068687202,16881.136078404143,16796.744174128362,16699.493656877956,16587.68745906181,16459.493199765097,16312.963404317903,16146.068732373922,15956.747165512716,15742.97187752762,15502.839773132826,15234.681247169772,14937.189431243487,14609.564004170901,14251.660687309439,13864.133258083075,13448.551079723988,13007.472865541144,12544.45790471148,12064.000271746323,11571.379909319287,11072.436069047579,10573.281324442534
I,5.0,5.845090846024837,6.8327885861627085,7.987073871710462,9.335929164113772,10.911995260821584,12.753331376929212,14.904293573865102,17.41654784946179,20.350235638884715,23.775310689591407,27.773067071000405,32.43787818305273,37.87916564840711,44.2236143750172,51.61764513308734,60.23014773342286,70.2554650498607,81.9165990553267,95.46858266797771,111.2019229865024,129.44596941375883,150.57199081632058,174.99565567292953,203.1784948599712,235.62778617103783,272.89413321261014,315.56582382049453,364.2588568725406,419.6013447947462,482.21087128299007,552.6633689703735,631.4522620375058,718.9370976151014,815.2817824868739,920.3839519525536,1033.7989774883279,1154.6646090632485,1281.6350041120606,1412.8354325160126,1545.8505243718969,1677.7586336803622,1805.2218677739525,1924.6351271843187,2032.328464174492,2124.8066116113005,2199.0000338940854
R,0.0,1.0,2.1690181692049677,3.5355758864375098,5.132990660779602,7.000176493602357,9.182575545766674,11.733241821152518,14.714100535925539,18.197410105817898,22.26745723359484,27.02251937151312,32.577132785713204,39.06470842232375,46.64054155200517,55.48526442700861,65.80879345362608,77.85482300031066,91.9059160102828,108.28923582134814,127.38295235494368,149.62333695224416,175.5125308349959,205.62692899826004,240.62606013284596,281.2617591048402,328.3873163390478,382.9661429815698,446.07930774566876,518.9310791201768,602.8513480791261,699.2935223357241,809.8261961297989,936.1166485373001,1079.9040680603202,1242.960424557695,1427.0372149482057,1633.7970104458714,1864.729932258521,2121.056933080933,2403.6240195841356,2712.794124458515,3048.3458511945873,3409.390224749378,3794.317250186242,4200.78294302114,4625.744265343401
G,5.0,6.845090846024837,9.001806755367676,11.52264975814797,14.468919824893373,17.91217175442394,21.935906922695885,26.63753539501762,32.130648385387325,38.547645744702606,46.04276792318624,54.79558644251352,65.01501096876592,76.94387407073084,90.86415592702235,107.10290956009594,126.03894118704892,148.11028805017133,173.82251506560948,203.75781848932584,238.58487534144606,279.069306366003,326.08452165131655,380.6225846711896,443.8045549928172,516.889545275878,601.2814495516579,698.5319668020644,810.3381646182094,938.5324239149231,1085.0622193621161,1251.9568913060978,1441.2784581673047,1655.0537461524016,1895.1858505471944,2163.344376510249,2460.8361924365336,2788.46161950912,3146.3649363705817,3533.8923655969456,3949.4745439560324,4390.552758138877,4853.567718968539,5334.025351933697,5826.645714360733,6325.58955463244,6824.744299237485
