beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
9.030584282853155,0.21130642613026954,0.8964158161777094,0.1650370145293962,0.19992055272377615,0.19925812394627335,0.45055998159423366,0.02000260940861818,0.04984662408010577,0.10702868770206157,0.03333333340716676,0.6754498127954685,0.0,0.8300000000000001,0.0003909741018296251,0.008396648946480862,0.026279706565142384,0.9995762122878893,0.9983488330596756,2021-03-16,2021-04-20
