series,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,4025.0155707941135,4020.159622733933,4014.5972807803196,4008.229240531694,4000.943324313889,3992.6131553988316,3983.096807648327,3972.235473393878,3959.852209312038,3945.750840976872,3929.715131934369,3911.508352484203,3890.8734162534925,3867.5337876360954,3841.195397564222,3811.549834563984,3778.2790962868785,3741.062185078825,3699.583798776372,3653.545292306065,3602.6779541744363,3546.758444477183,3485.6259740580467,3419.2004759521587,3347.5006552448285,3270.660447837227,3188.9421391910805,3102.744272331291,3012.602591349821,2919.182680591196,2823.263679892,2725.713422193513,2627.456416161687,2529.4370916318803,2432.581435079197,2337.7604045181774,2245.7582606655023,2157.248234234238,2072.776922913549
I,14.0,16.05594806018057,18.407100401757717,21.093720570032065,24.160892673830446,27.658883054121898,31.643454193802278,36.17609760949079,41.324142169432385,47.16068207071202,53.76425469907299,61.218183209424204,69.60948279824994,79.02721485599714,89.56016195667117,101.29369256557491,114.3056923295652,128.6614650717053,144.40755835981724,161.56455315816052,180.1189806581573,200.01469422377912,221.14422579815937,243.34087874441536,266.3725237028625,289.9382263698917,313.6688897420597,337.13297865343725,359.84806390421966,381.29836188200096,400.95769020479696,418.3164098623246,432.91013392168566,444.3474316671548,452.33360188640734,456.68791207014544,457.35247350879126,454.3920052382971,447.9849155113273
R,0.0,2.8000000000000003,6.011189612036114,9.692609692387657,13.911353806394072,18.74353234116016,24.27530895198454,30.603999790744997,37.83921931264315,46.10404774652963,55.536184160672036,66.28903510048664,78.53267174237149,92.45456830202149,108.26001127322091,126.17204366455515,146.43078217767012,169.29192064358318,195.02421365792424,223.90572532988767,256.2186359615198,292.24243209315125,332.24537093790707,376.47421609753894,425.142391846422,478.41689658699454,536.4045418609729,599.1383198093848,666.5649155400723,738.5345283209163,814.7942006973165,894.9857387382758,978.6490207107407,1065.2310474950777,1154.1005338285088,1244.5672542057903,1335.9048366198194,1427.3753313215777,1518.2537323692372
G,14.0,18.85594806018057,24.418290013793833,30.786330262419725,38.072246480224514,46.402415395282055,55.91876314578681,66.78009740023577,79.16336148207553,93.26472981724164,109.30043885974501,127.50721830991083,148.14215454062142,171.4817831580186,197.82017322989205,227.46573623013003,260.7364745072353,297.95338571528845,339.4317720177415,385.4702784880482,436.33761661967714,492.2571263169304,553.3895967360664,619.8150948419543,691.5149155492845,768.3551229568862,850.0734316030325,936.271298462822,1026.4129794442918,1119.832890202917,1215.7518909021132,1313.3021486006003,1411.5591546324263,1509.5784791622325,1606.434135714916,1701.2551662759356,1793.2573101286105,1881.7673365598746,1966.2386478805643
