series,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29
S,25862.952112086983,25861.400983394098,25859.451694548923,25857.002115574756,25853.923962534667,25850.056124725492,25845.196303791614,25839.090546060805,25831.42015042368,25821.78531457641,25809.684739935434,25794.49024844345,25775.415273248316,25751.475874083153,25721.442708043003,25683.782179551137,25636.58484012062,25577.479078243297,25503.52834532957,25411.110782472577,25295.78141334663,25152.119440619674,24973.56716485197,24752.27332695493,24478.96304740225,24142.86970369527,23731.781257353923,23232.273621285814,22630.222962099288,21911.699340592146,21064.331850350703,20079.180657830082,18953.033374283812,17690.853597561934,16307.874638497078,14830.635482555836,13296.23942120729,11749.417512836317,10237.618293153664,8805.114678011776,7487.623390138358,6308.8306140532495,5279.510310379084,4398.994050793407,3658.0905046373036,3042.4016593207234,2535.244755656507,2119.7991828200425,1780.438516588957,1503.3966711544713,1276.973470547371,1091.4646680936976,938.9530003565387,813.0482498657765,708.6265502481876,621.5937983945962,548.6827034065735,487.28461048327813,435.3131820230563,391.0954546843744,353.28554484742085,320.79665082294696,292.74761362318446,268.4209513839271,247.22988413655804,228.69238127801174,212.41068823347499,198.05512895149957,185.3512492853549,174.06957595511253,164.01742847729943,155.03234724156002,146.97679800447054,139.7338879814781,133.20388655493764,127.30138833560478,121.9529909618736,117.09538693016698,112.67378970734867,108.64063074737724,104.95447686394968,101.57912749803299,98.48285937696764,95.63779236127152,93.01935527916834,90.60583453738018,88.37799148683574,86.31873708218755,84.41285443571381,82.64676153193014,81.00830771951635,79.48659869526375,78.07184559060644,76.7552345044466,75.52881342780965,74.38539400137462,73.31846595610033,72.32212242602276,71.3909946037097,70.52019444320683,69.70526431099192,68.94213264927966,68.22707485352912,67.55667868171597,66.92781361053747,66.33760363625095,65.78340308779636,65.26277507927581,64.7734722794542,64.3134197191122,63.880699393994455,63.473536452722406,63.09028678619751,62.72942585838169,62.38953863847956
I,5.0,6.283829863970226,7.897186636394518,9.924583862632119,12.4721709739301,15.673249444030127,19.69518213356674,24.748040040457685,31.09541125342343,39.06789369815289,49.07990789237882,61.650599003774154,77.42974761576774,97.22977060873677,122.06505588498605,153.20001507892223,192.20731758532997,241.0377212827173,302.1026340717429,378.36986086875885,473.47166585322424,591.8219542186649,738.7355669284573,920.5367744417496,1144.6353736379144,1419.5367783629963,1754.7371210123556,2160.43692157998,2646.99112894937,3224.0072246725554,3899.0200437995177,4675.730537994445,5551.914362113969,6517.290097388608,7551.856254305616,8625.374943662957,9698.66048073062,10726.994271390531,11665.330889766448,12474.208647757383,13124.831662990377,13601.974012427518,13904.13597120754,14041.340378354087,14031.597156600577,13897.16010436046,13661.378083793326,13346.48958399386,12972.350043036131,12555.893093511653,12111.081190140172,11649.134428787103,11178.886098383782,10707.170216337387,10239.189103988254,9778.837204532292,9328.973952933547,8891.647283335033,8468.273330600947,8059.779149097212,7666.715153358757,7289.343250957825,6927.705705247713,6581.678843069186,6251.014900905545,5935.374611254114,5634.352567745194,5347.496958415293,5074.324903157948,4814.334355657285,4567.013316079436,4331.846935108613,4108.322961785933,3895.9358885099273,3694.1900698301934,3502.602032157619,3320.70214526029,3148.035790370466,2984.164131562811,2828.664574990677,2681.130983215744,2541.173698184749,2408.419415586318,2282.5109447369523,2163.1068813157276,2049.881214818254,1942.5228882411434,1840.7353240118298,1744.2359273676877,1652.7555761236758,1566.0381039395677,1483.8397827195759,1405.9288085801852,1332.0847948517332,1262.0982747921762,1195.7702160527854,1132.911548417299,1073.3427059158557,1016.893184074754,963.4011127880435,912.7128450752932,864.6825618119223,819.1718923763522,776.0495510455089,735.190988881603,696.4780607843276,659.7987073300842,625.0466509806514,592.1211062154465,560.9265031221955,531.3722239687868,503.3723522729661,476.84543388521774,451.71424960272054,427.9055988379075
R,0.0,0.26729882891621903,0.60323090166582,1.0254126495940339,1.555978578386508,2.222737917461383,3.0606261618015895,4.113525985720395,5.4365504098776025,7.0989038124192625,9.187464259167182,11.811264639756933,15.107091222895383,19.246467395090008,24.4443481589916,30.969917456921518,39.15995438103012,49.43531256096742,62.32113268566829,78.47146874564467,98.69903288712706,124.0107172486427,155.64938030655418,195.14201069030133,244.35369104682,305.5456300287187,381.43373372070494,475.241569221189,590.738021038327,732.2455468222844,904.600217936765,1113.0409162624603,1363.004375689204,1659.8084171364442,2008.2212192842933,2411.941685868196,2873.0522101490774,3391.540327860139,3965.0029291668748,4588.628786317828,5255.497058958252,5957.14748560622,6684.305830500363,7427.6176829394935,8178.264450849107,8928.390348405803,9671.329272637153,10401.663345273084,11115.163552461898,11808.662347420863,12479.897451399444,13127.353015206187,13750.113013346667,14347.733645883824,14920.136457850544,15467.521109160098,15990.295455746864,16489.020218268673,16964.36559946298,17417.077508305396,17847.951413880804,18257.81221030621,18647.498793216084,19017.852317633868,19369.70732704488,19703.885119554856,20021.188856108314,20322.40002472019,20608.27595964368,20879.548180474587,21136.92136753025,21381.07282973681,21612.65235229658,21832.282335595577,22040.558155701852,22238.048691593758,22425.296975864818,22602.82093478635,22771.11419081682,22930.646906348928,23081.866652007287,23225.1992864042,23361.049837123697,23489.803374988758,23611.825875492086,23727.46506273135,23837.051232359005,23940.898050992968,24039.303330283583,24132.54977443138,24220.905700427902,24304.625730672145,24383.951457916195,24459.112082730808,24530.325023867,24597.796502032827,24661.722097713588,24722.287283745107,24779.66793340852,24834.030804855734,24885.5340027007,24934.327417625784,24980.553144857106,25024.34588235976,25065.833309594847,25105.13644766641,25142.370001669107,25177.642686027062,25211.057533592088,25242.71218924568,25272.699188724207,25301.1062233613,25328.016391415575,25353.50843662589,25377.656974610603
G,5.0,6.5511286928864445,8.500417538060338,10.949996512226154,14.028149552316608,17.89598736149151,22.75580829536833,28.86156602617808,36.53196166330103,46.16679751057216,58.267372151546006,73.46186364353109,92.53683883866312,116.47623800382678,146.50940404397764,184.16993253584374,231.36727196636008,290.47303384368473,364.42376675741116,456.8413296144035,572.1706987403513,715.8326714673076,894.3849472350114,1115.6787851320507,1388.9890646847343,1725.0824083917148,2136.1708547330604,2635.678490801169,3237.729149987697,3956.2527714948396,4803.620261736282,5788.771454256905,6914.918737803173,8177.098514525052,9560.077473589909,11037.316629531151,12571.712690879696,14118.53459925067,15630.333818933323,17062.837434075213,18380.32872194863,19559.12149803374,20588.441801707904,21468.958061293582,22209.861607449686,22825.550452766267,23332.707356430485,23748.15292926695,24087.513595498036,24364.555440932523,24590.978641539623,24776.487443993297,24928.999111730456,25054.903862221217,25159.325561838807,25246.3583136924,25319.269408680422,25380.66750160372,25432.638930063942,25476.856657402623,25514.666567239576,25547.15546126405,25575.204498463812,25599.53116070307,25620.72222795044,25639.259730808986,25655.541423853523,25669.8969831355,25682.600862801643,25693.882536131885,25703.9346836097,25712.91976484544,25720.975314082527,25728.21822410552,25734.74822553206,25740.650723751394,25745.999121125125,25750.85672515683,25755.27832237965,25759.31148133962,25762.997635223048,25766.372984588965,25769.46925271003,25772.314319725727,25774.93275680783,25777.34627754962,25779.574120600162,25781.63337500481,25783.539257651286,25785.30535055507,25786.943804367485,25788.465513391737,25789.880266496395,25791.196877582555,25792.423298659192,25793.56671808563,25794.633646130904,25795.62998966098,25796.561117483296,25797.4319176438,25798.246847776016,25799.009979437727,25799.72503723348,25800.39543340529,25801.02429847647,25801.614508450755,25802.16870899921,25802.68933700773,25803.178639807553,25803.638692367895,25804.07141269301,25804.478575634283,25804.861825300806,25805.222686228622,25805.562573448526
