county,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31
CA-Orange,337411,489707,530252,501983,435332,513967,524570,536849,538783,586935,513878,434566,472920,482272,523043,500973,546409,537469,475298,452405,482850,505515,505872,551725,455532,406404,481868,460778,469811,509287,554358,472651,334358,457702,453601,466520,472484,526583,506429,367668,461659,472482,486912,513133,555876,495629,445997,423816,455411,486285,505639,522733,460971,405714,485586,274948,508891,495390,534300,471841,368102,455829,471386,460563,466930,511750,444884,384355,458646,424447,454005,425325,461565,327634,264447,274766,254025,207835,185278,140327,93232,129809,167317,125344,87943,157698,160020,141400,120263,158994,152223,152296,150894,165396,143531,108312,124234,125425,138375,123743,145857,142704,77102,127657,142128,147656,146364,155358,135453,115181,143065,152217,156459,159982,175176,160966,131552,161897,165264,161180,164738,181134,159657,126672,158182,168115,171869,175891,190482,192171,149281,165337,172581,174942,177602,196489,187428,154467,169005,186338,187820,192859,211059,193649,171049,162616,200288,205387,212150,226325,221357,179843,208383,213763,225509,228076,242474,228465,197439,231582,241531,248747,249344,259492,246631,215859,240197,235828,242972,248646,265715,259050,198231,247796,259040,262667,262724,279317,252790,214623,247320,256447,237878,242511,255839,172391,175509,224041,225526,221230,233726,250974,230455,198032,231965,222440,225093,227499,244652,226412,193193,218507,230242,235463,233767,251401,240116,205273,224801,238120,240402,242912,260711,254669,220265,239287,246532,248742,247856,265288,252182,211699,242059,246263,244247,245788,263379,253585,214390,231551,239964,239923,252977,286140,272868,219479,225779,233179,228896,233726,233029,255289,204213,222436,244941,242170,255438,282802,270033,227526,207611,237748,244814,244073,272688,277895,222716,226272,227233,241769,238277,251807,263862,208846,203178,233588,246075,249280,281213,278788,235828,234564,239950,245360,243950,273708,273496,219277,232636,242518,255109,266697,285539,285755,238125,244556,254083,255194,262030,289762,282859,232533,238069,247952,252514,255597,282604,272329,221216,222102,225558,244843,258193,281192,257264
CA-Riverside,182541,263725,284526,260685,227049,262901,273545,283198,282666,309309,278661,242330,264881,274406,302849,287532,316925,299236,255535,242717,272382,289169,288930,313058,244253,225013,274450,259662,263215,287553,328949,273239,194103,254357,253294,260838,263845,300656,275801,216020,255560,259712,271275,281152,290613,256837,226750,218803,246836,262817,276691,287844,255501,226433,273014,152125,288846,281007,301826,264987,218709,261412,292431,283388,292331,309431,259830,221493,262812,237172,251099,237723,283699,214343,171222,185160,163922,143107,134660,103026,67048,94724,114683,88938,60529,109928,114104,102604,87072,112248,108704,108374,107437,122181,104696,78340,88739,88731,91040,89186,99381,103189,54858,87507,96966,104016,102451,110893,98366,82984,100301,106420,110099,110709,121602,113289,93439,111741,114394,113368,114467,131120,117354,93772,114060,118029,117765,120222,132251,133712,104522,114905,118653,120649,122553,136721,126853,108597,122380,127976,129273,131124,148280,137004,116861,110116,134887,136998,142000,158150,149952,125893,135017,148876,158922,160160,172076,158612,136506,154979,157406,156709,158008,169086,160433,142667,154323,149042,155274,160926,173657,171015,128357,158976,160912,165996,168040,180216,164636,143384,158005,162304,155624,156558,174342,117982,121439,146265,144936,140516,152415,164549,148720,125760,151171,142819,144597,147157,158313,147116,125559,140152,149665,154213,155303,169232,160262,138787,148683,156397,162035,160819,170523,163573,147089,155337,160193,160076,159858,174998,160130,135444,157886,156819,153946,159324,171283,157984,138468,147569,150451,147472,161978,182006,169107,135952,142746,146494,145204,148139,149823,157147,125777,141571,154976,154234,165679,179837,163151,137429,131461,149669,156051,156573,173854,169981,137855,143574,140414,151651,147762,156293,160369,130981,126523,141192,152874,155560,176278,170987,145021,146839,146163,154188,154089,174718,170867,139049,147700,147771,161210,167805,183628,183882,156021,154191,156469,158999,162669,182345,180436,151757,151189,153956,156969,161685,179791,176284,145884,145378,150414,158954,163348,178293,164437
CA-Sacramento,109259,167103,178263,158816,133753,175013,184343,190572,189055,206267,161161,137508,170856,173094,193279,172568,192577,167984,135331,142665,179628,189803,188196,197616,146709,135069,180113,169455,177854,189238,206796,166417,108163,171963,173143,175962,176273,196278,169768,137750,171226,175996,181280,188866,195792,157149,137429,135750,162628,175338,184769,185239,163176,135480,181400,102344,190364,188496,194147,163661,134445,171529,185793,178827,184791,189242,151048,128574,161276,160312,161926,163695,169731,119362,93362,113183,105451,91197,93331,61157,41073,56559,73184,53171,38250,70783,71526,59733,52982,70311,69011,69688,70735,77232,57205,42660,62094,64185,64413,64918,71891,64480,39289,61530,65777,68451,68194,73171,66210,54315,65044,71098,72666,72864,79845,71922,58986,72436,75503,73029,75180,85432,72473,58344,72656,76580,75549,79102,84110,82907,66529,73459,75772,75669,77472,85528,77519,58816,76401,80474,81147,83744,93628,84671,70134,68675,84413,85705,89522,99763,89293,74239,88456,89917,91644,92732,102814,94983,80096,96682,96169,96447,97064,98971,93447,81062,93120,93134,95574,100915,105129,99610,77520,96475,99948,102599,104261,107581,96420,84573,96514,103088,101811,101213,109720,77682,74017,93416,93282,90412,96916,102356,91138,76514,95187,90738,91611,91609,97990,87651,74156,87420,93432,95853,96476,102205,94503,79812,91370,94018,95216,98823,104667,95747,81408,95321,99137,99523,99287,105273,94083,78987,96091,98836,97592,95473,99276,88657,74892,87730,89782,89597,93755,107370,98168,77505,86853,89759,89719,92937,89581,94093,72282,89471,99501,98207,103686,110063,102393,82460,77711,89815,94572,95570,102577,97664,77168,88570,88037,94196,93405,98415,98083,77695,81410,91299,96970,98157,107722,101246,84181,91787,90602,93359,92695,101854,99066,78794,90839,92846,97752,101470,110651,106776,89389,95315,97693,98456,99870,108524,105751,86553,93806,95121,97044,98986,107251,104256,85542,93031,95068,98288,100379,109107,102459
CA-San Bernardino,162809,243847,261307,237030,204383,241910,253052,260693,259370,289197,244784,211689,234227,237766,263726,247023,268013,247747,214072,210443,233824,247841,246553,272471,210523,197099,240574,220901,224131,244242,282820,229342,161396,219482,216003,222119,224841,258119,235258,186813,211067,220246,231097,241488,264059,220949,194035,190065,209532,229525,242933,251589,212159,190568,235900,140021,252734,245566,262783,230120,188449,222589,236458,228074,236950,252965,215018,183691,214163,200897,215093,201558,242279,186670,149498,161567,146951,135026,123354,97318,62459,85494,106154,83736,57499,101391,105000,94209,78229,106448,100967,105442,104219,115327,97493,73764,84760,86014,85950,83935,95514,92636,51598,82712,91884,99296,98208,103223,91353,75962,93779,100460,103097,104770,114955,105027,86373,105706,107240,105243,109099,122143,108124,85444,106514,109879,108751,112787,125072,120174,93967,107455,109518,110519,112824,125282,116128,98759,109541,116825,119162,121986,133070,121544,104048,99652,126898,127793,131186,142487,130495,110385,120958,126949,135449,141516,149862,138565,120655,139988,142994,143038,146099,153564,144041,127401,141005,136673,142228,147522,159918,152454,120414,145273,148758,153017,155206,167781,147761,129903,144651,150910,141864,145193,159916,105024,109119,134630,131123,128166,138133,149550,132755,113806,138479,131171,134227,134922,146829,131363,113393,128986,135084,139236,140330,152994,142471,120605,133136,141419,145655,146436,156966,141763,126550,144532,147140,146159,147091,159243,144158,124082,142860,141238,139626,143002,157758,139742,124866,137727,138523,138627,151859,170452,154088,125292,133898,136380,133461,137186,135670,141219,112758,130498,141730,141597,150667,165319,146855,121553,115736,138691,143030,142656,156891,145272,120032,131915,128165,138209,134351,141840,140851,115167,118573,130066,140802,140783,157211,148376,125044,133439,132824,137208,137185,152486,144787,118689,129868,130452,140327,146582,158533,152979,130008,136454,138049,140215,143457,157687,151716,128429,133287,134768,138082,141835,156475,150033,124494,127588,131987,142895,146322,159248,140726
CA-San Diego,272848,389572,423517,381282,330440,398343,414759,427002,429335,475634,407772,343174,385280,393559,435214,413975,438766,408024,347511,347783,395568,420021,420608,456928,349883,317685,404711,380540,389872,428164,464249,372606,261109,384674,382249,386077,391372,435150,399393,296116,377854,389879,401361,419323,424568,375437,330522,322383,370559,397117,418550,426738,361257,325403,415424,245025,438874,428216,448088,382772,302461,384772,399654,386651,400192,425011,358533,305146,368003,348968,366965,362125,391682,279372,226966,246228,218423,183464,179353,128017,84052,116838,148694,115114,81000,136892,140963,122437,105875,142776,135097,136921,134140,150852,119626,93224,116316,113890,118921,119284,112395,121408,68016,110874,123708,128545,128065,135974,116513,95012,123491,133696,136909,140737,153865,133949,111346,141352,144466,141984,146924,166013,143713,113190,144466,149305,150337,152180,167270,161208,128394,144511,151625,152538,154136,170199,158308,131320,154667,161318,162788,167772,190929,174887,150810,143837,172685,179331,184746,203798,196496,161048,187382,193129,202597,202306,221408,197882,173346,207255,214083,214695,219587,227528,219091,192448,209237,203853,212212,222775,237145,232978,181015,217960,223513,228644,235407,252654,229963,195808,213956,228669,223612,234356,254324,184804,189773,219137,212047,206877,223932,243811,223452,190951,222098,216278,215122,218670,237793,220077,187164,208450,217741,222367,224879,243354,235246,199065,212267,225319,231900,235667,254264,248678,215057,228722,235715,234761,237636,259106,244351,203615,229716,230200,227137,235143,259617,250116,209096,221562,230857,229037,246312,286031,265947,210474,216096,220012,214326,220917,225581,245325,191094,210148,233485,225744,244210,277153,276054,242067,206703,220977,227022,231518,257410,258539,206223,210386,206519,223638,222678,236492,248022,198082,189423,210518,225602,231214,260217,257775,217951,216491,217479,224035,221228,251029,252690,204225,214965,217369,233007,243297,265862,271232,226828,222910,227729,230928,235436,263176,266471,215260,216239,219196,225007,230145,255552,256084,201548,214629,219934,225509,233413,253234,231290
CA-San Joaquin,41556,61785,67985,60381,53134,68170,69703,73061,73678,81285,63720,56552,66349,68501,74549,68156,77343,66619,53964,55560,70052,72591,72247,77095,57272,52800,69532,65014,67039,72465,81707,63449,43171,64525,64924,65569,66608,75913,66321,53246,62795,65740,68750,72079,75723,59585,52359,51276,62129,66585,70754,75565,64304,54603,70146,39186,72291,71578,76970,63939,53007,66690,67592,65912,68672,70427,58453,49799,61090,60912,60961,63795,70577,50046,39488,46515,42844,38747,37139,27755,17349,25163,32264,24067,16272,30074,31331,25512,22985,31158,29859,30453,30320,33863,26462,19472,28025,28242,28365,28567,31340,28463,17012,26709,27437,30012,29544,31822,28311,23625,28573,30858,31194,31556,34645,31570,26833,32206,33199,32015,33468,37401,32008,26067,32925,33740,33409,34862,36860,35854,28954,31854,33089,32678,33779,38167,34626,28162,33370,34970,35494,37208,41849,36853,31925,30541,38109,37950,39611,43246,38025,32621,39057,39110,40295,40252,45150,41066,34849,41419,42061,40497,41363,42615,40861,37049,39720,39723,40553,42712,45869,43665,35533,41808,42140,43539,43700,46103,41035,37002,41591,42614,40968,42209,45066,30883,30584,38647,37840,37227,39637,41898,38004,32566,39172,37328,37570,38033,41032,37060,32086,37488,38738,38625,39366,42053,39261,33775,37631,39666,39337,41087,44269,40004,35174,40602,42816,42696,41903,45769,39414,34186,40516,39331,39490,39608,42606,38722,33282,36865,38531,37820,40332,46888,42017,33793,37054,38498,37939,39322,39376,39303,30912,38442,42677,41984,45576,48997,43738,35956,33258,40995,41638,42162,46045,43194,34909,38981,38481,41575,39941,42422,40826,33989,35043,39924,41645,42235,46756,43221,37217,40135,39349,40025,39760,45197,41658,34564,39122,39784,41974,43738,47378,44094,38422,40534,42403,41944,42632,46852,44392,38062,40992,42003,41828,42458,47319,44456,36624,40795,40804,42105,43077,47914,42643
CA-Santa Clara,107992,166447,179630,161013,146299,193434,207934,215564,216278,233223,190328,159365,193833,200699,214922,195736,216488,191073,174487,159236,198235,206456,209074,218279,164195,152592,203088,190878,195296,206828,218417,167910,120835,184570,188693,191054,191938,208830,176481,145610,193765,191817,196595,198175,205219,164388,142984,139673,158189,171736,176730,175053,161096,143874,197874,108067,209011,202967,212637,172042,138592,183956,188734,181662,185151,185423,144386,122861,162158,160368,158683,159264,161652,104557,82832,111167,65813,63216,62275,51120,33634,45957,59497,43246,33602,58171,57827,47139,42957,57869,54868,53860,54005,59216,46577,35149,47618,50980,51172,50773,54968,49271,32189,48236,50690,52929,52511,56249,50187,42200,51521,55442,56317,57468,62666,55285,47424,57219,59109,57538,57639,63944,55086,45146,55679,58979,59802,61848,63964,63770,53079,56583,59730,60317,60311,67994,63348,49519,62066,65154,66368,66481,74735,66264,57020,53789,66773,67422,68905,74663,65181,55457,68524,68894,71996,73811,82209,74092,62580,75916,77120,78255,77973,81610,76616,66104,76204,75762,78803,80684,87539,82239,64232,79330,81251,85159,85582,90027,78979,69832,79295,82547,80984,81912,84272,57953,61148,76352,77061,76383,80107,86128,77240,65675,81149,81914,80500,82177,89409,78185,66626,77329,81227,83563,83507,87803,81181,69952,79137,83033,83936,86306,88938,82728,72032,81428,86427,85647,87873,93284,82699,71578,85795,86686,85271,85376,89719,83504,70244,80558,84535,81467,87426,99069,87577,69517,76778,79303,81154,81190,79828,84322,66408,78892,86610,87174,90361,98198,89415,71857,67238,81808,81700,83496,88866,86949,68705,75508,76602,85032,81186,86005,86452,68783,70478,80087,86990,85468,94519,90441,75599,78659,80140,83121,79087,87989,86733,73017,79570,81170,87663,89425,97706,95989,81550,83123,85965,89396,88832,96905,95874,79969,81878,83377,88416,87804,96458,95626,78565,81502,84191,89582,87235,96865,91024
CA-Stanislaus,34636,52830,57087,51359,44397,53132,55578,57940,57199,64296,52699,45381,56454,56899,62288,57153,63497,55022,44431,46540,56443,57921,58179,64452,49083,45828,56952,53569,55302,58494,66603,54116,34977,52446,53463,54481,54695,62307,54764,45078,52388,54982,57204,58344,61968,48913,41566,42095,52255,54910,57541,59626,52227,45520,57914,31118,60815,59174,64325,53949,44416,56140,58537,57072,58730,62223,50747,42522,53588,53976,54583,56820,60774,44762,34275,45057,40402,37976,32722,23516,14422,20595,26143,20696,13055,25294,26421,22513,19676,25985,25269,25363,25690,28447,22868,15705,22769,23686,23943,24340,26299,24360,14308,22463,23975,25745,25361,27159,23760,20064,24516,26476,26363,26905,30043,26111,22149,27615,27363,27223,27967,31979,27536,22363,28139,28883,28337,29554,31354,31568,24971,27796,28501,27975,29293,32178,28899,23394,29291,30465,31521,31818,35936,30872,26064,25965,32471,32937,34663,38096,34628,29225,35233,35551,35579,35720,39736,36078,30759,36459,36541,36012,36828,38259,36706,32031,36335,36138,37021,38140,40286,37401,29175,36146,36946,38065,37385,39798,34251,30360,36329,37220,34955,35580,38882,25778,24455,32456,32085,31634,33569,35809,30542,26213,33056,31957,31692,32077,34493,29789,25241,31375,31993,32744,33137,35149,31558,26837,31543,32519,33152,34529,36836,33097,28466,34125,34802,34731,35249,37807,32765,27809,34020,33709,33279,33165,36593,31917,26680,31268,31731,31778,32834,38956,33915,27192,30860,32396,31955,33161,32607,32587,25956,31785,36544,36271,37835,41781,37236,30156,29216,34881,35757,36586,39983,37323,29474,33442,33280,35381,34459,36143,35047,28385,29333,34002,35802,35918,40076,37617,30627,34537,33796,35025,34434,39231,36379,29488,34085,34060,37189,37571,40845,38835,32199,35707,35418,36736,37337,41218,39386,32985,35315,35725,36926,37025,41117,38158,31920,34890,35333,36336,38056,41460,37739
CA-Tulare,19959,31595,35333,29303,24869,31994,32771,33787,34643,36765,30202,26632,33952,34606,38364,35187,38244,31219,25845,27452,35155,36822,36434,38176,27661,25652,35948,32698,33483,35598,40803,30482,20099,32859,33367,33647,34165,37312,30779,25760,31577,33008,34438,35882,37132,28145,23738,24477,32137,34403,35879,36332,27906,25481,34892,19534,38108,37149,38822,31342,26229,34639,34878,34277,35177,36618,28274,24152,31874,31272,32499,33663,36106,25115,20466,22909,23002,21341,18855,14025,8676,12318,16690,12647,8066,15872,16502,14078,11422,16321,16073,16664,16229,17797,14293,10638,14343,14210,13733,14506,16027,14041,8380,13400,15083,15677,15771,16313,13270,11895,15375,15995,16323,16360,18015,15443,12960,16906,16683,16556,17508,18825,16077,13344,17623,17779,17202,17746,19130,17924,14508,16661,17516,17417,17326,18952,16585,14011,17335,18345,18402,18912,20307,17266,14583,14522,19048,19473,20154,21682,18531,15369,20598,21126,21627,21667,24087,19440,17299,21352,21429,21322,20925,22180,19673,17871,21368,20840,21488,22159,23396,21100,16691,21305,22014,22574,22541,24176,19825,17703,21632,22460,21705,21978,23747,15980,15197,20283,20025,19291,20371,22080,18188,15251,20217,19524,20218,20482,20983,18002,15098,18801,19418,20412,20140,21605,18762,16088,19301,20249,19784,20427,22616,20076,17185,21233,22350,21691,22334,23743,19871,17148,22245,22442,21534,20982,23005,18937,16188,19953,20771,20145,22143,24529,21132,16274,19120,19585,19529,19764,19690,19062,15444,19463,21892,21753,23114,24952,21666,18831,17354,21217,21607,22048,23975,21303,17093,20088,19811,21813,20286,21430,20243,15871,17518,19828,21802,21508,23254,20845,17880,19982,20228,20940,20901,23638,20149,16818,20207,20248,21886,22663,24646,21773,18766,20964,21783,22302,22638,24428,21977,18702,20765,20965,21720,22141,23922,21764,17949,20713,21415,22307,22274,24990,20731
CO-Adams,41129,59991,67283,62635,50892,60870,68364,71459,71657,76998,65799,53026,62587,63027,69906,67001,69895,68030,54989,57427,62203,67142,63304,72547,58636,50685,63004,59512,60205,63115,74657,61733,44314,48108,46541,54125,54834,48794,59732,39056,55926,54840,56202,56823,63910,55610,45753,46421,52166,53836,59228,62762,59752,42850,56022,47086,65444,62045,65621,59321,44218,53773,56536,54054,55680,60949,57486,44776,52573,53109,53968,55191,56244,44281,34713,39425,34451,34580,24581,25231,19538,24958,33141,25727,19819,23582,24323,22209,20182,27096,26485,26494,23700,27839,26380,21250,25707,25095,25716,24773,28521,26463,13008,19454,23238,25575,19353,27608,25624,21996,26756,27116,26822,27757,30998,29103,23879,29605,29309,29197,28785,33591,29761,24062,29357,30727,30844,30258,33862,34573,28045,29058,32081,32461,33766,35673,35637,30063,34799,35610,36406,37514,40196,34560,26504,29377,35780,36395,37079,39731,37416,32214,38173,37700,39599,38774,43407,37676,32751,38428,38673,39122,39848,41677,38634,34195,38983,38284,39729,40067,42323,41288,32282,40272,40739,41501,41923,43865,41232,34351,39923,42931,39477,40343,43335,31514,30552,37143,36954,35656,39659,43346,40698,33676,37399,37421,39378,39293,43040,39076,34132,38200,39830,40172,40481,44011,41634,35457,38116,39253,41072,41515,46327,44131,37473,42172,43218,43384,43126,45901,41058,34236,41445,41036,41388,41602,45215,41783,35848,40513,42354,41249,44036,52639,46123,36073,39697,39785,39925,39716,39191,41692,32390,37219,42346,42496,44507,48506,44526,37028,35603,35375,39490,41161,47293,47531,37774,38970,37845,42156,40014,42225,42806,33654,34729,37445,42610,42731,47601,45078,36546,41289,41584,43047,42715,47476,45350,35825,40520,40088,44459,45362,49639,47731,38520,41249,41588,41895,43381,48060,45854,35910,40403,40917,41270,41722,46543,46898,26394,32536,38471,40829,42308,46926,42160
CO-Arapahoe,52743,82759,91049,83100,68346,84431,97877,101875,100931,105779,89166,70121,88737,89752,99702,94355,97395,90464,72470,79465,89799,97606,91731,102110,76963,65476,89881,86257,87032,89592,102640,85162,59996,70779,67477,80539,80717,52540,82864,53878,82244,80189,82730,84285,96174,76746,62195,64840,70496,75143,85677,90212,79975,54941,81669,65770,95293,90666,91793,77819,59331,78173,82247,78457,79425,83467,75736,58414,75280,76913,76634,77164,73150,56394,43415,51455,43799,43590,28980,29060,22801,29825,40249,31662,23877,28365,27543,25387,22692,29397,30228,30143,26445,30548,29673,23893,28598,28758,29036,28660,31544,30746,13142,21078,26630,28789,21800,31240,29095,24341,29525,31087,30995,31140,34073,33691,26288,33931,33876,33909,33062,38060,33252,27145,32784,34444,35586,35663,39906,41046,31889,34532,38522,38643,38270,41671,40653,34448,42689,41450,43689,44666,47761,41645,30561,35078,44376,44706,45853,48602,44774,37352,45501,46590,47869,47916,51907,45618,39389,48344,46795,50268,49661,51254,46794,39970,48582,48922,50674,51038,52162,51998,38791,50297,52495,52645,53177,55400,51659,40634,49519,54019,50728,50345,53663,37207,37156,48897,49066,48156,52050,55115,50241,40600,50496,50501,52430,51458,55373,50135,41718,49813,52966,53435,52829,55722,51259,42361,50837,52572,54936,54878,57996,55138,46570,54253,55646,55922,55536,57902,51226,43913,53194,53156,54524,54594,58121,55606,45509,52895,55774,56837,57417,69148,59685,44829,50126,53360,51718,53652,53717,53309,39454,48667,58126,55537,59408,63541,56292,44070,43621,46625,50993,54844,61919,58190,44133,49315,50977,54201,55054,57193,54925,42949,44998,50808,54057,54608,61139,55343,43912,49706,53819,54630,54319,60195,55832,41562,48903,50911,55561,58230,62488,58313,45223,50808,51985,52099,52257,57160,55867,42960,50016,54093,55035,55014,60950,58512,31954,36846,50072,53090,54551,59762,53915
CO-Denver,73055,99978,107019,95995,77443,97818,108055,113853,119899,129427,114665,89223,99670,102967,116369,112756,114982,112988,89985,95180,103983,113155,108494,117148,86623,76164,104140,96573,100375,111906,117359,85873,65534,77647,72070,84124,88109,68859,82529,59999,89877,85935,93070,97972,101048,81270,66715,74060,80901,85303,95873,98942,90358,66147,89675,82765,105927,100168,95636,82787,65234,82297,85305,83755,87768,102401,107753,92076,98189,82497,81141,85784,81114,57075,45765,51878,44840,42851,32229,31684,23284,29097,42043,31551,24236,30436,28616,23658,22200,31666,30505,30285,27312,28494,23926,20895,28267,28467,27967,27454,29002,24197,13413,20968,25061,26952,21971,28475,23391,20532,28439,29610,29546,30021,31549,26829,22460,31466,31701,30653,30513,35068,26488,23397,31295,33190,33631,34845,35671,31792,27521,32965,36048,35652,36986,38947,32584,29983,39325,38272,38731,40143,42753,33748,27381,31045,41298,41651,44018,45115,37563,34435,45358,43133,44011,45095,47489,38210,35944,46553,44054,47065,46256,47010,39592,37050,46026,44361,47131,48822,48981,44205,35826,49894,49556,51128,52552,54070,46621,40190,49918,51603,46369,44602,43788,33442,34659,45125,44318,42177,48924,51546,43754,37391,47431,45561,47569,48637,51329,44101,39508,46787,47445,49102,51154,53572,46698,40267,48114,48699,50596,53447,57204,51035,46195,52407,52861,52723,54238,56478,47273,40671,51220,50085,49675,51745,54662,49236,44045,49656,51382,50937,55045,65312,51417,41066,46608,46360,46379,47703,47816,45407,34649,45807,51992,51320,58668,61292,53212,47405,45849,47281,50083,54336,58569,53448,45001,50736,45782,53009,53101,53287,51182,43337,47006,47903,53489,55743,60623,51886,46876,51686,50611,53201,52777,57514,49196,41076,49552,46740,53705,57116,62005,56058,48793,54215,52130,53346,56690,59377,53007,44401,49568,49783,52084,53783,58370,52823,37700,41375,47409,49000,51560,54063,43001
