series,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,27057.102391060766,27054.793560909446,27051.789533087456,27047.88754522474,27042.830143861203,27036.293378628514,27027.874373469916,27017.0796138565,27003.31620221976,26985.889415927744,26964.010883727347,26936.82204314737,26903.436488048595,26863.00165733758,26814.775013221686,26758.203697558918,26692.99229666081,26619.143628776215,26536.963379941088,26447.028854734188,26350.130927945702,26247.20294829138,26139.249952767408,26027.28768941722,25912.296078250143,25795.1877075661,25676.789488559625,25557.834555401743,25438.961430435087,25320.7179014707,25203.567647029005,25087.898211354288,24974.029396968916,24862.221492652756,24752.683001676236,24645.5777007454,24541.03096619384,24439.135368561343,24339.955573528292
I,6.0,7.828830151320816,10.2065515612029,13.292015299021337,17.286055438637597,22.439936236234914,29.063746495935334,37.53340638967793,48.294145515240324,61.85740016603705,78.7873403531514,99.67319370487667,125.08489330726194,155.51293255369762,191.2985420652948,232.56597436283982,279.1720973119191,330.68699741156144,386.4122864537628,445.43382874436116,506.6970492332982,569.0892649489562,631.5151192770112,692.9561730850394,752.511290405311,809.4187578569306,863.0634762348487,912.9733312939419,958.8085897570832,1000.3474315409039,1037.4698914593248,1070.1417358172953,1098.399211337283,1122.3351787464617,1142.0868554232661,1157.8252079202405,1169.7459258381805,1178.0618494036241,1182.9966964843838
IH,0.24,0.4150828374407519,0.6159610433531877,0.8576129258782914,1.1573193806635056,1.5357203883444215,2.0179236290617077,2.634649004482676,3.4233438529424474,4.429135634395112,5.705402816140819,7.313652421594352,9.322323656645755,11.804141054567914,14.831777757917154,18.47189890822333,22.778107615223878,27.783782695827576,33.49607785155727,39.89227626392956,46.91924031752089,54.49602249164894,62.51906329409545,70.86900058636459,79.4180207119475,88.03683665861315,96.60066348718553,104.99386514104262,113.11319917994682,120.86975969205841,128.18981596025037,135.0147819472414,141.30054909838944,147.0163895705009,152.1436014677679,156.6740302312296,160.6085656758172,163.95568451607483,166.73008422454134
IN,0.24,0.4354832654791482,0.6678602510419439,0.9522433239372947,1.307295755685773,1.7562523978308606,2.328088923339233,3.0588099642548614,3.992778590140021,5.183938308675449,6.696684292567855,8.606034086601404,10.996659606835488,13.960324604402341,17.59139163888735,21.980369523829644,27.205949020165964,33.32649953798207,40.37236721593771,48.34033386854556,57.19121281217257,66.8509029578169,77.2145406413903,88.15289871712785,99.51998235122144,111.16083132639562,122.91875990202976,134.64154144229462,146.18630071128192,157.42307455427547,168.2371334101244,178.5302298827989,188.2209707836607,197.2445101220136,205.5517443852173,213.10816678925332,219.89250975113546,225.89527811918305,231.1172515722211
D,0.01,0.02092996627741007,0.039833472175573,0.06788527814244244,0.10694227963794539,0.15964837048313382,0.22958742071703225,0.3214867424505048,0.4414726789997034,0.5973769826190367,0.7990865789607611,1.0589193305418427,1.3919942235948626,1.8165470702375304,2.3541256688217764,3.02958746352209,3.8708259307996267,4.908175714539687,6.1734915808908735,7.698954086486804,9.515709229377954,11.65248303951213,14.134315073206729,16.9815286294556,20.209011073300264,23.825828940801266,27.83516084017002,32.23450248304658,37.01608333857382,42.1674310576021,47.672024380072344,53.50998423654293,59.65876346002302,66.09380611262687,72.78915686359419,79.7180086692876,86.85318311500954,94.16754230959239,101.63433440438565
R,0.0,0.09850393080268982,0.2726516455349607,0.5350890090438687,0.9046343449363802,1.4074550393561958,2.0786711217954315,2.9644251034001883,4.124448203680293,5.635124041292093,7.59299329259522,10.118548369779166,13.360032217830792,17.49678844028007,22.741540708157384,29.34086324343219,37.57311452184497,47.74330692463863,60.174788017527035,75.19814336325199,93.13825152269139,114.30076933144869,138.95940000765066,167.345100625556,199.63800826883798,235.96242871192203,276.3848420369012,320.9145952986906,369.5067876387872,422.0667927452204,478.4558788219816,538.4974478225914,601.9834994124851,668.6810138563995,738.3380312446785,810.6892767053487,885.4612404867762,962.3766681509426,1041.1584508469346
G,6.0,8.308830151320816,11.312857973308564,15.214845836023233,20.2722471995612,26.809012432249524,35.22801759084874,46.022777204266156,59.78618884100278,77.21297513301874,99.09150733341605,126.28034791339344,159.66590301216885,200.1007337231855,248.3273778390785,304.8986935018471,370.1100943999536,443.95876228454944,526.1390111196757,616.0735363265751,712.9714631150609,815.8994427693827,923.8524382933543,1035.8147016435435,1150.8063128106182,1267.9146834946628,1386.3129025011353,1505.2678356590163,1624.140960625673,1742.3844895900604,1859.5347440317537,1975.20417970647,2089.072994091842,2200.8808984080033,2310.4193893845245,2417.52469031536,2522.0714248669196,2623.967022499418,2723.1468175324676
H,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418,13528.553620263418
beta,8.038493508887647,8.038493508887617,8.016375845179544,7.987780019140542,7.950939563613908,7.903692974154789,7.843451623535509,7.767203838938972,7.671581989722191,7.553025183446204,7.40806865954178,7.23377456189228,7.0282805016026355,6.791383021444887,6.525010396323689,6.233409767326871,5.922916562548267,5.601297127559469,5.2768101480202025,4.957235028554471,4.649107784199986,4.3573004922912855,4.084947607827679,3.833628373288363,3.603683938488575,3.3945658411530615,3.205150507898849,3.033990483082021,2.8794977878876056,2.740067776355321,2.6141564517751803,2.5003241152090383,2.3972561057123833,2.3037687979640205,2.2188066681585465,2.141434367042309,2.0708263609189923,2.0062557377132877,1.9470831264648385
