beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
9.378867695456353,0.29340894628929126,0.7795901227800048,0.04228910913003915,0.12678856727438637,0.19951014985987658,0.3440858746839053,0.01343280493610152,0.12685702374124933,0.06401466896951963,0.8800000000000001,2.7176368316123236e-07,1.3622731016886275e-07,0.05193722082068292,0.0,0.032215492680817144,0.37064468186180977,0.9936846281219643,0.72193849600496,2021-06-10
