series,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,24048.45179031294,24046.66103831731,24044.48717539538,24041.852686068996,24038.66641668221,24034.822093516537,24030.197096633434,24024.651712001985,24018.029144164528,24010.156618669098,24000.84791777896,23989.907649347722,23977.13742238742,23962.34387977657,23945.34822934556,23925.99656572873,23904.16996934411,23879.793205291455,23852.84090411633,23823.340409263667,23791.37096387471,23757.059459136286,23720.57343679248,23682.112325021262,23641.897953972915,23600.165276867727,23557.153987106187,23513.101450227823,23468.237122476276,23422.7784384347,23376.928027341786,23330.872053901534,23284.779460040743
I,6.0,7.310751995633268,8.89975475791032,10.822263703662315,13.142751994157328,15.935655000294554,19.2857994833739,23.288320156153375,28.047822381117896,33.67652208605798,40.2911012093105,48.008081543803364,56.93766198060216,67.17619163300166,78.79774673337309,91.84559061153396,106.32453974722716,122.19534062010666,139.3720145456254,157.72274823463886,177.0743737648235,197.21992860206274,217.92835665770247,238.95519989630606,260.05315495294866,280.981579661902,301.5143430504884,321.44573248481237,340.5944016375745,358.805533548143,375.9515019572061,391.9313552408825,406.6694406824025
IH,0.24,0.3297133806708258,0.4156788382936086,0.5113733313857509,0.6240448412444852,0.7589816314255913,0.9211379001044842,1.1157586255116172,1.3486097991931394,1.626030996458966,1.954880624141842,2.342389671704331,2.795921996323057,3.322638205816027,3.9290689411109123,4.620618442650764,5.401037379795385,6.271920433518016,7.232293563926485,8.278353521923767,9.403406099552297,10.59802224647419,11.850398828065092,13.14688152115523,14.472587939775762,15.812062827839219,17.149903235080053,18.471306211171886,19.76250982276855,21.011115926923686,22.206297348054704,23.338901775269832,24.401469957151114
IN,0.24,0.44546973276629054,0.6738073587709998,0.932852765077402,1.2315280829412802,1.5800506885001555,1.9901453363589505,2.4752429394505935,3.0506474116651394,3.7336450137406003,4.543523563515129,5.501463100092411,6.630257232583785,7.953828069852236,9.496509865243233,11.282098803601462,13.332697900373354,15.667422734236574,18.301068467887994,21.24286244613557,24.49543188771283,28.054099300439724,31.906581670167217,36.03312097153761,40.40702356567414,44.995544256119075,49.76102341138686,54.66217448249782,59.65542256332239,64.69620828277795,69.7401906204868,74.7443031193782,79.66763749189055
D,0.01,0.04028661932917419,0.0818945511963092,0.13435082927377537,0.1988832018686582,0.27763407083160263,0.3734131864516963,0.4896554903272771,0.6304578101360812,0.8006446085184006,1.005840366048361,1.252535054787371,1.5481311560686144,1.9009604276382026,2.3202582547553705,2.816084151994986,3.399179617986342,4.080759464255105,4.872239741891894,5.784913583756386,6.829594174551526,8.016249928446422,9.353659367700937,10.84911152688635,12.508172343540446,14.334529683707053,16.329921049022687,18.494140177410365,20.825112759620257,23.319027809583826,25.970509766916688,28.77281674396245,31.718051884081557
R,0.0,0.1545302672337094,0.38347941138974373,0.6882636145465586,1.0781655105220485,1.5673754053517088,2.1741977732174917,2.921101099513047,3.8351087463004445,4.948328939066269,6.298526770963543,7.9296715948296015,9.892395559942527,12.244292200059691,15.049977172896774,18.380832574428926,22.314366323443775,26.933141769367335,32.32326987727919,38.57250326281987,45.76802051159005,53.994031099232245,63.32935699682436,73.84515137579461,85.60289753808794,98.65279701564883,113.03261246077673,128.76698672922532,145.86722105337918,164.33146631081087,184.14526327848958,205.28235953191378,227.70573025667164
G,6.0,7.7907519956332685,9.964614917560981,12.599104243945803,15.785373630733801,19.629696796403614,24.254693679506524,29.80007831095591,36.4226461484127,44.29517164384222,53.60387253397938,64.54414096521708,77.31436792552014,92.10791053636783,109.10356096737938,128.4552245842101,150.28182096882603,174.6585850214837,201.61088619661098,231.11138104927446,263.0808264382302,297.3923311766553,333.87835352046005,372.33946529167986,412.553836340027,454.2865134452162,497.29780320675474,541.3503400851178,586.2146678366648,631.6733518782393,677.5237629711538,723.5797364114067,769.6723302721973
H,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055,12068.854767016055
beta,6.421568537354435,6.421568537354506,6.3982230053822535,6.370110063164387,6.3363695476914454,6.2960367748190045,6.24805242163706,6.191284278330744,6.124564367241594,6.046744396111508,5.956770936077322,5.853778787634111,5.737196691533909,5.606854365628831,5.4630750329023385,5.306735002487615,5.139273391686335,4.962641752394053,4.779194374515964,4.591532502791945,4.4023256069932115,4.214136825216114,4.029276666631797,3.849700622013453,3.6769558008420056,3.512172439932618,3.3560901838398722,3.209106847489594,3.071338144508993,2.942679322313502,2.8228626165451933,2.711507144083312,2.6081599301926377
