beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
7.260322012126978,0.040441206402034045,0.04091075861358646,0.18187450268152122,0.0451012080886933,0.0729664291390971,0.020204510502942093,0.5001708312677894,1.3332527576726418,1.2202653182262293,0.045165333033748076,0.93,0.26275884351734796,40.808860489469915,0.9986959893883565,0.9955948853284442
