beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2,reopen
6.218587689501141,0.04,0.04614952426974095,0.26678506375415534,0.01,0.02934354760878114,0.001577745293868367,4.999999959062663,0.2613157342138362,1.9999990714871652,0.05,0.9,0.4880477793024269,7.202028239885314,0.9963811273798622,0.9912517582367016,2020-06-14
