series,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19
S,7422.26892066415,7420.359870232459,7418.199743438569,7415.755813932868,7412.991172551714,7409.864216005894,7406.328079659671,7402.330010198741,7397.810674271697,7392.703399724298,7386.9333469094845,7380.416608848372,7373.059240859992,7364.756222817048,7355.390360594597,7344.831137759248,7332.933534324485,7319.5368367196115,7304.463472240544,7287.51791241423,7268.485703116372,7247.132695047162,7223.2045662498285,7196.426748466816,7166.504890625148,7133.126014486379,7095.960537693471,7054.665355487809,7008.888180694785,6958.2733376113665,6902.469183658252,6841.137286923046,6773.9634118348,6700.670253993211,6621.031715934661,6534.888330035574,6442.163220975055,6342.877774664783,6237.165969061718,6125.286159148697,6007.629033332551,5884.720510592987,5757.218556529528,5625.903272283693,5491.6601355021485,5355.456897310909,5218.315285035948,5081.279231262206,4945.3817514042985,4811.6127527496565,4680.889947053867,4554.034674442447,4431.753891981972,4314.628929087361,4203.110965318601,4097.522632045129,3998.064736999314,3904.8268839276843,3817.8007002131963,3736.894462221694,3661.9480783521763,3592.747609366825,3529.0387369076407,3470.5388066892224,3416.9472560394947,3367.95437900299,3323.2484858769894,3282.52158198762,3245.4737291049414,3211.8162690964286,3181.2740897277804,3153.587102448307,3128.5110858791195,3105.818029750801,3085.296094421873,3066.749282268938,3049.996899998444,3034.87287569007,3021.2249812602067,3008.913999969697,2997.8128694293996,2987.8058230669376,2978.7875469794976,2970.662364287571,2963.3434553174766,2956.752118993721,2950.8170785580173,2945.4738330163923,2940.6640544378874,2936.3350302960775,2932.4391493832027,2928.933429375678,2925.779083840587,2922.941126306863,2920.3880089515933,2918.091293447182,2916.025351560121,2914.167093172222,2912.4957194990516,2910.9924993993604,2909.640566796905,2908.424737367411,2907.3313427748044,2906.3480808697
I,5.0,5.659050431690859,6.404414617657942,7.2472404689450505,8.200071732862611,9.277010345466513,10.493894105323447,11.868490039923131,13.420703456985574,15.17280214013863,17.14965441991766,19.37897887605108,21.89160214541789,24.721719652007405,27.907151961456254,31.4895868064414,35.51479353959456,40.0327927595695,45.09795904874415,50.76902911287297,57.10898113251234,64.18474391859421,72.06668673627911,80.82783283522176,90.54273246808464,101.28592548983188,113.12992091028157,126.14262288837324,140.3841419593047,155.9029495528966,172.7313661177863,190.88042132354605,210.3341910809058,231.04380115226886,252.92138892275182,275.83442759115155,299.600929753882,323.9861436256837,348.70141332232794,373.405869904767,397.7115282447209,421.19216892310493,443.3960807557879,463.8623448126757,482.1398953910515,497.80815973452786,510.49773207585633,519.9093528306347,525.8294944808838,528.1411195153048,526.8286453322678,521.9767566106214,513.7633499184409,502.44747533344173,488.3535702688407,471.85351097510267,453.3480282771425,433.24887427948653,411.96283942410304,389.87836755957926,367.3551595392021,344.7168386397526,322.246501438999,300.18480629766736,278.73015537297795,258.04049356623807,238.23626330067938,219.4041013648793,201.60092890633769,184.85815668826584,169.18579688484766,154.57633494310886,141.00826777651955,128.44925696070817,116.85887804945925,106.19097069002979,96.3956102880164,87.42073202438604,79.21344344815274,71.72106387662399,64.89192844776558,58.675992698286095,53.025270611154646,47.8941356502925,43.239510707814,39.02096935461599,35.2007674516657,31.743821130374467,28.617644426285782,25.79225746152445,23.2400740090182,20.935775514288263,18.85617717080707,16.980090411829487,15.28818516414202,13.762854377517693,12.388082670199013,11.149320390548665,10.03336396608164,9.028243074252357,8.12311490814469,7.308165610602684,6.574518800558937,5.91415100552378
R,0.0,1.25,2.6647626079227145,4.2658662623372,6.077676379573463,8.127694312789115,10.446946899155744,13.070420425486606,16.03754293546739,19.392718799713784,23.18591933474844,27.473332939727854,32.31807765874062,37.79097819509509,43.971408108096945,50.94819609846101,58.82059280007136,67.69929118497,77.70748937486238,88.98197913704841,101.67423641526665,115.95148169839473,131.99766767804329,150.01433936211305,170.2212975709185,192.85698068793965,218.17846206039764,246.46094228796804,277.99659801006135,313.09263349988754,352.0683708881117,395.2512124175583,442.9713177484448,495.55486551867125,553.3158158067384,616.5461630374264,685.5047699352142,760.4050023736847,841.4015382801057,928.5768916106877,1021.9283590868794,1121.3562411480596,1226.6542833788358,1337.5033035677827,1453.4688897709516,1574.0038636187144,1698.4559035523464,1826.0803365713105,1956.0576747789692,2087.51504839919,2219.5503282780164,2351.257489611083,2481.7516787637387,2610.192516243349,2735.8043850767094,2857.8927776439195,2975.8561553876953,3089.1931624569806,3197.5053810268523,3300.496090882878,3397.9656827727727,3489.804472657573,3575.9836823175115,3656.545307677261,3731.591509251678,3801.2740480949224,3865.7841714864817,3925.3432373116516,3980.194262652871,4030.594494879456,4076.8090340515223,4119.105483272734,4157.749567008511,4193.001633952641,4225.113948192818,4254.328667705183,4280.87641037769,4304.975312949694,4326.830495955791,4346.633856817829,4364.564122786985,4380.787104898926,4395.456103073498,4408.712420726286,4420.685954638859,4431.495832315813,4441.251074654467,4450.051266517383,4457.987221799976,4465.141632906548,4471.589697271929,4477.399715774184,4482.633659652756,4487.347703945458,4491.592726548416,4495.414772839452,4498.855486433831,4501.952507101381,4504.739837199018,4507.248178190539,4509.505238959102,4511.536017686138,4513.363059088789,4515.006688788929
G,5.0,6.909050431690859,9.069177225580656,11.51310673128225,14.277748112436074,17.40470465825563,20.94084100447919,24.938910465409737,29.458246392452963,34.56552093985241,40.3355737546661,46.85231181577893,54.20967980415851,62.5126978471025,71.8785600695532,82.43778290490242,94.33538633966593,107.73208394453951,122.80544842360653,139.7510082499214,158.783217547779,180.13622561698895,204.06435441432242,230.84217219733486,260.76403003900316,294.1429061777716,331.30838297067925,372.6035651763413,418.3807399693661,468.9955830527842,524.799737005898,586.1316337411043,653.3055088293506,726.5986666709401,806.2372047294903,892.3805906285779,985.1056996890962,1084.3911459993685,1190.1029516024337,1301.9827615154547,1419.6398873316004,1542.5484100711647,1670.0503641346238,1801.3656483804584,1935.6087851620032,2071.8120233532422,2208.953635628203,2345.9896894019453,2481.887169259853,2615.656167914495,2746.3789736102844,2873.234246221705,2995.5150286821795,3112.6399915767906,3224.15795534555,3329.746288619022,3429.2041836648373,3522.442036736467,3609.468220450955,3690.374458442457,3765.320842311975,3834.521311297326,3898.2301837565105,3956.730113974929,4010.3216646246565,4059.314541661161,4104.020434787162,4144.747338676532,4181.79519155921,4215.452651567723,4245.994830936371,4273.681818215844,4298.757834785032,4321.450890913351,4341.97282624228,4360.519638395215,4377.2720206657095,4392.396044974083,4406.043939403947,4418.354920694456,4429.456051234753,4439.463097597215,4448.481373684655,4456.6065563765815,4463.925465346676,4470.516801670431,4476.451842106135,4481.79508764776,4486.604866226265,4490.933890368075,4494.829771280949,4498.335491288473,4501.4898368235645,4504.327794357288,4506.880911712558,4509.17762721697,4511.243569104031,4513.101827491931,4514.7732011651005,4516.276421264792,4517.628353867247,4518.844183296741,4519.937577889348,4520.920839794453
