beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
1.0076573300506235,0.3,0.8760409673600945,0.05478767934639196,0.19340690261156732,0.19994163811789623,0.10143329745050451,0.005911213311276792,0.044323487232170396,0.34293107701259,0.8,0.0,0.001918120661576379,0.03333333333333333,0.9554140013359104,2021-03-20,0.07142857142857142,3.6670128313178414,2021-07-31,0.013341197981045385,0.03166769691529026,0.9984534829886085,0.9927430583565388
