beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
45.92485440346567,0.20040559490699725,0.6509235562741722,0.06653744171597202,0.1948572757476041,0.1612054165612822,0.4990593807742494,0.014209436416054539,0.11213363884662475,0.02148283122701945,0.07013357726194923,0.8383809014034668,0.00012806543123954767,0.8600000000000001,0.0030150404527693325,0.004595896472614593,0.01386803972216711,0.9998245161681457,0.9981082509797452,2021-03-18,2021-04-20
