county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
WI-Milwaukee,7225,12018,12496,13369,15135,14077,11425,9540,10586,11196,11711,13743,13326,10554,10660,10770,12038,11762,12722,13058,9767,9072,10795,11978,12142,14633,13987,10819,10008,10796,11343
WI-Milwaukee,7139,2893,3021,3241,3608,3779,2596,2059,2498,2650,2694,2823,2699,2468,2682,2591,2939,2785,2336,2679,2150,2306,2504,2797,2747,3230,3278,2250,2476,2539,2578
WI-Milwaukee,7131,83,103,95,156,144,134,132,83,97,108,104,186,117,68,77,80,102,96,133,107,66,79,76,77,105,156,132,75,74,77
WI-Milwaukee,8131,1448,1412,1465,1444,1456,1517,1074,1267,1507,1386,1409,1306,1623,1275,1211,1356,1290,1160,1249,1431,1067,1225,1357,1321,1337,1300,1641,1210,1167,1255
WI-Milwaukee,8121,485,485,510,485,496,356,334,452,508,465,531,490,358,462,431,488,465,405,469,328,344,444,483,473,489,461,354,401,407,453
UT-Salt Lake,7211,1401,1392,1658,2113,2434,1870,1328,1639,1753,1643,1930,1948,1488,1456,1487,1660,1617,1859,1917,1395,1435,1584,1715,1999,2886,2953,1843,1443,1465,1557
UT-Salt Lake,7224,441,423,483,634,619,357,305,334,411,494,619,650,357,318,374,369,407,594,654,341,315,389,372,434,694,743,380,333,320,416
UT-Salt Lake,7225,16206,16116,17458,19872,18439,10903,13687,14803,16795,17180,19953,19857,10774,14882,14963,15981,16309,18303,18457,9967,12738,14779,15705,16395,19909,19462,11266,14513,15462,16626
UT-Salt Lake,7139,4325,4322,4486,4378,4522,2891,3472,3493,4275,4425,4426,4592,2607,4130,3939,4329,4228,4058,4248,2443,3603,3991,4228,4333,4607,4445,2751,3905,4005,4080
UT-Salt Lake,7131,100,108,135,143,267,142,192,86,128,136,215,306,167,129,127,153,149,260,361,147,101,98,129,160,278,350,88,98,92,124
UT-Salt Lake,8131,1562,1524,1664,1369,1189,1715,889,1247,1560,1537,1411,1329,2027,1398,1432,1623,1335,1101,1236,2069,1110,1333,1371,1242,1127,1150,2097,1164,1292,1427
UT-Salt Lake,8121,597,540,601,557,426,328,340,506,590,604,600,465,314,508,553,560,514,476,422,308,421,526,549,526,529,461,317,456,486,530
MN-Hennepin,7211,1676,1604,1833,2216,2536,1949,1379,1546,1666,1758,2467,2881,1594,1539,1596,1698,2184,3013,3530,1754,1384,1547,1600,1755,2064,2572,1607,1620,1591,1638
MN-Hennepin,7224,975,997,1044,1259,1214,1006,714,845,876,1033,1174,1298,870,811,823,997,985,1206,1357,870,740,877,943,990,1232,1273,868,789,839,904
MN-Hennepin,7225,17141,17523,17925,19184,17141,14365,12295,14941,15892,16789,19054,18774,13822,14540,14708,16462,16011,17430,18289,13033,13132,14991,16609,16684,19537,17999,14180,14016,15425,16084
MN-Hennepin,7139,6461,6152,6257,5625,4315,3798,3279,5750,5931,6507,6197,6239,5055,5723,5329,6195,5842,5480,5852,4650,4755,5553,6215,6149,6046,5539,4941,5411,5775,5815
MN-Hennepin,7131,447,473,509,616,1086,991,875,389,430,436,569,1302,730,310,324,368,411,510,950,604,267,338,356,339,503,960,778,361,295,343
MN-Hennepin,8131,1170,1011,1057,978,951,1316,651,1061,1181,1157,1068,1070,1469,1002,963,1195,1027,878,949,1414,946,1004,1239,1072,1126,1046,1647,1007,1017,1200
MN-Hennepin,8121,515,495,504,478,332,250,232,451,498,557,472,358,279,450,443,556,493,441,337,288,406,470,476,497,488,327,270,422,447,452
