beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2,reopen
16.410228329091826,0.04,0.04,0.5,0.03982786671152569,0.16361057248677977,0.07142857142857142,1.5198226750554482,0.12398503732124175,1.9926104623807481,0.02121212777045195,0.9800000000000001,0.14527509211938824,3.4038313523938037,0.9984522103634309,0.9976452256340961,2020-06-03
