beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
1.1663875858499166,0.20000000439376925,0.463851100396007,0.17291202410097709,0.14303069035190505,0.04000314194740648,0.06168556393515714,0.001,0.10339944431655834,0.9490810325909486,0.041667513153609975,0.7606124535944683,0.00878279525801647,0.9800000000000002,0.00018107934408176425,0.008382848135414993,0.012719376291637618,0.9982115507050701,0.978581393394223,2021-03-15,2021-04-20
