beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
26.603128852259754,0.20858948719981935,0.8436679122210429,0.0739309446736163,0.14319988265821296,0.2,0.25325892061952526,0.01855881989352481,0.054254869375190404,0.04378493190491167,0.03541709613984383,0.7889796112373341,0.8700000000000001,0.00191977696232153,0.00422047364207726,0.016514730806315485,0.9970491805746752,0.9795138537628195,2021-03-26
