series,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,20651.469841427523,20647.7050131781,20642.314806878578,20634.70391709413,20624.15507372514,20609.878842663904,20591.113803220618,20567.264335200023,20538.03238131608,20503.486953469554,20464.041245398643,20420.355387869386,20373.213061811566,20323.414970932587,20271.708255182617,20218.750633116408,20165.099308954912,20111.214268911994,20057.46839467762,20004.15981793181,19951.52412013198,19899.74531162784,19848.965246376643,19799.291481656535,19750.803741992222,19703.559192703153,19657.59672619681,19612.940442048828,19569.602474112133
I,7.0,10.204828249423976,14.778648288991214,21.207246210319138,30.059509882485962,41.93098015312242,57.341541184158885,76.60368591002083,99.70734492116144,126.27618517399327,155.61979843098408,186.85607208576286,219.04991237672112,251.32401026556295,282.92480519428636,313.24844284495146,341.8398915788514,368.3777402954608,392.65339530619866,414.5497004275135,434.021422193143,451.07851692183135,465.77230081928263,478.1842814738479,488.41727862025164,496.5884456197024,502.82383647646964,507.2542137063351,510.0118445465222
IH,0.28,0.4077214613767294,0.5941744902687147,0.8621774823092683,1.241570448436512,1.768720367001126,2.4840375991255,3.4267506197772524,4.627253139727847,6.099006415296814,7.833097450916005,9.79784427130124,11.943510700116981,14.210005925738649,16.53482727850582,18.859321863566358,21.13258110304377,23.313181881521935,25.369372680566542,27.27832635857949,29.024944111490292,30.600529310216565,32.001513256881466,33.228320745041586,34.284405846994645,35.17545692056379,35.90875483367594,36.49266290040088,36.936226530994674
IN,0.28,0.5130499924609353,0.8352156188166158,1.2863137660898902,1.9189163251615018,2.7995355206996297,4.00735253467193,5.6290669259149375,7.749340310138606,10.4382355856144,13.739014280291524,17.660067560248727,22.173095068343276,27.217138061186706,32.706366910507505,38.53920135747987,44.60693980598074,50.8009063256155,57.0177911696519,63.16326367734279,69.15412417357484,74.91931444949071,80.40008948984557,85.54960720943927,90.33214024179604,94.72206472456261,98.70273950315789,102.26535594864666,105.40781295127827
D,0.01,0.022278538623270637,0.04015790901987963,0.06621360340461732,0.10402174453550513,0.15846699705207354,0.23602878755203333,0.34495861470388656,0.49522822126549937,0.6981421726790661,0.9655953363711993,1.3090917277673242,1.7387460467314786,2.262491966120166,2.8856280611061895,3.610712044564199,4.4377295871016695,5.364433920255677,6.386761792268535,7.499257586220261,8.69546467112026,9.968264304374562,11.31015637947463,12.713484295645081,14.170610080125146,15.67404722786875,17.216558679262803,18.79122665475868,20.391500122217852
R,0.0,0.18695000753906477,0.4768382418487081,0.9139732712694395,1.5607493017652276,2.503295725744794,3.857078101397954,5.771044157084051,8.428293519149843,12.04131861038443,16.841090530315444,23.06137791305561,30.921515424042195,40.6112242763261,52.27995880049714,66.03153020054914,81.92339039762952,99.9693100926707,120.1441258012137,142.38947544605404,166.61976614621227,192.72790481376728,220.59053510539397,250.07266604701232,281.03166464613025,313.3206342316711,346.7912257381458,381.2959401685538,416.68998316437603
G,7.0,10.764828249423976,16.15503454894513,23.765924333392356,34.314767702384714,48.59099876362005,67.3560382069063,91.20550622750096,120.43746011144323,154.982887957968,194.42859602887827,238.11445355813578,285.25677961595505,335.05487049493456,386.761586244903,439.719208311111,493.37053247260707,547.2555725155246,601.0014467498993,654.3100234957101,706.9457212955407,758.7245297996805,809.5045950508783,859.1783597709862,907.6660994352977,954.9106487243686,1000.8731152307121,1045.5293993786952,1088.867367315389
H,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694,10325.733347655694
beta,34.292683173667804,34.292683173668564,33.68474053768546,32.85092692327013,31.741513411832223,30.3222073833843,28.591986790260894,26.597131585857575,24.43075869533302,22.21313703473055,20.06115265624693,18.063001589516887,16.268435953580457,14.693166114521288,13.329737401129657,12.15828750957692,11.154304971268775,10.29319993678957,9.55253780031596,8.91285661603863,8.357738325238339,7.873541397246547,7.449015853935807,7.074908912823347,6.743607728375207,6.448834374943858,6.185393577428647,5.948967685873119,5.735951585680456
