series,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,71251.98710071151,71249.73736194118,71246.87098734277,71243.2222187257,71238.58274523926,71232.69199859428,71225.22597070894,71215.78478765173,71203.87962501173,71188.92007416545,71170.20378403101,71146.9110722733,71118.10808263476,71082.76266276833,71039.77697663232,70988.0393856578,70926.49493980194,70854.2290960362,70770.5541425853,70675.08421973143,70567.78481833368,70448.9870393156,70319.36452109875,70179.87898493746,70031.70591902277,69876.15355607803,69714.5864029588,69548.36074193475,69378.7754405832,69207.03818535534,69034.24526951411,68861.37219109655,68689.27221211017,68518.68035299443,68350.22078990917,68184.41613038877,68021.69748805437,67862.41463277234,67706.84575965132,67555.20661139127,67407.65881985717,67264.31741954299,67125.25754044643,66990.52032056641,66860.11809598292,66734.0389344422,66612.2505801389,66494.70387540641,66381.33572092529,66272.07163090102,66166.82793411874,66065.51366626838,65968.03219368798,65874.28260382361
I,6.0,7.656622134408433,9.766118405669811,12.449479140270729,15.858287095609498,20.181398091644834,25.652438819596888,32.55780717415345,41.24454030346391,52.12695398391871,65.69035018706063,82.48938869217366,103.13807354398327,128.2880088744239,158.5920696349773,194.65239480517312,236.95491173085077,285.79710547805934,341.22022263602673,402.95958039679044,470.4253100049253,542.7202428025056,618.6933602430031,697.0193423217906,776.2901136546558,855.1040464809311,932.1417936980707,1006.2226539086057,1076.340056014264,1141.6781123867959,1201.6129813404702,1255.7032848957615,1303.6735125397563,1345.3936303056653,1380.8573027244888,1410.1603892313826,1433.4807672037382,1451.0600741018286,1463.1876356107036,1470.1866291779281,1472.4023960992954,1470.1927370970168,1463.919987796105,1453.9446579392138,1440.6204218002813,1424.290260304407,1405.2835733128513,1383.9141004585747,1360.4785089947277,1335.2555262690087,1308.5055120783302,1280.4703820270101,1251.3738070430113,1221.4216264548718
IH,0.24,0.3132926427296414,0.4019400759322074,0.5133916128268934,0.6547617825246455,0.8342865729893885,1.0620353725334941,1.350428299139455,1.7147141988862442,2.173431341981943,2.7488136878787808,3.467063255632624,4.358368166504236,5.45650761222532,6.7978614507036195,8.419654579699186,10.357340521443932,12.641183379514985,15.292324790433513,18.31887097781975,21.71271015665387,25.44777035104655,29.480202797955297,33.75057595666976,38.18772746583756,42.71360232039685,47.248298503257374,51.714641172017394,56.04183415347872,60.16799444275696,64.04158833068867,67.62192447595189,70.87892119294187,73.79237153515984,76.35090322514091,78.5507899096699,80.39472799000765,81.89065600447593,83.0506637700399,83.89001637508278,84.42630266196177,84.67870766892074,84.6674022671555,84.41303978356697,83.93634784498516,83.25780334965046,82.39737889284578,81.37434982023174,80.20715213805593,78.91328263485799,77.50923367900978,76.01045620098303,74.4313453229792,72.78524395106913
IN,0.3531166359225967,0.663639945085311,1.0342043884349366,1.484220635287145,2.037878634317468,2.725371580877703,3.584365421690207,4.661732373060003,6.015546181898099,7.717299772668071,9.854246144872036,12.531675109435051,15.87481956746575,20.029942526795118,25.164013296176726,31.46228465917723,39.12310154820734,48.34948247790972,59.33746546174991,72.26186966311721,87.26085004368397,104.42118174611892,123.76637213448711,145.2493524552567,168.75073268409056,194.08265461553148,220.9974300327287,249.19959991573606,278.3598562938027,308.12937319489413,338.15338317992354,368.08319644540063,397.58620622719235,426.3537106064855,454.1065907784872,480.59902270342525,505.6204755079123,528.9962813667322,550.5870621191962,570.2872791742702,588.0231440136128,603.7500928659294,617.4499948568244,629.1282305345769,638.8107484375901,646.5411818739458,652.3780864313186,656.3923407515238,658.6647384619772,659.2837874620654,658.3437236057858,655.9427388081127,652.1814183685883,647.1613785287877
D,1.0,1.0467073572703585,1.1076784880793091,1.1859016494453118,1.2858148389449422,1.4132406410422564,1.57560447866925,1.7822914185804177,2.0451036562300393,2.3788110258297746,2.801791168298714,3.3367487640879063,4.011487773086929,4.859687185873058,5.921599896259055,7.244558827310771,8.883141387923356,10.89882473836437,13.358975856810723,16.3350761796488,19.900184727776423,24.12578185525382,29.078273944922024,34.815533796950035,41.383868002318984,48.81573396102715,57.12839847720545,66.32357830473957,76.38797089361378,87.29449576816675,99.0040291543284,111.46741809733966,124.6275905382042,138.42162010110556,152.7826478557712,167.64160166765132,182.92868420173394,198.57462288041137,214.51169007668258,230.6745110110479,247.00068170374468,263.43122120977665,279.9108822609622,296.38834312281716,312.81630148718403,329.1514889320374,345.35462212619314,361.39030468489835,377.2268914753013,392.8363252692604,408.1939539584399,423.278335080095,438.07103313868777,452.55641413082867
R,0.0,0.16259332675988233,0.3992886465472103,0.7250055838997518,1.1607297567830321,1.7339218666011786,2.479802546006091,3.443170430767422,4.680687995224662,6.263647057586666,8.281232128322568,10.844269252804304,14.089385661638559,18.183408379792766,23.327696437014616,29.76193881828349,37.76678235708295,47.664525237391516,59.81708601711345,74.62060039862844,92.49634408072083,113.87820127691013,139.19748712831782,168.86642787930194,203.2618565177449,242.7106238915065,287.4778936773654,337.759002111573,393.67505940906744,455.2720561994647,522.5229658278947,595.3322023364068,673.5417747391485,756.9385318045653,845.2619828543478,938.2122834465173,1035.458074389646,1136.6439502216178,1241.3974061194638,1349.335170217808,1460.0688730116221,1573.2100389627785,1688.3744097199328,1805.1856254008262,1923.2783017944507,2042.3005484451721,2161.9159764452934,2281.805246225764,2401.6672053520565,2521.2196648111976,2640.199859907101,2758.3646389628248,2875.4904197861574,2991.3729504582275
G,6.0,8.24973877033103,11.116113368740876,14.764881985807232,19.404355472256988,25.295102117232762,32.76113000257333,42.20231305977815,54.10747569978035,69.06702654606256,87.78331668051013,111.07602843821094,139.87901807675613,175.22443794318752,218.2101240792087,269.94771505372114,331.49216090958566,403.75800467531724,487.4329581262116,582.9028809800819,690.2022823778377,809.0000613959124,938.6225796127628,1078.1081157740466,1226.2811816887252,1381.8335446334704,1543.4006977527051,1709.6263587767494,1879.2116601283042,2050.948915356156,2223.741831197383,2396.614909614938,2568.714888601321,2739.3067477170594,2907.766310802314,3073.5709703227244,3236.289612657116,3395.5724679391437,3551.141341060164,3702.7804893202147,3850.3282808543145,3993.6696811685,4132.729560265058,4267.46678014508,4397.86900472857,4523.9481662692915,4645.736520572581,4763.283225305072,4876.651379786198,4985.915469810469,5091.159166592746,5192.473434443105,5289.954907023503,5383.7044968878645
H,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695,35627.00179922695
beta,11.855040148658825,11.855040148658693,11.836727008314798,11.81347618379491,11.78401072326196,11.746756470081806,11.699792743759135,11.640807016828704,11.567062681236724,11.47539376667393,11.362245890888419,11.223787443842602,11.056116365602579,10.855581753690627,10.619221207283973,10.345281545225905,10.033745940731944,9.68674866295245,9.308743072146896,8.90632175869517,8.487673133844813,8.061768524836719,7.637458234630509,7.222672965788745,6.8238738497495985,6.445802866871336,6.0915005517289575,5.7625087837563544,5.459167077399314,5.180927941551272,4.926643784839096,4.694802643399973,4.483707589199682,4.291604706358457,4.116768825658493,3.957556972957084,3.812438460093037,3.6800088537925153,3.558993315116614,3.448243286335162,3.3467292978324923,3.2535317639738603,3.167830985549827,3.0888971213479843,3.016080581685889,2.9488030910839695,2.886549534216847,2.828860615859799,2.7753263154016214,2.7255800882520074,2.679293752349894,2.6361729927326567,2.59595341726652,2.558397099880738
