beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
4.82874925048687,0.2,0.1,0.04,0.05815174002515804,0.04,0.5,0.01528040709493544,0.187115761352349,0.8914545212962475,0.05,0.8,0.3392647667717118,2.0959576733754783,0.354740801933123,0.9214912997027818,0.3094384264591008,0.7935768668388189
