beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
1.4940670841151182,0.2069783175784797,0.7754387158423482,0.06579581044052964,0.08123973166051272,0.04000000000003011,0.3838329527118088,0.025822320457855222,0.12247072456585806,0.3650345523496249,0.9800000000000002,2.8422421730042412e-09,0.0,0.03333333333333333,0.3185038784746974,0.013065096838184477,0.09268696336313846,0.9987362768246949,0.9213650117484462,2021-06-10
