series,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,42977.662255814925,42973.22637787874,42967.759492400735,42961.027143148014,42952.74422809268,42942.565428251975,42930.07453272665,42914.772919107556,42896.06771110899,42873.260512002445,42845.53812157086,42811.967285417,42771.4962583997,42722.96668035408,42665.13975470228,42596.740665249985,42516.52414738947,42423.36174188443,42316.34731419871,42194.91222977556,42058.93617559414,41908.83575032037,41745.612566650336,41570.846999374924,41386.63256978741,41195.457111383286,41000.046983456494,40803.19663113681,40607.606277610335,40415.74607420644
I,7.0,8.635877936184396,10.648412239711307,13.121396596545416,16.155753013262064,19.872251648657915,24.414246514522535,29.950161527808543,36.67530491525214,44.81238205569439,54.609819665003094,66.33672795286483,80.27306378902293,96.69341631903059,115.84297544322465,137.9048747182278,162.9594426914523,190.93807111991515,221.5772703576651,254.38144663774887,288.60492216406533,323.2633785722089,357.1812108133593,389.0742937634277,417.6590058455701,441.77086191146634,460.47264507366884,473.13393936388775,479.470717144805,479.54263369077603
IH,1.4000000000000001,2.739327009865326,4.347786053784202,6.2890448014772335,8.640770439931638,11.497448628542653,14.973624253121743,19.2075488727477,24.365167304546915,30.64429431938416,38.27871289700586,47.54175970860072,58.748747643612994,72.25731598269945,88.4645225180939,107.79925539101815,130.70844236404625,157.63570802085644,188.99172956082393,225.1166883872292,266.23690441930125,312.41975379831547,363.53282905555545,419.2143399675717,478.86135049656696,541.6403302409989,606.5209751852537,672.3301890972106,737.8196320197462,801.7382588382052
IN,1.4000000000000001,2.7154181257940886,4.278540031364991,6.14973181165163,8.402471243465563,11.125981299165408,14.428248521280326,18.439406180300146,23.315410247309103,29.24185616136159,36.43766757293786,45.15822706664487,55.69731017070859,68.38693515532282,83.59397902867511,101.71219167548074,123.1481610466241,148.29997653753247,177.52795507563178,211.1179468869935,249.23941362439615,291.9024432498279,338.91965058187316,389.8798504220968,444.13987455776703,500.8386878699708,558.9343781844985,617.2605377242604,674.5951447727045,729.7332012908915
D,0.01,0.056672990134674056,0.14799626335402444,0.29294210306541263,0.5026053359053198,0.7906700455474001,1.1739702644144665,1.6731587051618002,2.3134970901968166,3.1257793853645315,4.147394275687864,5.42352426812356,7.00846432659825,8.967021268880252,11.375924837464936,14.325141828004684,17.91893724471197,22.276475702551785,27.53171130635878,33.832289255878294,41.337195667483755,50.212961677089616,60.62836459630824,72.7477675564083,86.72347238042285,102.68768030013925,120.74480443576763,140.9649097866921,163.37895284596183,187.97627313626646
R,0.0,0.09858187420591161,0.2900288259705419,0.5919973541640059,1.026427689673929,1.6204759410258125,2.4076335349279057,3.4290614213438104,4.735165148624041,6.387431890667454,8.460539833423901,11.04473140168757,14.248411485282826,18.200886734909325,23.05509928519014,28.99012695221037,36.21312507862275,44.960282549645285,55.49627531573758,68.11165487151712,83.11764434553656,100.8379681971109,121.59763411749061,145.7090047304944,173.45598274718543,205.0775841090614,240.75246947923688,280.5860487060613,324.6015314213668,372.73581465233826
G,7.0,11.435877936184397,16.902763414185067,23.635112666903698,31.918027722238513,42.09682756293919,54.587723088266976,69.88933670736199,88.594544705929,111.4017438124721,139.12413424405855,172.69497039792154,213.16599741522555,261.6955754608424,319.5225011126487,387.9215905649417,468.13810842545735,561.3005139305011,668.3149416162171,789.750026039367,925.7260802207829,1075.8265054945527,1239.0496891645867,1413.8152564399988,1598.0296860275123,1789.2051444316367,1984.6152723584257,2181.4656246781124,2377.055978204585,2568.916181608478
H,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268,21488.82912906268
beta,13.148229188422041,13.148229188422041,13.136026842430445,13.12101949146292,13.10258531800259,13.079976408285422,13.05229915365832,13.018494707811033,12.977321422780154,12.927342222316637,12.866921168560571,12.794234947161941,12.707306396888299,12.604068078342488,12.482463475255079,12.340590781747691,12.176888379807798,11.990351587760104,11.780757853137573,11.548865021769519,11.29653939487833,11.026772456243393,10.743560855458327,10.451651857027425,10.156188244800115,9.862311278160119,9.574788349269904,9.297721082362884,9.034365327055813,8.787066836859365
