series,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,20656.346529377315,20652.549292858315,20647.88208551723,20642.158536920557,20635.158851543067,20626.627023708734,20616.269487416947,20603.756150568744,20588.72498735068,20570.79148922488,20549.564185923075,20524.66700068718,20495.76827786872,20462.614897350544,20425.068148874718,20383.13641361042,20336.998814142014,20287.014437579666,20233.71374298791,20177.771972723094,20119.967887907118,20061.133850360402,20002.104397612802,19943.66985428126,19886.53964466705,19831.31757302315,19778.489124343603
I,6.0,7.397236518999486,9.105549252484513,11.186878148164187,13.711812266388915,16.75891519416548,20.412885408286876,24.761068093174103,29.887804073966578,35.866180570178656,42.747011643912764,50.545392222241375,59.225958151804534,68.68895540925868,78.76012172138101,89.18780829712642,99.65028444668255,109.77454723035844,119.16542292996934,127.44102402279938,134.2686992296569,139.39525708450856,142.66660699830524,144.03450753052442,143.5509141325262,141.35262012341445,137.64002075359335
IH,1.2000000000000002,1.7297534633033131,2.2430663770047556,2.8113366685281393,3.4784717435198207,4.277972830888065,5.240342141400121,6.395984913574886,7.775792917969851,9.410271838313234,11.327506194845789,13.550057026540294,16.090903142587536,18.9487013532475,22.10290788767093,25.509601013082694,29.099061229563834,32.77616394370034,36.42431474854871,39.91300699140522,43.10824954168176,45.88436025563918,48.135217047636495,49.78315301452946,50.784232942443005,51.12945222855639,50.84219435374875
IN,1.2000000000000002,2.209625580520504,3.338526061688205,4.629994278092557,6.132842846987678,7.902258302970245,10.000384810965851,12.496447348490564,15.466157709187902,18.990084527760402,23.15063204359701,28.027294259143563,33.689972808453945,40.19040692574033,47.552176851648284,55.760269476658756,64.75172369305139,74.40922074208675,84.55945335257806,94.97757390232144,105.3980282941935,115.53086109779937,125.0814786701512,133.77120516192306,141.35592706321654,147.6406494275169,152.48867101358368
D,0.01,0.08024671090960425,0.18150462047756638,0.3128113165913218,0.47738394511104354,0.6810099442562634,0.9314378781983761,1.238201877760335,1.6126159637654058,2.0678025281000525,2.6186697326057025,3.281769776769105,4.0749755590624614,5.016919743505619,6.126156365233956,7.420036849106316,8.913341488927456,10.616769273872492,12.535450701604919,14.667690958456365,17.004155511504912,19.52766613098291,22.21368728944126,25.03147118653824,27.94572348485511,30.91857792674994,33.91164113480479
R,0.0,0.7903742452665792,2.0057975484292685,3.6569720453815826,5.797167032240734,8.50934939630027,11.901991721516687,16.10867657557,21.28917136174227,27.630700688078374,35.348523839275025,44.68501540543568,55.90644184668125,69.29664859501356,85.14701767665731,103.74240013091513,125.34330437707078,150.1653906076269,178.35814465669816,209.98526077923455,245.00950889315718,283.2845344479786,324.55514175897457,368.46633820253487,414.58008708722076,462.39765664792264,511.38487777797445
G,6.0,9.797236518999487,14.464443860084309,20.187992456757787,27.18767783424819,35.719505668580325,46.077041960367914,58.590378808569895,73.62154202663201,91.55504015243072,112.7823434542363,137.67952869013,166.57825150858972,199.73163202676568,237.2783805025915,279.2101157668893,325.347715235296,375.3320917976449,428.6327863893992,484.57455665421696,542.3786414701942,601.2126790169086,660.2421317645087,718.67667509605,775.8068847102616,831.0289563541603,883.8574050337049
H,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636,10327.823981561636
beta,14.874619338716387,14.874619338716387,14.831903628025762,14.779736382064117,14.716260788591143,14.639369771093744,14.546727965005173,14.4358256425239,14.304075290858624,14.148960170453458,13.968239248705999,13.76020321261347,13.52396167443726,13.259724263125609,12.969023075252462,12.654818327361614,12.321439936134386,11.974347190283288,11.61973030879247,11.264017530404544,10.913374028433934,10.573275805582394,10.248215676731126,9.941561523976299,9.655553213367305,9.391403164026976,9.149458632831701
