series,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10
S,109543.09938324653,109541.01522950994,109538.58342111611,109535.74599458845,109532.4353325909,109528.57255976746,109524.06567335858,109518.8073652277,109512.67248501611,109505.51508619041,109497.16498762267,109487.42377291007,109476.0601377539,109462.80448224026,109447.34262966663,109429.30853654273,109408.27583950726,109383.74806417324,109355.14729848968,109321.80110941568,109282.92745712798,109237.61733657864,109184.8148534479,109123.29442256126,109051.6347647681,108968.18937748224,108871.05317058771,108758.0250013787,108626.56592049813,108473.75306967547,108296.22936965605,108090.14942587446,107851.12248792082,107574.15385924552,107253.5869020936,106883.0487565774,106455.40412507248,105962.72298361444,105396.26986348862,104746.52434416318,104003.24448365465,103155.58684596985,102192.29818331251,101101.99413241545,99873.53874300093,98496.53437733148,96961.92357763308,95262.6921661832,93394.64595215324,91357.21282060748,89154.20000423679,86794.41705879371,84292.06406166474,81666.7879404131,78943.33243999757,76150.75028260073,73321.2052205013,70488.45652257833,67686.17437395296,64946.267113189315,62297.4007126514,59763.85687034662,57364.81739897754,55114.09439486364,53020.26393851572,51087.11759627042,49314.32560265176,47698.20647057658,46232.51375066398,44909.17425016453,43718.936732049246,42651.91161735044,41697.99845828383,40847.20864617193,40089.89672808338,39416.91602244503,38819.714155176305,38290.38269249309,37821.67296325034,37406.98792704882,37040.3578364278,36716.40560094091,36430.3062342648,36177.743545891964,35954.86629280454,35758.24529007828,35584.83244827534,35431.92231958713,35297.11645992979,35178.290722915706,35073.56547204362,34981.27861279666,34899.96129393179,34828.31609763306,34765.19752442442,34709.59457572653,34660.61524104242,34617.47270536134
I,5.0,5.834153736596347,6.80742369627607,7.942994299873953,9.267907722456815,10.813703615279167,12.617164120348706,14.721181221150614,17.175766127447652,20.03922342129268,23.37951613370451,27.275851812886618,31.82052401583141,37.12104852551076,43.30263896775952,50.511072349731194,58.916001297760786,68.71477630734157,80.13684791406966,93.44882500955036,108.96027104485924,127.03032383298961,148.0752260054884,172.57685039076006,201.09229558622658,234.26460897552917,272.8346636261728,317.6541669286309,369.6997060770345,430.08763038043725,500.08942280474287,581.147010885148,674.8871961175155,783.1340257634344,907.917476474507,1051.4762528720732,1216.251821158963,1404.8700073272732,1620.105625621272,1864.8247385413954,2141.8984144145697,2454.0814484957264,2803.8497490291343,3193.191362668907,3623.3489114162,4094.516049231594,4605.497836622101,5153.354788916447,5733.062305717299,6337.229860833729,6955.9352119959885,7576.734354440066,8184.903762959017,8763.953943470917,9296.420958018709,9764.897875910869,10153.218469032574,10447.662549697401,10638.029060898412,10718.42905643746,10687.688192866015,10549.309986954288,10311.0219615848,9983.989475302495,9581.822562824791,9119.513264363897,8612.426941891581,8075.439338493867,7522.272223783003,6965.043668336707,6414.020269367813,5877.540316724668,5362.068396610106,4872.341109569477,4411.567750265659,3981.656518337598,3583.4442560219254,3216.914654699661,2881.395720267492,2575.7318264021387,2298.428960422625,2047.7739558038588,1821.9298335290086,1619.01006351959,1437.1348007271195,1274.4721032715934,1129.2669192566398,999.8603181306876,884.7010982553567,782.3515607056007,691.488921401282,610.9035502979224,539.4949815883166,476.2664324899666,420.31839757612227,370.8417468799761,327.1106448440963,288.47551931414927
R,0.0,1.25,2.708538434149087,4.410394358218104,6.396142933186592,8.713119863800795,11.416545767620587,14.570836797707763,18.251132102995417,22.54507363485733,27.5548794901805,33.39975852360663,40.218721476828286,48.17385248078614,57.45411461216383,68.27977435410371,80.9075424415365,95.6365427659767,112.81523684281208,132.8494488213295,156.21165507371708,183.4517228349319,215.2093037931793,252.22811029455139,295.3723228922414,345.64539678879805,404.21154903268035,472.42021493922357,551.8337566713813,644.2586831906399,751.7805907857492,876.8029464869348,1022.0896992082219,1190.8114982376007,1386.5950046784594,1613.574373797086,1876.4434370151043,2180.506392304845,2531.7238941366636,2936.7503005419817,3402.9564851773307,3938.4310887809734,4551.951450904905,5252.913888162188,6051.211728829415,6957.048956683465,7980.677968991364,9132.05242814689,10420.391125376002,11853.656701805327,13437.964167013759,15176.947970012756,17071.131558622772,19117.357499362526,21308.345985230255,23632.451224734934,26073.675693712652,28611.980310970794,31223.895948395144,33883.40321361975,36563.01047772911,39234.93252594562,41872.26002268419,44450.01551308039,46946.01288190601,49341.46852261221,51621.34683870318,53774.45357417608,55793.31340879954,57673.8814647453,59415.14238182947,61018.647449171425,62488.03252835259,63828.54962750511,65046.63490489748,66149.52684246389,67144.9409720483,68040.80203605378,68845.0306997287,69565.37962979557,70209.3125863961,70783.91982650176,71295.86331545272,71751.34577383497,72156.09828971486,72515.38198989665,72834.00001571454,73116.3167455287,73366.28182506138,73587.45709962522,73783.04498980161,73955.91722015192,74108.6431077264,74243.51685312348,74362.58346124597,74467.66306064,74560.37349736,74642.15115857101
G,5.0,7.084153736596347,9.515962130425155,12.353388658092056,15.664050655643408,19.52682347907996,24.033709887969295,29.29201801885838,35.42689823044307,42.584297056150014,50.93439562388502,60.67561033649325,72.0392454926597,85.2949010062969,100.75675357992334,118.79084670383489,139.8235437392973,164.35131907331828,192.95208475688176,226.29827383087988,265.1719261185764,310.48204666792157,363.28452979866773,424.8049606853115,496.4646184784681,579.9100057643274,677.0462126588533,790.0743818678545,921.5334627484158,1074.3463135710772,1251.8700135904921,1457.949957372083,1696.9768953257374,1973.9455240010352,2294.5124811529663,2665.050626669159,3092.695258174067,3585.376399632118,4151.8295197579355,4801.575039083376,5544.8548995919,6392.512537276699,7355.801199934038,8446.105250831093,9674.560640245612,11051.565005915056,12586.175805613462,14285.407217063334,16153.453431093296,18190.88656263905,20393.899379009745,22753.68232445282,25256.03532158179,27881.311442833445,30604.766943248964,33397.3491006458,36226.89416274522,39059.642860668195,41861.925009293554,44601.8322700572,47250.69867059512,49784.242512899895,52183.28198426898,54434.004988382876,56527.835444730794,58460.981786976095,60233.773780594754,61849.89291266994,63315.58563258254,64638.92513308199,65829.16265119727,66896.18776589609,67850.1009249627,68700.89073707459,69458.20265516314,70131.1833608015,70728.38522807023,71257.71669075344,71726.42641999619,72141.11145619772,72507.74154681874,72831.69378230564,73117.79314898176,73370.3558373546,73593.23309044202,73789.85409316828,73963.26693497122,74116.17706365943,74250.98292331677,74369.80866033085,74474.53391120293,74566.8207704499,74648.13808931477,74719.7832856135,74782.90185882215,74838.50480752003,74887.48414220415,74930.62667788523
