series,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,5210.228992592635,5206.050181359901,5200.96496785944,5194.779534447732,5187.259961275108,5178.124575485659,5167.035155109884,5153.586975837586,5137.297787229842,5117.595962268318,5093.808303095077,5065.148333006742,5030.706387915585,4989.443461406965,4940.191558897982,4881.664239253649,4812.481952000206,4731.217480967311,4636.466883138372,4526.950184539237,4401.643054850067,4259.9350881333485,4101.801992059593,3927.96880126704,3740.031658544931,3540.5009118227326,3332.7330836427127,3120.7367786071727,2908.866135217153,2701.4469633044214,2502.402935875663,2314.95157770845,2141.4200752749043,1983.1972655959075,1840.8045163332877,1714.0464646426058,1602.197030072899,1504.1834939676858,1418.744904198355,1344.554434701029
I,10.0,12.178811232733754,14.828262486648534,18.04804340102652,21.95800789344464,26.70179210420492,32.4508540591389,39.408862519609194,47.816278623431444,57.95484786026921,70.15153746145688,84.78120005749963,102.26690513715737,123.07645061834538,147.7130630036591,176.69777004726038,210.54050329125113,249.69687366589577,294.50809676165466,345.12317600845887,401.4056704959378,462.8325031134682,528.3990985645291,596.5524696441767,665.1791184374503,731.6740414721585,793.1070613577469,846.4819541217375,889.0562066874095,918.6641372626593,933.9753372388857,934.6316279583218,921.2368048002028,895.212253519159,858.5625520779472,813.6080933530395,762.7359092521383,708.2022635069238,652.0004005748699,595.7907899572219
R,0.0,2.0,4.435762246546751,7.401414743876458,11.011023424081761,15.40262500277069,20.742983423611676,27.233154235439457,35.114926739361294,44.67818246404758,56.269152036101424,70.2994595283928,87.25569953989273,107.70908056732421,132.32437069099328,161.8669832917251,197.20653730117718,239.31463795942742,289.2540126926066,348.15563204493753,417.18026724662934,497.4614013458169,590.0279019685106,695.7077216814164,815.0182156102517,948.0540392977417,1094.3888475921735,1253.010259863723,1422.3066506880705,1600.1178920255525,1783.8507194780843,1970.6457869258616,2157.572112517526,2341.8194734775666,2520.8619241813985,2692.574434596988,2855.2960532675957,3007.843235118023,3149.483687819408,3279.883767934382
G,10.0,14.178811232733754,19.264024733195285,25.449458144902977,32.9690313175264,42.1044171069756,53.19383748275057,66.64201675504864,82.93120536279272,102.63303032431679,126.4206894975583,155.08065958589242,189.52260467705008,230.78553118566958,280.03743369465235,338.56475333898544,407.7470405924283,489.0115116253231,583.7621094542612,693.2788080533963,818.585937742567,960.2939044592849,1118.4270005330395,1292.2601913255928,1480.1973340477018,1679.7280807699,1887.4959089499202,2099.4922139854602,2311.36285737548,2518.7820292882116,2717.82605671697,2905.277414884183,3078.8089173177286,3237.0317269967254,3379.4244762593453,3506.182527950027,3618.031962519734,3716.045498624947,3801.484088394278,3875.674557891604
