beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
1.0568547374513055,0.22520877552815025,0.8995475420341876,0.1842846764282989,0.1833960379815244,0.1595888222061249,0.44711914485233983,0.01201589052671772,0.010870414924997473,0.19462877255909286,0.9600000000000002,0.0002143424791117203,6.013528284830364e-06,0.06678941143054054,2.020797924116407,2021-03-21,0.05649755226513699,0.9081169929256702,2021-06-10,0.005133072658634409,0.028349030573505032,0.9996846451016063,0.9950420508696852
