beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,Lockdown_init,c1,I_initial,metric1,metric2,r1,r2,reopen,lockdown
1.0200151703387117,0.21623348792310848,0.3432850466528091,0.040000013872907636,0.04000000526886688,0.10368758099318054,0.0449831162818759,0.0016793288164132015,0.13152448450472978,0.22062448508681812,0.07142857142857142,0.10000000055959997,0.17595159859998818,0.8300000000000001,0.0009808907231142795,0.004692695449322944,0.008428069675295156,0.999859283869618,0.9983158100655511,2021-03-20,2021-04-20
