beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
5.465507038656395,0.200155731757188,0.1,0.04331965077359167,0.04392086942007232,0.19704587780026772,0.45768397623266704,0.01832475466834423,0.10070139405879655,0.11588649123231665,0.03541911312079187,0.8758031624030019,0.9900000000000002,0.00012179506136511429,0.001732362455878821,0.0029786909024543833,0.9996129952862545,0.9993621448375833,2021-03-16
