beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
5.995299283992727,0.20000543108007396,0.6171606439172594,0.06423879057260955,0.19999067301223256,0.12515742584663359,0.15704200699762746,0.01804508469212408,0.16691917270018625,0.20224532293290234,0.03338177059881715,0.7807298062239397,0.9900000000000002,6.35297823044739e-05,0.0042517253344644765,0.022227583957177936,0.9998438956977351,0.9979626510463576,2021-03-15
