beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
91.08963020889212,0.2,0.3072719851716018,0.2,0.2,0.04,0.5,0.03129786180646205,0.05404307631386505,0.17812282796061632,0.05,0.9900000000000002,0.5534028552414765,0.9242186550321111,0.7119064452288706,0.6724986620733239,0.101574145928649,0.967387749203552
