series,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,2696.0141841385976,2693.868598495372,2691.233521190448,2687.9987696908925,2684.030118514052,2679.1644390198126,2673.204054914085,2665.9102927742606,2656.9962739053667,2646.119104693374,2632.8717955307106,2616.7754952064497,2597.2729915328537,2573.724918435115,2545.41072674739,2511.5371853103666,2471.2578766803117,2423.707624416709,2368.0556748870054,2303.580237694262,2229.764065221639,2146.405668784154,2053.7336438706666,1952.5036584743336,1844.0517187865998,1730.2773303016654,1613.5396850440593,1496.469503294115,1381.72374878885,1271.7304149612353,1168.4760302855575
I,5.0,6.145585643225522,7.551545819504927,9.275988155159428,11.389441700968046,13.977232855013881,17.142170389738347,21.007498451615387,25.720017630186383,31.45318331614165,38.40985581557672,46.82418497672215,56.96185165497355,69.11755442171767,83.60823522509915,100.76012961710263,120.88741232373697,144.26018212259208,171.06009522777737,201.32351337496542,234.87498317259502,271.2583829755614,309.6787312939366,348.9729704314823,387.63031603291955,423.87864131127014,455.84055830662214,481.74262839524204,500.1398572214588,510.1052196047816,511.3385603595031
R,0.0,1.0,2.229117128645105,3.7394262925460904,5.594623923577976,7.872512263771585,10.667958834774362,14.096392912722031,18.29789260304511,23.441896129082387,29.732532792310717,37.41450395542606,46.7793409507705,58.171711281765205,71.99522216610873,88.71686921112857,108.86889513454909,133.04637759929648,161.8984140238149,196.11043306937037,236.37513574436346,283.35013237888245,337.6018089739947,399.53755523278204,469.3321493190785,546.8582125256625,631.6339407879165,722.8020524492409,819.1505781282893,919.1785495725811,1021.1995934935375
G,5.0,7.145585643225522,9.780662948150031,13.015414447705517,16.98406562454602,21.849745118785464,27.810129224512707,35.103891364337414,44.01791023323149,54.895079445224034,68.14238860788743,84.2386889321482,103.74119260574402,127.28926570348285,155.60345739120785,189.47699882823116,229.75630745828602,277.30655972188856,332.95850925159226,397.4339464443358,471.2501189169585,554.608515354444,647.2805402679314,748.5105256642645,856.9624653519982,970.7368538369327,1087.4744990945387,1204.544680844483,1319.2904353497481,1429.2837691773627,1532.5381538530405
