series,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,36335.317517902484,36328.62309037414,36322.19762399452,36314.71895592305,36305.163380299804,36292.49916318088,36275.49454861699,36252.561005885465,36221.58942974494,36179.75225814019,36123.24936992106,36046.97544304143,35944.083853562355,35805.418986985045,35618.787089896505,35368.038891902674,35031.95119268903,34582.9299635016,33985.631741978286,33195.74004954678,32159.375389478348,30813.997618890673,29092.18309844108,26930.22006812989,24283.694335977794,21151.293973850283,17604.582925441457,13814.294968017792,10054.169240943193,6659.287227606955,3931.566780514571,2026.775216742871,896.4005253539954,336.3801394884663,106.9328354682062,29.070371652624686,6.894177752349016,1.46682441581728,0.28934954894181675,0.0547536855443487,0.01026017240575934,0.0019559358479192164,0.0003873376272317999,8.087198426789813e-05,1.79727506610695e-05,4.274109848319927e-06,1.0900477725344653e-06,2.981407694456106e-07,8.732728781708677e-08,2.7328160054169097e-08,9.110634210002613e-09,3.2254526839697223e-09,1.2086999551175503e-09,4.778805698136141e-10,1.9870884021912814e-10,8.663460248789517e-11,3.9490028201042765e-11,1.876816603219392e-11,9.27648327003417e-12,4.756988943284687e-12,2.5252078682393126e-12,1.3847547581167248e-12,7.829169119595311e-13,4.555539107960946e-13,2.7234120201655447e-13,1.6701468915901088e-13,1.049127971011367e-13,6.741281244937784e-14,4.4253136029224776e-14
E,0.0,6.694427528347661,12.140134984742222,17.842040886486345,24.786355323773147,33.82298028493672,45.87745286825513,62.09662851882242,83.98008986006559,113.52640581440073,153.41420504399002,207.23528801667908,279.79708129133354,377.5124139578224,508.89370826746256,685.1630730028298,920.974141871067,1235.2067532520402,1651.7270317184543,2199.8812057147616,2914.283572190147,3833.143119591299,4993.960279252469,6425.035250043058,8131.228804191052,10073.588054677439,12145.985169056494,14158.65475653458,15846.599064101625,16922.261581824267,17173.33459108581,16564.73307743888,15270.786200683782,13595.85983698436,11835.493234183748,10181.179188838818,8713.295012840472,7443.493303898839,6355.282783522072,5425.393781756767,4631.408024417186,3953.5893868020707,3374.9657534606476,2881.0249725805616,2459.374354678825,2099.4341107038485,1792.1726946013746,1529.8803362559995,1305.975618019142,1114.8403402915271,951.6785513831951,812.3962081558736,693.4984486767472,592.0018994278375,505.35981673015596,431.3981840468619,368.26116172643515,314.364520415699,268.3558896976548,229.0808245160429,195.55383792796337,166.93367334059815,142.50219576488615,121.6463724270979,103.84289059718836,88.64502666564951,75.67143698873952,64.59658924283112,55.14259419215175
I,5.0,4.8,5.587758923218294,7.14101073602084,9.466631492534669,12.71555839059319,17.15707803554633,23.185161995082947,31.345870314560237,42.382891152391025,57.302664495841015,77.4634018229441,104.69466195444798,141.45640938709292,191.048755790507,257.8856388173533,347.8468436100595,468.7215876721159,630.7506672221323,847.2581589684424,1135.3301262027537,1516.4351443411654,2016.7750993559391,2666.992154902305,3500.6446467103146,4550.6599724830285,5842.9475076134795,7386.847977254517,9163.555477671891,11116.232754178613,13148.230881842304,15135.694723987242,16954.588503171726,18511.35171260981,19760.711550926288,20702.459598049747,21364.42158402638,21785.073782943487,22003.05882686939,22053.06007142332,21964.967919419105,21764.196144494013,21472.253500653896,21107.30444797347,20684.6629508555,20217.216690494897,19715.789442161637,19189.450223612454,18645.776933115627,18091.081133578617,17530.599677162023,16968.658033308748,16408.80947145754,15853.95364184888,15306.437578872887,14768.141708401377,14240.553062385796,13724.827581201122,13221.84310867113,12732.2444495059,12256.481658113746,11794.842556376561,11347.480331697212,10914.436941767111,10495.662945926337,10091.034292020822,9700.3665100169,9323.426697362132,8959.943624518326
R,0.0,0.2,0.392,0.6155103569287318,0.9011507863695654,1.2798160460709522,1.7884383816946798,2.474721503116533,3.402127982919851,4.65596279550226,6.351278441597901,8.643385021431541,11.741921094349305,15.929707572527224,21.58796394801094,29.229914179631223,39.54533973232536,53.45921347672774,72.20807698361237,97.43810367249766,131.32843003123537,176.7416350793455,237.39904085299213,318.0700448272297,424.74973102332194,564.7755168917345,746.8019157910556,980.5198160955948,1275.9937351857754,1642.535954292651,2087.1852644597957,2613.1144997334877,3218.5422886929773,3896.7258288198464,4637.1798973242385,5427.60835936129,6255.70674328328,7110.283606644335,7981.686557962074,8861.80891103685,9743.931313893781,10622.530030670545,11493.097876450305,12351.988016476462,13196.2801943954,14023.66671242962,14832.355380049416,15620.98695773588,16388.56496668038,17134.396044005007,17858.03928934815,18559.26327643463,19238.00959776698,19894.36197662528,20528.520122299236,21140.777625454153,21731.503293790207,22301.12541628564,22850.118519533684,23378.99224388053,23888.282021860767,24378.541288185315,24850.334990440377,25304.234203708264,25740.81168137895,26160.638199216002,26564.279570896833,26952.29423129751,27325.231299191997
G,5.0,5.0,5.979758923218294,7.756521092949572,10.367782278904233,13.995374436664141,18.94551641724101,25.659883498199477,34.74799829748009,47.03885394789328,63.65394293743891,86.10678684437565,116.43658304879729,157.38611695962015,212.63671973851794,287.11555299698455,387.3921833423849,522.1808011488437,702.9587442057448,944.6962626409402,1266.6585562339892,1693.1767794205111,2254.1741402089315,2985.062199729535,3925.394377733637,5115.435489374763,6589.749423404535,8367.367793350111,10439.549212857666,12758.768708471263,15235.416146302101,17748.80922372073,20173.130791864703,22408.077541429655,24397.891448250528,26130.06795741104,27620.128327309663,28895.35738958783,29984.745384831473,30914.868982460175,31708.899233312895,32386.726175164567,32965.35137710421,33459.29246444994,33880.943145250916,34240.88340292453,34548.14482221107,34810.43718134835,35034.341899796025,35225.47717758364,35388.63896651019,35527.9213097434,35646.81906922454,35748.31561847418,35834.95770117214,35908.91933385555,35972.05635617602,36025.95299748678,36071.96162820483,36111.23669338645,36144.76367997453,36173.3838445619,36197.81532213761,36218.671145475404,36236.47462730532,36251.67249123686,36264.64608091377,36275.72092865968,36285.17492371036
