state,state full,beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
kl,Kerala,8.089507824472593,0.2,0.2813288307175576,0.04,0.2,0.07820306291979924,0.014205852903775672,0.001,0.19713284294062133,0.05184853240809925,0.9700000000000002,0.02497710787600884,0.004108922836835997,0.034439330865612815,3.196374996856836,2021-03-22,0.4001192235991586,0.03333333333333333,3.5918341524608426,2021-07-01,0.056566256972188124,0.060612463841846424,0.967604042504227,0.9816166494577042
dl,Delhi,10.61016604829313,0.3,0.10068115500085903,0.12080017112644315,0.2,0.2,0.13631230274238512,0.006624460527337028,0.01,0.03966885494310466,0.8200000000000001,0.0007983236382671402,0.0,0.03503400135159993,1.6073791107432949,2021-03-16,0.4135736541639768,0.03333333333333333,1.6839745108070276,2021-07-21,0.005638958677299239,0.0046989779181371505,0.9994485750511832,0.99970690766655
tg,Telangana,46.28089593428004,0.3,0.1101660325020288,0.2,0.2,0.04,0.4990545191824238,0.006323617643077817,0.2,0.009528920961881992,0.9600000000000002,0.001130100261343138,0.0,0.03333333333333333,2.5040577522933143,2021-03-20,0.39801431174961627,0.03333333333333333,2.1230507593008854,2021-09-15,0.014611676008017096,0.018040148099315662,0.9969818019152258,0.9963118555486271
rj,Rajesthan,49.99995655161499,0.29613876916115545,0.1,0.2,0.2,0.2,0.16862090266486385,0.0033644219339553447,0.01,0.010325131021221456,0.8,0.00048514044645713467,5.956456686807174e-06,0.03333333333333333,1.1627806488945789,2021-03-22,0.4135641095487255,0.03333333333333333,1.6109050891088166,2021-08-16,0.0072569158829203576,0.01008589699498721,0.9994219836366096,0.9991707752723455
hr,Haryana,24.237314910211182,0.3,0.1,0.2,0.2,0.2,0.11854887264225605,0.0030172152312637804,0.010542514403484254,0.01984635012154152,0.8300000000000001,0.0007398841728001112,0.0009862230719778623,0.03333333333333333,1.4955114411676842,2021-03-22,0.4000553201634269,0.03333333333333333,1.6408381207210367,2021-08-05,0.010464626684832478,0.05142476347833416,0.9993818791070922,0.9793307235043224
jk,Jammu and Kashmir,14.413403177075242,0.3,0.10794659057595836,0.17985449922305605,0.17302386051364474,0.199922504755947,0.4986597182012249,0.01320486505460075,0.12313445338318438,0.029766247469824182,0.8300000000000001,0.000428388965568105,0.00015119153120904722,0.03333333333333333,0.8662136825729322,2021-03-22,0.3992188768413993,0.033365292770582616,1.1787880605384529,2021-07-26,0.021542222676634245,0.01769001367028151,0.9938830307143712,0.9960489497205952
ka,Karnataka,9.253254419583456,0.2381695774906668,0.10017064923110816,0.16099358259661406,0.10001155975336536,0.11449239881334672,0.1033863896185644,0.0022480403361169066,0.024319845953166747,0.03907583322616108,0.8500000000000001,0.0005997354406355448,0.0,0.03333333333333333,1.1490941345036894,2021-03-21,0.3995245874934728,0.03333333333333333,0.9769708426555771,2021-07-09,0.009511681376139787,0.01396630613201644,0.9988524165602356,0.9978406206849436
la,Lakshdweep,1.0,0.2,0.408390977878884,0.2,0.2,0.04,0.11763358569646795,0.001941965979383637,0.2,0.14219444209407375,0.9500000000000002,0.00286281753263616,0.007089951019139517,0.07142857142857142,4.3263899218310335,2021-03-16,0.3981598873531295,0.03333333333333333,4.524521421308736,2021-09-26,0.0662621411337469,0.09086084292346236,0.924880192224662,0.7278140640807592
mh,Maharastra,4.416759425427708,0.2601149162975233,0.10387758375479614,0.05183735382967483,0.1927136159404022,0.17632161579915215,0.02596820705752411,0.002724004296252377,0.10854460853937044,0.09525746240828666,0.8,0.0008088322541467887,0.0,0.03333333333333333,0.2758790777822474,2021-03-15,0.3968200843963791,0.043860611280030035,0.5077419089078865,2021-06-18,0.0229489863775072,0.02632325466599217,0.9916961283650362,0.9838345242147016
pb,Punjab,17.63614791408868,0.3,0.1,0.2,0.2,0.2,0.14131069620635384,0.007504445363675959,0.05165545004719775,0.02945162337591221,0.8,0.0005280634905505746,0.0014222089441268074,0.03333333333333333,0.7370887760244454,2021-03-22,0.40000297575188015,0.03343790707235522,0.9368255976671572,2021-08-08,0.020212759484507663,0.010793477568573259,0.998928476139374,0.9991608168467364
