series,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,2860.338093860298,2858.570609204169,2856.8748724263974,2854.987912517056,2852.7984056584282,2850.2314271081027,2847.21486926177,2843.668737526906,2839.5007266565485,2834.603375489608,2828.8514575674703,2822.0992181109164,2814.1773446071124,2804.889648486989,2794.0094789766576,2781.2759287396657,2766.389938607315,2749.010472401542,2728.7510176023657,2705.1767777017644,2677.8030607075034,2646.0955361540496,2609.4732261554987,2567.3153024017356,2518.972955786709,2463.7877456280876,2401.1178545797793,2330.373479687525,2251.0620614391387,2162.8430627798407,2065.590453532464,1959.4589079194236,1844.9471217840437,1722.948991146477,1594.7813626776938,1462.1766341951507,1327.2306693657094,1192.3019588549532,1059.8664866852937,932.3428269928675,811.9108488734767,700.3518319096157,598.9354806864837,508.37018494663846,428.8194670653624,359.9741756723247,301.16073427947333,251.4628023291121,209.8366373669263,175.20696189339796,146.5374408132515,122.8758588602777,103.37781867673199,87.31433106764688,74.06864963332224,63.12682716357174,54.065308644309205
E,0.0,1.767484656129109,2.579479105836429,3.1766994622594655,3.7778565897576244,4.455906845204115,5.244511268934373,6.168387369331196,7.252204555023163,8.523453444452043,10.013644644363488,11.759061778735552,13.801404393171648,16.188398316709343,18.974368668685816,22.220734571334717,25.99635741801808,30.377644914782252,35.448277256567145,41.29837852888488,48.022906258703344,55.71897768280529,64.48179883995334,74.39882317373963,85.54175820189653,97.95608925956962,111.64793567809292,126.56834273130076,142.59558961403678,159.5167934663163,177.01100598053475,194.63704860330773,211.83031043703386,227.9132858560837,242.12427139682512,253.6668641809558,261.7793969199191,265.8184089707159,265.3446766550175,260.195998019935,250.52997712935831,236.8240055285401,219.82835398740207,200.4794727335463,179.7904542480492,158.7405185170623,138.1837006513825,118.7897822760525,101.02105610021204,85.14020352363437,71.23962284196365,59.28139337395562,49.13873687052353,40.63285604434688,33.56210945649808,27.722877197999537,22.922957118262303
I,6.0,5.76,6.413342328064554,7.446548187860187,8.737035991475512,10.276482846695304,12.09337695542955,14.231897511679554,16.74681529587797,19.703044961554433,23.176649885318277,27.256406212087292,32.04568085297158,37.66455581543854,44.25217274117567,51.96927016587155,61.00086664490404,71.55901068811693,83.88547271798338,98.25419243754762,114.97321400448816,134.3857385736603,156.86979787211652,182.83590537720852,212.72188074899,246.98388461997865,286.08257386496433,330.4632387494122,380.52888056508607,436.605520149501,498.8996960766791,567.4492112238793,642.0697670765779,722.3021316120318,807.3666892755923,896.1341574029811,987.1222231973397,1078.5270327294056,1168.2951559055873,1254.2356879968725,1334.164259486965,1406.0626776721656,1468.232173329549,1519.417063390068,1558.8801172212384,1586.4201396564135,1602.333593328688,1607.3320999212317,1602.4337070624088,1588.8468868300183,1567.8631131186348,1540.7684000148713,1508.7783607012543,1472.9965947084659,1434.3931589423007,1393.7984873128578,1351.9079864193432
R,0.0,0.24,0.4704,0.7269336931225822,1.0247956206369897,1.3742770602960102,1.7853363741638222,2.269071452381004,2.838347352848186,3.5082199646833048,4.296341763145482,5.223407758558213,6.313664007041704,7.595491241160568,9.102073473778109,10.872160383425136,12.950931190059999,15.39096585585616,18.253326283380837,21.608745192100173,25.538912889602077,30.137841449781604,35.51327099272802,41.78806290761268,49.101499122701014,57.610374352660614,67.48972973745975,78.93303269205833,92.15156224203483,107.37271746463827,124.8369382706183,144.79292611368547,167.49089456264065,193.17368524570378,222.06577051018505,254.36043808120874,290.205804377328,329.69069330522154,372.8317746143978,419.5635808506213,469.7330083704962,523.0995787499747,579.3420858568613,638.0713727900433,698.848055325646,761.2032600144955,824.6600656007521,888.7534093338996,953.0466933307489,1017.1440416132452,1080.697917086446,1143.4124416111915,1205.0431776117864,1265.3943120398367,1324.3141758281754,1381.6899021858674,1437.4418416783817
G,6.0,6.0,6.883742328064555,8.17348188098277,9.761831612112502,11.650759906991315,13.878713329593372,16.500968964060558,19.585162648726154,23.211264926237735,27.472991648463758,32.4798139706455,38.35934486001328,45.260047056599106,53.354246214953776,62.84143054929668,73.95179783496404,86.94997654397308,102.1387990013642,119.86293762964777,140.51212689409022,164.5235800234419,192.38306886484455,224.62396828482122,261.82337987169103,304.5942589726393,353.5723036024241,409.39627144147056,472.6804428071209,543.9782376141393,623.7366343472975,712.2421373375648,809.5606616392187,915.4758168577356,1029.4324597857774,1150.4945954841899,1277.3280275746677,1408.2177260346273,1541.1269305199853,1673.799268847494,1803.8972678574614,1929.1622564221407,2047.5742591864107,2157.488436180112,2257.728172546885,2347.6233996709097,2426.9936589294407,2496.085509255132,2555.480400393158,2605.9909284432642,2648.5610302050814,2684.1808416260633,2713.821538313041,2738.3909067483028,2758.7073347704763,2775.488389498725,2789.349828097725
