series,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,31411.862280118297,31409.178291356064,31405.590647783767,31400.795406261564,31394.38663079653,31385.82235449013,31374.379329289826,31359.092986342494,31338.677980587836,31311.423411013064,31275.05530560562,31226.557322033736,31161.939068498305,31075.940486695825,30961.661323286964,30810.10860176729,30609.665200435895,30345.50397246321,29999.011417706024,29547.35181546657,28963.40542720268,28216.452983953113,27274.1278545064,26106.237500233186,24690.90213041133,23022.82804655239,21122.23972955472,19041.25445414504,16863.338088737335,14692.663823564588,12634.634675034657,10774.47280769474,9162.933930564273,7814.18961190717,6713.91063608948,5831.38797476776,5130.227991955504,4575.2743266139205,4135.946205941481,3787.1805492713115,3509.1240618400134,3286.33655302052,3106.9102224085714,2961.6796987544185,2843.575811673982,2747.121307151862
I,5.0,6.683988762233504,8.934834582082503,11.943109187868956,15.963262815331175,21.3348865586644,28.510934447236224,38.095090505122016,50.89107815875424,67.96743210177684,90.7420510888671,121.09162444297807,161.49155308981452,215.19182427433105,286.4326228283261,380.69881978233536,505.0024571572628,668.1631936984927,881.0231097159801,1156.4780900122396,1509.1288602736813,1954.2555314685135,2505.7295546215228,3172.4739979704327,3953.3145681982014,4830.725738417502,5765.168907731672,6693.120401595017,7532.412686683718,8196.604414519721,8615.31268014571,8752.412011456485,8613.468486295655,8239.519107693626,7691.894261972591,7036.038070899793,6329.99043953209,5618.946016967256,4934.484934246244,4296.353604067164,3715.1393706850295,3194.899005367517,2735.3455349059623,2333.5069515789223,1984.9094483435742,1684.3820631969795
R,0.0,1.0,2.336797752446701,4.123764668863202,6.512386506436993,9.70503906950323,13.97201638123611,19.674203270683353,27.29322137170776,37.471437003458604,51.06492342381397,69.2133336415874,93.43165853018301,125.72996914814593,168.76833400301214,226.05485856867736,302.19462252514444,403.195113956597,536.8277526962955,713.0323746394915,944.3279926419394,1246.1537646966758,1637.0048709903785,2138.150781914683,2772.6455815087697,3563.30849514841,4529.453642831911,5682.487424378245,7021.111504697248,8527.594042033992,10166.914924937937,11889.977460967079,13640.459863258377,15363.153560517509,17011.057382056235,18549.436234450754,19956.643848630712,21222.64193653713,22346.43113993058,23333.32812677983,24192.598847593265,24935.62672173027,25574.606522803773,26121.675629784964,26588.37702010075,26985.358909769464
G,5.0,7.683988762233504,11.271632334529205,16.06687385673216,22.47564932176817,31.03992562816763,42.48295082847233,57.76929377580537,78.184299530462,105.43886910523544,141.80697451268108,190.30495808456547,254.92321161999752,340.921793422477,455.20095683133826,606.7536783510127,807.1970796824072,1071.3583076550897,1417.8508624122755,1869.5104646517311,2453.456852915621,3200.4092961651895,4142.734425611901,5310.6247798851155,6725.960149706971,8394.034233565912,10294.622550563583,12375.607825973262,14553.524191380966,16724.198456553713,18782.227605083644,20642.38947242356,22253.92834955403,23602.672668211133,24702.951644028824,25585.474305350544,26286.6342881628,26841.587953504386,27280.916074176825,27629.681730846994,27907.738218278293,28130.525727097785,28309.952057709736,28455.18258136389,28573.286468444327,28669.740972966447
